district,year,sex,origin,prop
Friesenberg,2033,female,Swiss,32.157
Friesenberg,2033,female,foreign,17.6486
Friesenberg,2034,male,Swiss,28.6218
Friesenberg,2034,male,foreign,21.4897
Friesenberg,2034,female,Swiss,32.2302
Friesenberg,2034,female,foreign,17.6583
Friesenberg,2035,male,Swiss,28.6728
Friesenberg,2035,male,foreign,21.3558
Friesenberg,2035,female,Swiss,32.3033
Friesenberg,2035,female,foreign,17.6681
Friesenberg,2036,male,Swiss,28.7237
Friesenberg,2036,male,foreign,21.2219
Friesenberg,2036,female,Swiss,32.3765
Friesenberg,2036,female,foreign,17.6779
Friesenberg,2037,male,Swiss,28.7747
Friesenberg,2037,male,foreign,21.088
Friesenberg,2037,female,Swiss,32.4496
Friesenberg,2037,female,foreign,17.6877
Friesenberg,2038,male,Swiss,28.8257
Friesenberg,2038,male,foreign,20.9541
Friesenberg,2038,female,Swiss,32.5228
Friesenberg,2038,female,foreign,17.6974
Friesenberg,2039,male,Swiss,28.8766
Friesenberg,2039,male,foreign,20.8202
Friesenberg,2039,female,Swiss,32.5959
Friesenberg,2039,female,foreign,17.7072
Friesenberg,2040,male,Swiss,28.9276
Friesenberg,2040,male,foreign,20.6864
Friesenberg,2040,female,Swiss,32.6691
Friesenberg,2040,female,foreign,17.717
Friesenberg,2041,male,Swiss,28.9785
Friesenberg,2041,male,foreign,20.5525
Friesenberg,2041,female,Swiss,32.7423
Friesenberg,2041,female,foreign,17.7267
Friesenberg,2042,male,Swiss,29.0295
Friesenberg,2042,male,foreign,20.4186
Friesenberg,2042,female,Swiss,32.8154
Friesenberg,2042,female,foreign,17.7365
Friesenberg,2043,male,Swiss,29.0805
Friesenberg,2043,male,foreign,20.2847
Friesenberg,2043,female,Swiss,32.8886
Friesenberg,2043,female,foreign,17.7463
Friesenberg,2044,male,Swiss,29.1314
Friesenberg,2044,male,foreign,20.1508
Friesenberg,2044,female,Swiss,32.9617
Friesenberg,2044,female,foreign,17.756
Friesenberg,2045,male,Swiss,29.1821
Friesenberg,2045,male,foreign,20.0177
Friesenberg,2045,female,Swiss,33.0345
Friesenberg,2045,female,foreign,17.7656
Friesenberg,2046,male,Swiss,29.2297
Friesenberg,2046,male,foreign,19.8929
Friesenberg,2046,female,Swiss,33.1039
Friesenberg,2046,female,foreign,17.7734
Friesenberg,2047,male,Swiss,29.2744
Friesenberg,2047,male,foreign,19.7764
Friesenberg,2047,female,Swiss,33.1699
Friesenberg,2047,female,foreign,17.7793
Friesenberg,2048,male,Swiss,29.316
Friesenberg,2048,male,foreign,19.6682
Friesenberg,2048,female,Swiss,33.2325
Friesenberg,2048,female,foreign,17.7834
Friesenberg,2049,male,Swiss,29.3545
Friesenberg,2049,male,foreign,19.5683
Friesenberg,2049,female,Swiss,33.2915
Friesenberg,2049,female,foreign,17.7857
Friesenberg,2050,male,Swiss,29.39
Friesenberg,2050,male,foreign,19.4768
Friesenberg,2050,female,Swiss,33.3471
Friesenberg,2050,female,foreign,17.7861
Sihlfeld,2021,male,Swiss,25.7273
Sihlfeld,2021,male,foreign,26.4183
Sihlfeld,2021,female,Swiss,27.4577
Sihlfeld,2021,female,foreign,20.3967
Sihlfeld,2022,male,Swiss,25.7462
Sihlfeld,2022,male,foreign,26.3906
Sihlfeld,2022,female,Swiss,27.4819
Sihlfeld,2022,female,foreign,20.3813
Sihlfeld,2023,male,Swiss,25.765
Sihlfeld,2023,male,foreign,26.3628
Sihlfeld,2023,female,Swiss,27.5062
Sihlfeld,2023,female,foreign,20.3659
Sihlfeld,2024,male,Swiss,25.7839
Sihlfeld,2024,male,foreign,26.3351
Sihlfeld,2024,female,Swiss,27.5305
Sihlfeld,2024,female,foreign,20.3505
Sihlfeld,2025,male,Swiss,25.8027
Sihlfeld,2025,male,foreign,26.3073
Sihlfeld,2025,female,Swiss,27.5548
Sihlfeld,2025,female,foreign,20.3352
Sihlfeld,2026,male,Swiss,25.8216
Sihlfeld,2026,male,foreign,26.2796
Sihlfeld,2026,female,Swiss,27.579
Sihlfeld,2026,female,foreign,20.3198
Sihlfeld,2027,male,Swiss,25.8404
Sihlfeld,2027,male,foreign,26.2519
Sihlfeld,2027,female,Swiss,27.6033
Sihlfeld,2027,female,foreign,20.3044
Sihlfeld,2028,male,Swiss,25.8593
Sihlfeld,2028,male,foreign,26.2241
Sihlfeld,2028,female,Swiss,27.6276
Sihlfeld,2028,female,foreign,20.289
Sihlfeld,2029,male,Swiss,25.8781
Sihlfeld,2029,male,foreign,26.1964
Sihlfeld,2029,female,Swiss,27.6519
Sihlfeld,2029,female,foreign,20.2736
Sihlfeld,2030,male,Swiss,25.897
Sihlfeld,2030,male,foreign,26.1686
Sihlfeld,2030,female,Swiss,27.6761
Sihlfeld,2030,female,foreign,20.2583
Sihlfeld,2031,male,Swiss,25.9158
Sihlfeld,2031,male,foreign,26.1409
Sihlfeld,2031,female,Swiss,27.7004
Sihlfeld,2031,female,foreign,20.2429
Sihlfeld,2032,male,Swiss,25.9347
Sihlfeld,2032,male,foreign,26.1131
Sihlfeld,2032,female,Swiss,27.7247
Sihlfeld,2032,female,foreign,20.2275
Sihlfeld,2033,male,Swiss,25.9535
Sihlfeld,2033,male,foreign,26.0854
Sihlfeld,2033,female,Swiss,27.749
Sihlfeld,2033,female,foreign,20.2121
Sihlfeld,2034,male,Swiss,25.9724
Sihlfeld,2034,male,foreign,26.0577
Sihlfeld,2034,female,Swiss,27.7732
Sihlfeld,2034,female,foreign,20.1967
Sihlfeld,2035,male,Swiss,25.9912
Sihlfeld,2035,male,foreign,26.0299
Sihlfeld,2035,female,Swiss,27.7975
Sihlfeld,2035,female,foreign,20.1814
Sihlfeld,2036,male,Swiss,26.0101
Sihlfeld,2036,male,foreign,26.0022
Sihlfeld,2036,female,Swiss,27.8218
Sihlfeld,2036,female,foreign,20.166
Sihlfeld,2037,male,Swiss,26.0289
Sihlfeld,2037,male,foreign,25.9744
Sihlfeld,2037,female,Swiss,27.8461
Sihlfeld,2037,female,foreign,20.1506
Sihlfeld,2038,male,Swiss,26.0478
Sihlfeld,2038,male,foreign,25.9467
Sihlfeld,2038,female,Swiss,27.8703
Sihlfeld,2038,female,foreign,20.1352
Sihlfeld,2039,male,Swiss,26.0666
Sihlfeld,2039,male,foreign,25.9189
Sihlfeld,2039,female,Swiss,27.8946
Sihlfeld,2039,female,foreign,20.1198
Sihlfeld,2040,male,Swiss,26.0855
Sihlfeld,2040,male,foreign,25.8912
Sihlfeld,2040,female,Swiss,27.9189
Sihlfeld,2040,female,foreign,20.1045
Sihlfeld,2041,male,Swiss,26.1043
Sihlfeld,2041,male,foreign,25.8635
Sihlfeld,2041,female,Swiss,27.9431
Sihlfeld,2041,female,foreign,20.0891
Sihlfeld,2042,male,Swiss,26.1232
Sihlfeld,2042,male,foreign,25.8357
Sihlfeld,2042,female,Swiss,27.9674
Sihlfeld,2042,female,foreign,20.0737
Sihlfeld,2043,male,Swiss,26.142
Sihlfeld,2043,male,foreign,25.808
Sihlfeld,2043,female,Swiss,27.9917
Sihlfeld,2043,female,foreign,20.0583
Sihlfeld,2044,male,Swiss,26.1609
Sihlfeld,2044,male,foreign,25.7802
Sihlfeld,2044,female,Swiss,28.016
Sihlfeld,2044,female,foreign,20.0429
Sihlfeld,2045,male,Swiss,26.1797
Sihlfeld,2045,male,foreign,25.7525
Sihlfeld,2045,female,Swiss,28.0402
Sihlfeld,2045,female,foreign,20.0276
Sihlfeld,2046,male,Swiss,26.1986
Sihlfeld,2046,male,foreign,25.7247
Sihlfeld,2046,female,Swiss,28.0645
Sihlfeld,2046,female,foreign,20.0122
Sihlfeld,2047,male,Swiss,26.2174
Sihlfeld,2047,male,foreign,25.697
Sihlfeld,2047,female,Swiss,28.0888
Sihlfeld,2047,female,foreign,19.9968
Sihlfeld,2048,male,Swiss,26.2363
Sihlfeld,2048,male,foreign,25.6692
Sihlfeld,2048,female,Swiss,28.1131
Sihlfeld,2048,female,foreign,19.9814
Sihlfeld,2049,male,Swiss,26.2551
Sihlfeld,2049,male,foreign,25.6415
Sihlfeld,2049,female,Swiss,28.1373
Sihlfeld,2049,female,foreign,19.966
Sihlfeld,2050,male,Swiss,26.274
Sihlfeld,2050,male,foreign,25.6138
Sihlfeld,2050,female,Swiss,28.1616
Sihlfeld,2050,female,foreign,19.9507
Werd,2021,male,Swiss,22.4293
Werd,2021,male,foreign,32.9135
Werd,2021,female,Swiss,21.9756
Werd,2021,female,foreign,22.6816
Werd,2022,male,Swiss,22.392
Werd,2022,male,foreign,32.8845
Werd,2022,female,Swiss,22.0787
Werd,2022,female,foreign,22.6448
Werd,2023,male,Swiss,22.3548
Werd,2023,male,foreign,32.8556
Werd,2023,female,Swiss,22.1817
Werd,2023,female,foreign,22.6079
Werd,2024,male,Swiss,22.3175
Werd,2024,male,foreign,32.8266
Werd,2024,female,Swiss,22.2847
Werd,2024,female,foreign,22.5711
Werd,2025,male,Swiss,22.2802
Werd,2025,male,foreign,32.7977
Werd,2025,female,Swiss,22.3878
Werd,2025,female,foreign,22.534300000000002
Werd,2026,male,Swiss,22.243
Werd,2026,male,foreign,32.7687
Werd,2026,female,Swiss,22.4908
Werd,2026,female,foreign,22.4975
Werd,2027,male,Swiss,22.2057
Werd,2027,male,foreign,32.7398
Werd,2027,female,Swiss,22.5939
Werd,2027,female,foreign,22.4607
Werd,2028,male,Swiss,22.1684
Werd,2028,male,foreign,32.7108
Werd,2028,female,Swiss,22.6969
Werd,2028,female,foreign,22.4239
Werd,2029,male,Swiss,22.1312
Werd,2029,male,foreign,32.6819
Werd,2029,female,Swiss,22.7999
Werd,2029,female,foreign,22.387
Werd,2030,male,Swiss,22.0939
Werd,2030,male,foreign,32.6529
Werd,2030,female,Swiss,22.903
Werd,2030,female,foreign,22.3502
Werd,2031,male,Swiss,22.0566
Werd,2031,male,foreign,32.624
Werd,2031,female,Swiss,23.006
Werd,2031,female,foreign,22.3134
Werd,2032,male,Swiss,22.0194
Werd,2032,male,foreign,32.595
Werd,2032,female,Swiss,23.109
Werd,2032,female,foreign,22.2766
Werd,2033,male,Swiss,21.9821
Werd,2033,male,foreign,32.5661
Werd,2033,female,Swiss,23.2121
Werd,2033,female,foreign,22.2398
Werd,2034,male,Swiss,21.9448
Werd,2034,male,foreign,32.5371
Werd,2034,female,Swiss,23.3151
Werd,2034,female,foreign,22.2029
Werd,2035,male,Swiss,21.9076
Werd,2035,male,foreign,32.5082
Werd,2035,female,Swiss,23.4182
Werd,2035,female,foreign,22.1661
Werd,2036,male,Swiss,21.8703
Werd,2036,male,foreign,32.4792
Werd,2036,female,Swiss,23.5212
Werd,2036,female,foreign,22.1293
Werd,2037,male,Swiss,21.833
Werd,2037,male,foreign,32.4503
Werd,2037,female,Swiss,23.6242
Werd,2037,female,foreign,22.0925
Werd,2038,male,Swiss,21.7958
Werd,2038,male,foreign,32.4213
Werd,2038,female,Swiss,23.7273
Werd,2038,female,foreign,22.0557
Werd,2039,male,Swiss,21.7585
Werd,2039,male,foreign,32.3924
Werd,2039,female,Swiss,23.8303
Werd,2039,female,foreign,22.0188
Werd,2040,male,Swiss,21.7212
Werd,2040,male,foreign,32.3634
Werd,2040,female,Swiss,23.9333
Werd,2040,female,foreign,21.982
Werd,2041,male,Swiss,21.684
Werd,2041,male,foreign,32.3345
Werd,2041,female,Swiss,24.0364
Werd,2041,female,foreign,21.9452
Werd,2042,male,Swiss,21.6467
Werd,2042,male,foreign,32.3055
Werd,2042,female,Swiss,24.1394
Werd,2042,female,foreign,21.9084
Werd,2043,male,Swiss,21.6094
Werd,2043,male,foreign,32.2766
Werd,2043,female,Swiss,24.2425
Werd,2043,female,foreign,21.8716
Werd,2044,male,Swiss,21.5722
Werd,2044,male,foreign,32.2476
Werd,2044,female,Swiss,24.3455
Werd,2044,female,foreign,21.8347
Werd,2045,male,Swiss,21.5349
Werd,2045,male,foreign,32.2187
Werd,2045,female,Swiss,24.4485
Werd,2045,female,foreign,21.7979
Werd,2046,male,Swiss,21.4976
Werd,2046,male,foreign,32.1897
Werd,2046,female,Swiss,24.5516
Werd,2046,female,foreign,21.7611
Werd,2047,male,Swiss,21.4604
Werd,2047,male,foreign,32.1608
Werd,2047,female,Swiss,24.6546
Werd,2047,female,foreign,21.7243
Werd,2048,male,Swiss,21.4231
Werd,2048,male,foreign,32.1318
Werd,2048,female,Swiss,24.7576
Werd,2048,female,foreign,21.6875
Werd,2049,male,Swiss,21.3858
Werd,2049,male,foreign,32.1029
Werd,2049,female,Swiss,24.8607
Werd,2049,female,foreign,21.6506
Werd,2050,male,Swiss,21.3486
Werd,2050,male,foreign,32.0739
Werd,2050,female,Swiss,24.9637
Werd,2050,female,foreign,21.6138
Langstrasse,2021,male,Swiss,23.2849
Langstrasse,2021,male,foreign,29.7331
Langstrasse,2021,female,Swiss,19.7033
Langstrasse,2021,female,foreign,27.2787
Langstrasse,2022,male,Swiss,23.4609
Langstrasse,2022,male,foreign,29.8486
Langstrasse,2022,female,Swiss,19.8755
Langstrasse,2022,female,foreign,26.815
Langstrasse,2023,male,Swiss,23.6285
Langstrasse,2023,male,foreign,29.9533
Langstrasse,2023,female,Swiss,20.0406
Langstrasse,2023,female,foreign,26.3776
Langstrasse,2024,male,Swiss,23.7874
Langstrasse,2024,male,foreign,30.0472
Langstrasse,2024,female,Swiss,20.1982
Langstrasse,2024,female,foreign,25.9672
Langstrasse,2025,male,Swiss,23.9374
Langstrasse,2025,male,foreign,30.1301
Langstrasse,2025,female,Swiss,20.3484
Langstrasse,2025,female,foreign,25.5841
Langstrasse,2026,male,Swiss,24.0786
Langstrasse,2026,male,foreign,30.202
Langstrasse,2026,female,Swiss,20.4908
Langstrasse,2026,female,foreign,25.2285
Langstrasse,2027,male,Swiss,24.2107
Langstrasse,2027,male,foreign,30.263
Langstrasse,2027,female,Swiss,20.6255
Langstrasse,2027,female,foreign,24.9008
Langstrasse,2028,male,Swiss,24.3336
Langstrasse,2028,male,foreign,30.3129
Langstrasse,2028,female,Swiss,20.7523
Langstrasse,2028,female,foreign,24.6012
Langstrasse,2029,male,Swiss,24.4473
Langstrasse,2029,male,foreign,30.3518
Langstrasse,2029,female,Swiss,20.8712
Langstrasse,2029,female,foreign,24.3298
Langstrasse,2030,male,Swiss,24.5517
Langstrasse,2030,male,foreign,30.3797
Langstrasse,2030,female,Swiss,20.982
Langstrasse,2030,female,foreign,24.0866
Langstrasse,2031,male,Swiss,24.6482
Langstrasse,2031,male,foreign,30.3984
Langstrasse,2031,female,Swiss,21.0804
Langstrasse,2031,female,foreign,23.873
Langstrasse,2032,male,Swiss,24.7386
Langstrasse,2032,male,foreign,30.4103
Langstrasse,2032,female,Swiss,21.1604
Langstrasse,2032,female,foreign,23.6907
Langstrasse,2033,male,Swiss,24.8229
Langstrasse,2033,male,foreign,30.4154
Langstrasse,2033,female,Swiss,21.2221
Langstrasse,2033,female,foreign,23.5396
Langstrasse,2034,male,Swiss,24.9012
Langstrasse,2034,male,foreign,30.4137
Langstrasse,2034,female,Swiss,21.2658
Langstrasse,2034,female,foreign,23.4192
Langstrasse,2035,male,Swiss,24.9656
Langstrasse,2035,male,foreign,30.4101
Langstrasse,2035,female,Swiss,21.2949
Langstrasse,2035,female,foreign,23.3294
Langstrasse,2036,male,Swiss,25.0228
Langstrasse,2036,male,foreign,30.4144
Langstrasse,2036,female,Swiss,21.3165
Langstrasse,2036,female,foreign,23.2463
Langstrasse,2037,male,Swiss,25.073
Langstrasse,2037,male,foreign,30.4266
Langstrasse,2037,female,Swiss,21.3306
Langstrasse,2037,female,foreign,23.1698
Langstrasse,2038,male,Swiss,25.1164
Langstrasse,2038,male,foreign,30.4466
Langstrasse,2038,female,Swiss,21.3373
Langstrasse,2038,female,foreign,23.0997
Langstrasse,2039,male,Swiss,25.1529
Langstrasse,2039,male,foreign,30.4743
Langstrasse,2039,female,Swiss,21.3368
Langstrasse,2039,female,foreign,23.036
Langstrasse,2040,male,Swiss,25.1827
Langstrasse,2040,male,foreign,30.5097
Langstrasse,2040,female,Swiss,21.3291
Langstrasse,2040,female,foreign,22.9786
Langstrasse,2041,male,Swiss,25.2059
Langstrasse,2041,male,foreign,30.5527
Langstrasse,2041,female,Swiss,21.3142
Langstrasse,2041,female,foreign,22.9273
Langstrasse,2042,male,Swiss,25.2224
Langstrasse,2042,male,foreign,30.6034
Langstrasse,2042,female,Swiss,21.2921
Langstrasse,2042,female,foreign,22.8821
Langstrasse,2043,male,Swiss,25.2324
Langstrasse,2043,male,foreign,30.6617
Langstrasse,2043,female,Swiss,21.2629
Langstrasse,2043,female,foreign,22.8429
Langstrasse,2044,male,Swiss,25.2346
Langstrasse,2044,male,foreign,30.726
Langstrasse,2044,female,Swiss,21.2309
Langstrasse,2044,female,foreign,22.8085
Langstrasse,2045,male,Swiss,25.2272
Langstrasse,2045,male,foreign,30.7941
Langstrasse,2045,female,Swiss,21.2016
Langstrasse,2045,female,foreign,22.7771
Langstrasse,2046,male,Swiss,25.2101
Langstrasse,2046,male,foreign,30.866
Langstrasse,2046,female,Swiss,21.1752
Langstrasse,2046,female,foreign,22.7487
Langstrasse,2047,male,Swiss,25.1835
Langstrasse,2047,male,foreign,30.9417
Langstrasse,2047,female,Swiss,21.1516
Langstrasse,2047,female,foreign,22.7233
Langstrasse,2048,male,Swiss,25.1558
Langstrasse,2048,male,foreign,31.0176
Langstrasse,2048,female,Swiss,21.1283
Langstrasse,2048,female,foreign,22.6983
Langstrasse,2049,male,Swiss,25.1281
Langstrasse,2049,male,foreign,31.0934
Langstrasse,2049,female,Swiss,21.1051
Langstrasse,2049,female,foreign,22.6734
Langstrasse,2050,male,Swiss,25.1005
Langstrasse,2050,male,foreign,31.1691
Langstrasse,2050,female,Swiss,21.0819
Langstrasse,2050,female,foreign,22.6485
Hard,2021,male,Swiss,23.7313
Hard,2021,male,foreign,30.3772
Hard,2021,female,Swiss,24.4518
Hard,2021,female,foreign,21.4397
Hard,2022,male,Swiss,23.7338
Hard,2022,male,foreign,30.3304
Hard,2022,female,Swiss,24.531
Hard,2022,female,foreign,21.4048
Hard,2023,male,Swiss,23.7362
Hard,2023,male,foreign,30.2836
Hard,2023,female,Swiss,24.6102
Hard,2023,female,foreign,21.37
Hard,2024,male,Swiss,23.7386
Hard,2024,male,foreign,30.2369
Hard,2024,female,Swiss,24.6894
Hard,2024,female,foreign,21.3351
Hard,2025,male,Swiss,23.741
Hard,2025,male,foreign,30.1901
Hard,2025,female,Swiss,24.7687
Hard,2025,female,foreign,21.3002
Hard,2026,male,Swiss,23.7435
Hard,2026,male,foreign,30.1433
Hard,2026,female,Swiss,24.8479
Hard,2026,female,foreign,21.2653
Hard,2027,male,Swiss,23.7459
Hard,2027,male,foreign,30.0966
Hard,2027,female,Swiss,24.9271
Hard,2027,female,foreign,21.2305
Hard,2028,male,Swiss,23.7483
Hard,2028,male,foreign,30.0498
Hard,2028,female,Swiss,25.0063
Hard,2028,female,foreign,21.1956
Hard,2029,male,Swiss,23.7507
Hard,2029,male,foreign,30.003
Hard,2029,female,Swiss,25.0855
Hard,2029,female,foreign,21.1607
Hard,2030,male,Swiss,23.7531
Hard,2030,male,foreign,29.9563
Hard,2030,female,Swiss,25.1647
Hard,2030,female,foreign,21.1258
Hard,2031,male,Swiss,23.7556
Hard,2031,male,foreign,29.9095
Hard,2031,female,Swiss,25.244
Hard,2031,female,foreign,21.091
Hard,2032,male,Swiss,23.758
Hard,2032,male,foreign,29.8627
Hard,2032,female,Swiss,25.3232
Hard,2032,female,foreign,21.0561
Hard,2033,male,Swiss,23.7604
Hard,2033,male,foreign,29.816
Hard,2033,female,Swiss,25.4024
Hard,2033,female,foreign,21.0212
Hard,2034,male,Swiss,23.7628
Hard,2034,male,foreign,29.7692
Hard,2034,female,Swiss,25.4816
Hard,2034,female,foreign,20.9863
Hard,2035,male,Swiss,23.7652
Hard,2035,male,foreign,29.7225
Hard,2035,female,Swiss,25.5608
Hard,2035,female,foreign,20.9515
Hard,2036,male,Swiss,23.7677
Hard,2036,male,foreign,29.6757
Hard,2036,female,Swiss,25.6401
Hard,2036,female,foreign,20.9166
Hard,2037,male,Swiss,23.7701
Hard,2037,male,foreign,29.6289
Hard,2037,female,Swiss,25.7193
Hard,2037,female,foreign,20.8817
Hard,2038,male,Swiss,23.7725
Hard,2038,male,foreign,29.5822
Hard,2038,female,Swiss,25.7985
Hard,2038,female,foreign,20.8469
Hard,2039,male,Swiss,23.7749
Hard,2039,male,foreign,29.5354
Hard,2039,female,Swiss,25.8777
Hard,2039,female,foreign,20.812
Hard,2040,male,Swiss,23.7773
Hard,2040,male,foreign,29.4886
Hard,2040,female,Swiss,25.9569
Hard,2040,female,foreign,20.7771
Hard,2041,male,Swiss,23.7798
Hard,2041,male,foreign,29.4419
Hard,2041,female,Swiss,26.0361
Hard,2041,female,foreign,20.7422
Hard,2042,male,Swiss,23.7822
Hard,2042,male,foreign,29.3951
Hard,2042,female,Swiss,26.1154
Hard,2042,female,foreign,20.7074
Hard,2043,male,Swiss,23.7846
Hard,2043,male,foreign,29.3483
Hard,2043,female,Swiss,26.1946
Hard,2043,female,foreign,20.6725
Hard,2044,male,Swiss,23.787
Hard,2044,male,foreign,29.3016
Hard,2044,female,Swiss,26.2738
Hard,2044,female,foreign,20.6376
Hard,2045,male,Swiss,23.7894
Hard,2045,male,foreign,29.2548
Hard,2045,female,Swiss,26.353
Hard,2045,female,foreign,20.6027
Hard,2046,male,Swiss,23.7919
Hard,2046,male,foreign,29.2081
Hard,2046,female,Swiss,26.4322
Hard,2046,female,foreign,20.5679
Hard,2047,male,Swiss,23.7943
Hard,2047,male,foreign,29.1613
Hard,2047,female,Swiss,26.5114
Hard,2047,female,foreign,20.533
Hard,2048,male,Swiss,23.7967
Hard,2048,male,foreign,29.1145
Hard,2048,female,Swiss,26.5907
Hard,2048,female,foreign,20.4981
Hard,2049,male,Swiss,23.7991
Hard,2049,male,foreign,29.0678
Hard,2049,female,Swiss,26.6699
Hard,2049,female,foreign,20.4632
Hard,2050,male,Swiss,23.8015
Hard,2050,male,foreign,29.021
Hard,2050,female,Swiss,26.7491
Hard,2050,female,foreign,20.4284
Gewerbeschule,2021,male,Swiss,27.5821
Gewerbeschule,2021,male,foreign,28.9553
Gewerbeschule,2021,female,Swiss,23.411
Gewerbeschule,2021,female,foreign,20.0516
Gewerbeschule,2022,male,Swiss,27.6285
Gewerbeschule,2022,male,foreign,28.9061
Gewerbeschule,2022,female,Swiss,23.439
Gewerbeschule,2022,female,foreign,20.0264
Gewerbeschule,2023,male,Swiss,27.675
Gewerbeschule,2023,male,foreign,28.8569
Gewerbeschule,2023,female,Swiss,23.467
Gewerbeschule,2023,female,foreign,20.0012
Gewerbeschule,2024,male,Swiss,27.7214
Gewerbeschule,2024,male,foreign,28.8077
Gewerbeschule,2024,female,Swiss,23.495
Gewerbeschule,2024,female,foreign,19.976
Gewerbeschule,2025,male,Swiss,27.7678
Gewerbeschule,2025,male,foreign,28.7585
Gewerbeschule,2025,female,Swiss,23.523
Gewerbeschule,2025,female,foreign,19.9507
Gewerbeschule,2026,male,Swiss,27.8143
Gewerbeschule,2026,male,foreign,28.7093
Gewerbeschule,2026,female,Swiss,23.551
Gewerbeschule,2026,female,foreign,19.9255
Gewerbeschule,2027,male,Swiss,27.8607
Gewerbeschule,2027,male,foreign,28.66
Gewerbeschule,2027,female,Swiss,23.579
Gewerbeschule,2027,female,foreign,19.9003
Gewerbeschule,2028,male,Swiss,27.9071
Gewerbeschule,2028,male,foreign,28.6108
Gewerbeschule,2028,female,Swiss,23.607
Gewerbeschule,2028,female,foreign,19.8751
Gewerbeschule,2029,male,Swiss,27.9536
Gewerbeschule,2029,male,foreign,28.5616
Gewerbeschule,2029,female,Swiss,23.635
Gewerbeschule,2029,female,foreign,19.8498
Gewerbeschule,2030,male,Swiss,28
Gewerbeschule,2030,male,foreign,28.5124
Gewerbeschule,2030,female,Swiss,23.663
Gewerbeschule,2030,female,foreign,19.8246
Gewerbeschule,2031,male,Swiss,28.0464
Gewerbeschule,2031,male,foreign,28.4632
Gewerbeschule,2031,female,Swiss,23.691
Gewerbeschule,2031,female,foreign,19.7994
Gewerbeschule,2032,male,Swiss,28.0929
Gewerbeschule,2032,male,foreign,28.414
Gewerbeschule,2032,female,Swiss,23.719
Gewerbeschule,2032,female,foreign,19.7742
Gewerbeschule,2033,male,Swiss,28.1393
Gewerbeschule,2033,male,foreign,28.3648
Gewerbeschule,2033,female,Swiss,23.747
Gewerbeschule,2033,female,foreign,19.749
Gewerbeschule,2034,male,Swiss,28.1857
Gewerbeschule,2034,male,foreign,28.3156
Gewerbeschule,2034,female,Swiss,23.775
Gewerbeschule,2034,female,foreign,19.7237
Gewerbeschule,2035,male,Swiss,28.2322
Gewerbeschule,2035,male,foreign,28.2664
Gewerbeschule,2035,female,Swiss,23.803
Gewerbeschule,2035,female,foreign,19.6985
Gewerbeschule,2036,male,Swiss,28.2786
Gewerbeschule,2036,male,foreign,28.2171
Gewerbeschule,2036,female,Swiss,23.831
Gewerbeschule,2036,female,foreign,19.6733
Gewerbeschule,2037,male,Swiss,28.325
Gewerbeschule,2037,male,foreign,28.1679
Gewerbeschule,2037,female,Swiss,23.859
Gewerbeschule,2037,female,foreign,19.6481
Gewerbeschule,2038,male,Swiss,28.3715
Gewerbeschule,2038,male,foreign,28.1187
Gewerbeschule,2038,female,Swiss,23.887
Gewerbeschule,2038,female,foreign,19.6228
Gewerbeschule,2039,male,Swiss,28.4179
Gewerbeschule,2039,male,foreign,28.0695
Gewerbeschule,2039,female,Swiss,23.915
Gewerbeschule,2039,female,foreign,19.5976
Gewerbeschule,2040,male,Swiss,28.4643
Gewerbeschule,2040,male,foreign,28.0203
Gewerbeschule,2040,female,Swiss,23.943
Gewerbeschule,2040,female,foreign,19.5724
Gewerbeschule,2041,male,Swiss,28.5108
Gewerbeschule,2041,male,foreign,27.9711
Gewerbeschule,2041,female,Swiss,23.971
Gewerbeschule,2041,female,foreign,19.5472
Gewerbeschule,2042,male,Swiss,28.5572
Gewerbeschule,2042,male,foreign,27.9219
Gewerbeschule,2042,female,Swiss,23.999
Gewerbeschule,2042,female,foreign,19.522
Gewerbeschule,2043,male,Swiss,28.6036
Gewerbeschule,2043,male,foreign,27.8727
Gewerbeschule,2043,female,Swiss,24.027
Gewerbeschule,2043,female,foreign,19.4967
Gewerbeschule,2044,male,Swiss,28.65
Gewerbeschule,2044,male,foreign,27.8234
Gewerbeschule,2044,female,Swiss,24.055
Gewerbeschule,2044,female,foreign,19.4715
Gewerbeschule,2045,male,Swiss,28.6965
Gewerbeschule,2045,male,foreign,27.7742
Gewerbeschule,2045,female,Swiss,24.083
Gewerbeschule,2045,female,foreign,19.4463
Gewerbeschule,2046,male,Swiss,28.7429
Gewerbeschule,2046,male,foreign,27.725
Gewerbeschule,2046,female,Swiss,24.111
Gewerbeschule,2046,female,foreign,19.4211
Gewerbeschule,2047,male,Swiss,28.7893
Gewerbeschule,2047,male,foreign,27.6758
Gewerbeschule,2047,female,Swiss,24.139
Gewerbeschule,2047,female,foreign,19.3959
Gewerbeschule,2048,male,Swiss,28.8358
Gewerbeschule,2048,male,foreign,27.6266
Gewerbeschule,2048,female,Swiss,24.167
Gewerbeschule,2048,female,foreign,19.3706
Gewerbeschule,2049,male,Swiss,28.8822
Gewerbeschule,2049,male,foreign,27.5774
Gewerbeschule,2049,female,Swiss,24.195
Gewerbeschule,2049,female,foreign,19.3454
Gewerbeschule,2050,male,Swiss,28.9286
Gewerbeschule,2050,male,foreign,27.5282
Gewerbeschule,2050,female,Swiss,24.223
Gewerbeschule,2050,female,foreign,19.3202
Escher Wyss,2021,male,Swiss,28.6219
