district,year,sex,origin,prop
Escher Wyss,2021,male,foreign,27.7051
Escher Wyss,2021,female,Swiss,23.3132
Escher Wyss,2021,female,foreign,20.3598
Escher Wyss,2022,male,Swiss,28.6327
Escher Wyss,2022,male,foreign,27.6949
Escher Wyss,2022,female,Swiss,23.304
Escher Wyss,2022,female,foreign,20.3684
Escher Wyss,2023,male,Swiss,28.6434
Escher Wyss,2023,male,foreign,27.6848
Escher Wyss,2023,female,Swiss,23.2947
Escher Wyss,2023,female,foreign,20.3771
Escher Wyss,2024,male,Swiss,28.6542
Escher Wyss,2024,male,foreign,27.6746
Escher Wyss,2024,female,Swiss,23.2854
Escher Wyss,2024,female,foreign,20.3858
Escher Wyss,2025,male,Swiss,28.6649
Escher Wyss,2025,male,foreign,27.6645
Escher Wyss,2025,female,Swiss,23.2761
Escher Wyss,2025,female,foreign,20.3944
Escher Wyss,2026,male,Swiss,28.6757
Escher Wyss,2026,male,foreign,27.6544
Escher Wyss,2026,female,Swiss,23.2669
Escher Wyss,2026,female,foreign,20.4031
Escher Wyss,2027,male,Swiss,28.6864
Escher Wyss,2027,male,foreign,27.6442
Escher Wyss,2027,female,Swiss,23.2576
Escher Wyss,2027,female,foreign,20.4117
Escher Wyss,2028,male,Swiss,28.6972
Escher Wyss,2028,male,foreign,27.6341
Escher Wyss,2028,female,Swiss,23.2483
Escher Wyss,2028,female,foreign,20.4204
Escher Wyss,2029,male,Swiss,28.7079
Escher Wyss,2029,male,foreign,27.624
Escher Wyss,2029,female,Swiss,23.239
Escher Wyss,2029,female,foreign,20.4291
Escher Wyss,2030,male,Swiss,28.7187
Escher Wyss,2030,male,foreign,27.6138
Escher Wyss,2030,female,Swiss,23.2298
Escher Wyss,2030,female,foreign,20.4377
Escher Wyss,2031,male,Swiss,28.7294
Escher Wyss,2031,male,foreign,27.6037
Escher Wyss,2031,female,Swiss,23.2205
Escher Wyss,2031,female,foreign,20.4464
Escher Wyss,2032,male,Swiss,28.7402
Escher Wyss,2032,male,foreign,27.5935
Escher Wyss,2032,female,Swiss,23.2112
Escher Wyss,2032,female,foreign,20.455
Escher Wyss,2033,male,Swiss,28.7509
Escher Wyss,2033,male,foreign,27.5834
Escher Wyss,2033,female,Swiss,23.2019
Escher Wyss,2033,female,foreign,20.4637
Escher Wyss,2034,male,Swiss,28.7617
Escher Wyss,2034,male,foreign,27.5733
Escher Wyss,2034,female,Swiss,23.1927
Escher Wyss,2034,female,foreign,20.4724
Escher Wyss,2035,male,Swiss,28.7724
Escher Wyss,2035,male,foreign,27.5631
Escher Wyss,2035,female,Swiss,23.1834
Escher Wyss,2035,female,foreign,20.481
Escher Wyss,2036,male,Swiss,28.7832
Escher Wyss,2036,male,foreign,27.553
Escher Wyss,2036,female,Swiss,23.1741
Escher Wyss,2036,female,foreign,20.4897
Escher Wyss,2037,male,Swiss,28.7939
Escher Wyss,2037,male,foreign,27.5429
Escher Wyss,2037,female,Swiss,23.1648
Escher Wyss,2037,female,foreign,20.4984
Escher Wyss,2038,male,Swiss,28.8047
Escher Wyss,2038,male,foreign,27.5327
Escher Wyss,2038,female,Swiss,23.1556
Escher Wyss,2038,female,foreign,20.507
Escher Wyss,2039,male,Swiss,28.8154
Escher Wyss,2039,male,foreign,27.5226
Escher Wyss,2039,female,Swiss,23.1463
Escher Wyss,2039,female,foreign,20.5157
Escher Wyss,2040,male,Swiss,28.8262
Escher Wyss,2040,male,foreign,27.5124
Escher Wyss,2040,female,Swiss,23.137
Escher Wyss,2040,female,foreign,20.5243
Escher Wyss,2041,male,Swiss,28.8369
Escher Wyss,2041,male,foreign,27.5023
Escher Wyss,2041,female,Swiss,23.1277
Escher Wyss,2041,female,foreign,20.533
Escher Wyss,2042,male,Swiss,28.8477
Escher Wyss,2042,male,foreign,27.4922
Escher Wyss,2042,female,Swiss,23.1185
Escher Wyss,2042,female,foreign,20.5417
Escher Wyss,2043,male,Swiss,28.8584
Escher Wyss,2043,male,foreign,27.482
Escher Wyss,2043,female,Swiss,23.1092
Escher Wyss,2043,female,foreign,20.5503
Escher Wyss,2044,male,Swiss,28.8692
Escher Wyss,2044,male,foreign,27.4719
Escher Wyss,2044,female,Swiss,23.0999
Escher Wyss,2044,female,foreign,20.559
Escher Wyss,2045,male,Swiss,28.8799
Escher Wyss,2045,male,foreign,27.4618
Escher Wyss,2045,female,Swiss,23.0907
Escher Wyss,2045,female,foreign,20.5677
Escher Wyss,2046,male,Swiss,28.8907
Escher Wyss,2046,male,foreign,27.4516
Escher Wyss,2046,female,Swiss,23.0814
Escher Wyss,2046,female,foreign,20.5763
Escher Wyss,2047,male,Swiss,28.9014
Escher Wyss,2047,male,foreign,27.4415
Escher Wyss,2047,female,Swiss,23.0721
Escher Wyss,2047,female,foreign,20.585
Escher Wyss,2048,male,Swiss,28.9122
Escher Wyss,2048,male,foreign,27.4313
Escher Wyss,2048,female,Swiss,23.0628
Escher Wyss,2048,female,foreign,20.5936
Escher Wyss,2049,male,Swiss,28.9229
Escher Wyss,2049,male,foreign,27.4212
Escher Wyss,2049,female,Swiss,23.0536
Escher Wyss,2049,female,foreign,20.6023
Escher Wyss,2050,male,Swiss,28.9337
Escher Wyss,2050,male,foreign,27.4111
Escher Wyss,2050,female,Swiss,23.0443
Escher Wyss,2050,female,foreign,20.611
Unterstrass,2021,male,Swiss,24.1097
Unterstrass,2021,male,foreign,28.742
Unterstrass,2021,female,Swiss,25.247
Unterstrass,2021,female,foreign,21.9014
Unterstrass,2022,male,Swiss,24.0902
Unterstrass,2022,male,foreign,28.7588
Unterstrass,2022,female,Swiss,25.2223
Unterstrass,2022,female,foreign,21.9288
Unterstrass,2023,male,Swiss,24.0707
Unterstrass,2023,male,foreign,28.7756
Unterstrass,2023,female,Swiss,25.1976
Unterstrass,2023,female,foreign,21.9561
Unterstrass,2024,male,Swiss,24.0512
Unterstrass,2024,male,foreign,28.7924
Unterstrass,2024,female,Swiss,25.1729
Unterstrass,2024,female,foreign,21.9835
Unterstrass,2025,male,Swiss,24.0317
Unterstrass,2025,male,foreign,28.8093
Unterstrass,2025,female,Swiss,25.1482
Unterstrass,2025,female,foreign,22.0108
Unterstrass,2026,male,Swiss,24.0122
Unterstrass,2026,male,foreign,28.8261
Unterstrass,2026,female,Swiss,25.1235
Unterstrass,2026,female,foreign,22.0382
Unterstrass,2027,male,Swiss,23.9927
Unterstrass,2027,male,foreign,28.8429
Unterstrass,2027,female,Swiss,25.0989
Unterstrass,2027,female,foreign,22.0655
Unterstrass,2028,male,Swiss,23.9732
Unterstrass,2028,male,foreign,28.8598
Unterstrass,2028,female,Swiss,25.0742
Unterstrass,2028,female,foreign,22.0929
Unterstrass,2029,male,Swiss,23.9537
Unterstrass,2029,male,foreign,28.8766
Unterstrass,2029,female,Swiss,25.0495
Unterstrass,2029,female,foreign,22.1202
Unterstrass,2030,male,Swiss,23.9342
Unterstrass,2030,male,foreign,28.8934
Unterstrass,2030,female,Swiss,25.0248
Unterstrass,2030,female,foreign,22.1476
Unterstrass,2031,male,Swiss,23.9147
Unterstrass,2031,male,foreign,28.9103
Unterstrass,2031,female,Swiss,25.0001
Unterstrass,2031,female,foreign,22.1749
Unterstrass,2032,male,Swiss,23.8952
Unterstrass,2032,male,foreign,28.9271
Unterstrass,2032,female,Swiss,24.9755
Unterstrass,2032,female,foreign,22.2023
Unterstrass,2033,male,Swiss,23.8757
Unterstrass,2033,male,foreign,28.9439
Unterstrass,2033,female,Swiss,24.9508
Unterstrass,2033,female,foreign,22.2296
Unterstrass,2034,male,Swiss,23.8562
Unterstrass,2034,male,foreign,28.9607
Unterstrass,2034,female,Swiss,24.9261
Unterstrass,2034,female,foreign,22.257
Unterstrass,2035,male,Swiss,23.8367
Unterstrass,2035,male,foreign,28.9776
Unterstrass,2035,female,Swiss,24.9014
Unterstrass,2035,female,foreign,22.284300000000002
Unterstrass,2036,male,Swiss,23.8172
Unterstrass,2036,male,foreign,28.9944
Unterstrass,2036,female,Swiss,24.8767
Unterstrass,2036,female,foreign,22.3117
Unterstrass,2037,male,Swiss,23.7977
Unterstrass,2037,male,foreign,29.0112
Unterstrass,2037,female,Swiss,24.8521
Unterstrass,2037,female,foreign,22.339
Unterstrass,2038,male,Swiss,23.7782
Unterstrass,2038,male,foreign,29.0281
Unterstrass,2038,female,Swiss,24.8274
Unterstrass,2038,female,foreign,22.3664
Unterstrass,2039,male,Swiss,23.7587
Unterstrass,2039,male,foreign,29.0449
Unterstrass,2039,female,Swiss,24.8027
Unterstrass,2039,female,foreign,22.3937
Unterstrass,2040,male,Swiss,23.7392
Unterstrass,2040,male,foreign,29.0617
Unterstrass,2040,female,Swiss,24.778
Unterstrass,2040,female,foreign,22.4211
Unterstrass,2041,male,Swiss,23.7197
Unterstrass,2041,male,foreign,29.0785
Unterstrass,2041,female,Swiss,24.7533
Unterstrass,2041,female,foreign,22.4484
Unterstrass,2042,male,Swiss,23.7002
Unterstrass,2042,male,foreign,29.0954
Unterstrass,2042,female,Swiss,24.7286
Unterstrass,2042,female,foreign,22.4758
Unterstrass,2043,male,Swiss,23.6807
Unterstrass,2043,male,foreign,29.1122
Unterstrass,2043,female,Swiss,24.704
Unterstrass,2043,female,foreign,22.5031
Unterstrass,2044,male,Swiss,23.6612
Unterstrass,2044,male,foreign,29.129
Unterstrass,2044,female,Swiss,24.6793
Unterstrass,2044,female,foreign,22.5305
Unterstrass,2045,male,Swiss,23.6417
Unterstrass,2045,male,foreign,29.1459
Unterstrass,2045,female,Swiss,24.6546
Unterstrass,2045,female,foreign,22.5578
Unterstrass,2046,male,Swiss,23.6222
Unterstrass,2046,male,foreign,29.1627
Unterstrass,2046,female,Swiss,24.6299
Unterstrass,2046,female,foreign,22.5852
Unterstrass,2047,male,Swiss,23.6027
Unterstrass,2047,male,foreign,29.1795
Unterstrass,2047,female,Swiss,24.6052
Unterstrass,2047,female,foreign,22.6125
Unterstrass,2048,male,Swiss,23.5832
Unterstrass,2048,male,foreign,29.1964
Unterstrass,2048,female,Swiss,24.5806
Unterstrass,2048,female,foreign,22.6399
Unterstrass,2049,male,Swiss,23.5637
Unterstrass,2049,male,foreign,29.2132
Unterstrass,2049,female,Swiss,24.5559
Unterstrass,2049,female,foreign,22.6672
Unterstrass,2050,male,Swiss,23.5442
Unterstrass,2050,male,foreign,29.23
Unterstrass,2050,female,Swiss,24.5312
Unterstrass,2050,female,foreign,22.6946
Oberstrass,2021,male,Swiss,21.4667
Oberstrass,2021,male,foreign,28.9198
Oberstrass,2021,female,Swiss,23.1843
Oberstrass,2021,female,foreign,26.4292
Oberstrass,2022,male,Swiss,21.4446
Oberstrass,2022,male,foreign,28.9482
Oberstrass,2022,female,Swiss,23.1638
Oberstrass,2022,female,foreign,26.4435
Oberstrass,2023,male,Swiss,21.4224
Oberstrass,2023,male,foreign,28.9766
Oberstrass,2023,female,Swiss,23.1433
Oberstrass,2023,female,foreign,26.4577
Oberstrass,2024,male,Swiss,21.4003
Oberstrass,2024,male,foreign,29.0051
Oberstrass,2024,female,Swiss,23.1227
Oberstrass,2024,female,foreign,26.4719
Oberstrass,2025,male,Swiss,21.3781
Oberstrass,2025,male,foreign,29.0335
Oberstrass,2025,female,Swiss,23.1022
Oberstrass,2025,female,foreign,26.4861
Oberstrass,2026,male,Swiss,21.356
Oberstrass,2026,male,foreign,29.0619
Oberstrass,2026,female,Swiss,23.0817
Oberstrass,2026,female,foreign,26.5004
Oberstrass,2027,male,Swiss,21.3338
Oberstrass,2027,male,foreign,29.0903
Oberstrass,2027,female,Swiss,23.0612
Oberstrass,2027,female,foreign,26.5146
Oberstrass,2028,male,Swiss,21.3117
Oberstrass,2028,male,foreign,29.1188
Oberstrass,2028,female,Swiss,23.0407
Oberstrass,2028,female,foreign,26.5288
Oberstrass,2029,male,Swiss,21.2895
Oberstrass,2029,male,foreign,29.1472
Oberstrass,2029,female,Swiss,23.0202
Oberstrass,2029,female,foreign,26.5431
Oberstrass,2030,male,Swiss,21.2674
Oberstrass,2030,male,foreign,29.1756
Oberstrass,2030,female,Swiss,22.9997
Oberstrass,2030,female,foreign,26.5573
Oberstrass,2031,male,Swiss,21.2453
Oberstrass,2031,male,foreign,29.204
Oberstrass,2031,female,Swiss,22.9792
Oberstrass,2031,female,foreign,26.5715
Oberstrass,2032,male,Swiss,21.2231
Oberstrass,2032,male,foreign,29.2325
Oberstrass,2032,female,Swiss,22.9587
Oberstrass,2032,female,foreign,26.5857
Oberstrass,2033,male,Swiss,21.201
Oberstrass,2033,male,foreign,29.2609
Oberstrass,2033,female,Swiss,22.9382
Oberstrass,2033,female,foreign,26.6
Oberstrass,2034,male,Swiss,21.1788
Oberstrass,2034,male,foreign,29.2893
Oberstrass,2034,female,Swiss,22.9177
Oberstrass,2034,female,foreign,26.6142
Oberstrass,2035,male,Swiss,21.1567
Oberstrass,2035,male,foreign,29.3177
Oberstrass,2035,female,Swiss,22.8972
Oberstrass,2035,female,foreign,26.6284
Oberstrass,2036,male,Swiss,21.1345
Oberstrass,2036,male,foreign,29.3462
Oberstrass,2036,female,Swiss,22.8766
Oberstrass,2036,female,foreign,26.6427
Oberstrass,2037,male,Swiss,21.1124
Oberstrass,2037,male,foreign,29.3746
Oberstrass,2037,female,Swiss,22.8561
Oberstrass,2037,female,foreign,26.6569
Oberstrass,2038,male,Swiss,21.0902
Oberstrass,2038,male,foreign,29.403
Oberstrass,2038,female,Swiss,22.8356
Oberstrass,2038,female,foreign,26.6711
Oberstrass,2039,male,Swiss,21.0681
Oberstrass,2039,male,foreign,29.4315
Oberstrass,2039,female,Swiss,22.8151
Oberstrass,2039,female,foreign,26.6853
Oberstrass,2040,male,Swiss,21.0459
Oberstrass,2040,male,foreign,29.4599
Oberstrass,2040,female,Swiss,22.7946
Oberstrass,2040,female,foreign,26.6996
Oberstrass,2041,male,Swiss,21.0238
Oberstrass,2041,male,foreign,29.4883
Oberstrass,2041,female,Swiss,22.7741
Oberstrass,2041,female,foreign,26.7138
Oberstrass,2042,male,Swiss,21.0016
Oberstrass,2042,male,foreign,29.5167
Oberstrass,2042,female,Swiss,22.7536
Oberstrass,2042,female,foreign,26.728
Oberstrass,2043,male,Swiss,20.9795
Oberstrass,2043,male,foreign,29.5452
Oberstrass,2043,female,Swiss,22.7331
Oberstrass,2043,female,foreign,26.7423
Oberstrass,2044,male,Swiss,20.9574
Oberstrass,2044,male,foreign,29.5736
Oberstrass,2044,female,Swiss,22.7126
Oberstrass,2044,female,foreign,26.7565
Oberstrass,2045,male,Swiss,20.9352
Oberstrass,2045,male,foreign,29.602
Oberstrass,2045,female,Swiss,22.6921
Oberstrass,2045,female,foreign,26.7707
Oberstrass,2046,male,Swiss,20.9131
Oberstrass,2046,male,foreign,29.6304
Oberstrass,2046,female,Swiss,22.6716
Oberstrass,2046,female,foreign,26.7849
Oberstrass,2047,male,Swiss,20.8909
Oberstrass,2047,male,foreign,29.6589
Oberstrass,2047,female,Swiss,22.651
Oberstrass,2047,female,foreign,26.7992
Oberstrass,2048,male,Swiss,20.8688
Oberstrass,2048,male,foreign,29.6873
Oberstrass,2048,female,Swiss,22.6305
Oberstrass,2048,female,foreign,26.8134
Oberstrass,2049,male,Swiss,20.8466
Oberstrass,2049,male,foreign,29.7157
Oberstrass,2049,female,Swiss,22.61
Oberstrass,2049,female,foreign,26.8276
Oberstrass,2050,male,Swiss,20.8245
Oberstrass,2050,male,foreign,29.7441
Oberstrass,2050,female,Swiss,22.5895
Oberstrass,2050,female,foreign,26.8419
Fluntern,2021,male,Swiss,21.6569
Fluntern,2021,male,foreign,28.5823
Fluntern,2021,female,Swiss,22.6173
Fluntern,2021,female,foreign,27.1434
Fluntern,2022,male,Swiss,21.681
Fluntern,2022,male,foreign,28.5802
Fluntern,2022,female,Swiss,22.59
Fluntern,2022,female,foreign,27.1488
Fluntern,2023,male,Swiss,21.7051
Fluntern,2023,male,foreign,28.5781
Fluntern,2023,female,Swiss,22.5626
Fluntern,2023,female,foreign,27.1542
Fluntern,2024,male,Swiss,21.7292
Fluntern,2024,male,foreign,28.576
Fluntern,2024,female,Swiss,22.5352
Fluntern,2024,female,foreign,27.1596
Fluntern,2025,male,Swiss,21.7533
Fluntern,2025,male,foreign,28.5739
Fluntern,2025,female,Swiss,22.5078
Fluntern,2025,female,foreign,27.165
Fluntern,2026,male,Swiss,21.7774
Fluntern,2026,male,foreign,28.5718
Fluntern,2026,female,Swiss,22.4804
Fluntern,2026,female,foreign,27.1704
Fluntern,2027,male,Swiss,21.8015
Fluntern,2027,male,foreign,28.5697
Fluntern,2027,female,Swiss,22.4531
Fluntern,2027,female,foreign,27.1757
Fluntern,2028,male,Swiss,21.8256
Fluntern,2028,male,foreign,28.5676
Fluntern,2028,female,Swiss,22.4257
Fluntern,2028,female,foreign,27.1811
Fluntern,2029,male,Swiss,21.8497
Fluntern,2029,male,foreign,28.5655
Fluntern,2029,female,Swiss,22.3983
Fluntern,2029,female,foreign,27.1865
Fluntern,2030,male,Swiss,21.8738
Fluntern,2030,male,foreign,28.5634
Fluntern,2030,female,Swiss,22.3709
Fluntern,2030,female,foreign,27.1919
Fluntern,2031,male,Swiss,21.8979
Fluntern,2031,male,foreign,28.5613
Fluntern,2031,female,Swiss,22.3436
Fluntern,2031,female,foreign,27.1973
Fluntern,2032,male,Swiss,21.922
Fluntern,2032,male,foreign,28.5592
Fluntern,2032,female,Swiss,22.3162
Fluntern,2032,female,foreign,27.2027
Fluntern,2033,male,Swiss,21.9461
Fluntern,2033,male,foreign,28.5571
Fluntern,2033,female,Swiss,22.2888
Fluntern,2033,female,foreign,27.2081
Fluntern,2034,male,Swiss,21.9702
Fluntern,2034,male,foreign,28.555
Fluntern,2034,female,Swiss,22.2614
Fluntern,2034,female,foreign,27.2134
Fluntern,2035,male,Swiss,21.9943
Fluntern,2035,male,foreign,28.5529
Fluntern,2035,female,Swiss,22.234
Fluntern,2035,female,foreign,27.2188
Fluntern,2036,male,Swiss,22.0184
Fluntern,2036,male,foreign,28.5508
Fluntern,2036,female,Swiss,22.2067
Fluntern,2036,female,foreign,27.2242
Fluntern,2037,male,Swiss,22.0425
Fluntern,2037,male,foreign,28.5487
Fluntern,2037,female,Swiss,22.1793
Fluntern,2037,female,foreign,27.2296
Fluntern,2038,male,Swiss,22.0666
Fluntern,2038,male,foreign,28.5466
Fluntern,2038,female,Swiss,22.1519
Fluntern,2038,female,foreign,27.235
Fluntern,2039,male,Swiss,22.0907
Fluntern,2039,male,foreign,28.5445
Fluntern,2039,female,Swiss,22.1245
Fluntern,2039,female,foreign,27.2404
Fluntern,2040,male,Swiss,22.1148
Fluntern,2040,male,foreign,28.5424
Fluntern,2040,female,Swiss,22.0971
Fluntern,2040,female,foreign,27.2458
Fluntern,2041,male,Swiss,22.1388
Fluntern,2041,male,foreign,28.5402
Fluntern,2041,female,Swiss,22.0698
Fluntern,2041,female,foreign,27.2511
Fluntern,2042,male,Swiss,22.1629
Fluntern,2042,male,foreign,28.5381
Fluntern,2042,female,Swiss,22.0424
Fluntern,2042,female,foreign,27.2565
Fluntern,2043,male,Swiss,22.187
Fluntern,2043,male,foreign,28.536
Fluntern,2043,female,Swiss,22.015
Fluntern,2043,female,foreign,27.2619
Fluntern,2044,male,Swiss,22.2111
Fluntern,2044,male,foreign,28.5339
Fluntern,2044,female,Swiss,21.9876
Fluntern,2044,female,foreign,27.2673
Fluntern,2045,male,Swiss,22.2352
Fluntern,2045,male,foreign,28.5318
Fluntern,2045,female,Swiss,21.9602
Fluntern,2045,female,foreign,27.2727
Fluntern,2046,male,Swiss,22.2593
Fluntern,2046,male,foreign,28.5297
Fluntern,2046,female,Swiss,21.9329
Fluntern,2046,female,foreign,27.2781
Fluntern,2047,male,Swiss,22.2834
Fluntern,2047,male,foreign,28.5276
Fluntern,2047,female,Swiss,21.9055
Fluntern,2047,female,foreign,27.2835
Fluntern,2048,male,Swiss,22.3075
Fluntern,2048,male,foreign,28.5255
Fluntern,2048,female,Swiss,21.8781
Fluntern,2048,female,foreign,27.2888
Fluntern,2049,male,Swiss,22.3316
Fluntern,2049,male,foreign,28.5234
Fluntern,2049,female,Swiss,21.8507
Fluntern,2049,female,foreign,27.2942
Fluntern,2050,male,Swiss,22.3557
Fluntern,2050,male,foreign,28.5213
Fluntern,2050,female,Swiss,21.8234
Fluntern,2050,female,foreign,27.2996
Hottingen,2021,male,Swiss,22.393
Hottingen,2021,male,foreign,28.1023
Hottingen,2021,female,Swiss,24.5565
Hottingen,2021,female,foreign,24.9482
Hottingen,2022,male,Swiss,22.4315
Hottingen,2022,male,foreign,28.0743
Hottingen,2022,female,Swiss,24.5349
Hottingen,2022,female,foreign,24.9593
Hottingen,2023,male,Swiss,22.4699
Hottingen,2023,male,foreign,28.0464
Hottingen,2023,female,Swiss,24.5133
Hottingen,2023,female,foreign,24.9703
Hottingen,2024,male,Swiss,22.5083
Hottingen,2024,male,foreign,28.0185
Hottingen,2024,female,Swiss,24.4918
Hottingen,2024,female,foreign,24.9814
Hottingen,2025,male,Swiss,22.5468
Hottingen,2025,male,foreign,27.9906
Hottingen,2025,female,Swiss,24.4702
Hottingen,2025,female,foreign,24.9925
Hottingen,2026,male,Swiss,22.5852
Hottingen,2026,male,foreign,27.9626
Hottingen,2026,female,Swiss,24.4486
Hottingen,2026,female,foreign,25.0035
Hottingen,2027,male,Swiss,22.6236
Hottingen,2027,male,foreign,27.9347
Hottingen,2027,female,Swiss,24.4271
Hottingen,2027,female,foreign,25.0146
Hottingen,2028,male,Swiss,22.6621
Hottingen,2028,male,foreign,27.9068
Hottingen,2028,female,Swiss,24.4055
Hottingen,2028,female,foreign,25.0256
Hottingen,2029,male,Swiss,22.7005
Hottingen,2029,male,foreign,27.8789
Hottingen,2029,female,Swiss,24.3839
Hottingen,2029,female,foreign,25.0367
Hottingen,2030,male,Swiss,22.7389
Hottingen,2030,male,foreign,27.8509
Hottingen,2030,female,Swiss,24.3624
Hottingen,2030,female,foreign,25.0478
Hottingen,2031,male,Swiss,22.7774
Hottingen,2031,male,foreign,27.823
Hottingen,2031,female,Swiss,24.3408
Hottingen,2031,female,foreign,25.0588
Hottingen,2032,male,Swiss,22.8158
Hottingen,2032,male,foreign,27.7951
Hottingen,2032,female,Swiss,24.3192
Hottingen,2032,female,foreign,25.0699
Hottingen,2033,male,Swiss,22.8542
Hottingen,2033,male,foreign,27.7672
Hottingen,2033,female,Swiss,24.2977
Hottingen,2033,female,foreign,25.0809
Hottingen,2034,male,Swiss,22.8926
Hottingen,2034,male,foreign,27.7392
Hottingen,2034,female,Swiss,24.2761
Hottingen,2034,female,foreign,25.092
Hottingen,2035,male,Swiss,22.9311
Hottingen,2035,male,foreign,27.7113
Hottingen,2035,female,Swiss,24.2545
Hottingen,2035,female,foreign,25.1031
Hottingen,2036,male,Swiss,22.9695
Hottingen,2036,male,foreign,27.6834
Hottingen,2036,female,Swiss,24.233
Hottingen,2036,female,foreign,25.1141
Hottingen,2037,male,Swiss,23.0079
Hottingen,2037,male,foreign,27.6555
Hottingen,2037,female,Swiss,24.2114
Hottingen,2037,female,foreign,25.1252
Hottingen,2038,male,Swiss,23.0464
Hottingen,2038,male,foreign,27.6275
Hottingen,2038,female,Swiss,24.1899
Hottingen,2038,female,foreign,25.1362
Hottingen,2039,male,Swiss,23.0848
Hottingen,2039,male,foreign,27.5996
Hottingen,2039,female,Swiss,24.1683
Hottingen,2039,female,foreign,25.1473
Hottingen,2040,male,Swiss,23.1232
Hottingen,2040,male,foreign,27.5717
Hottingen,2040,female,Swiss,24.1467
Hottingen,2040,female,foreign,25.1584
Hottingen,2041,male,Swiss,23.1617
Hottingen,2041,male,foreign,27.5438
Hottingen,2041,female,Swiss,24.1252
Hottingen,2041,female,foreign,25.1694
Hottingen,2042,male,Swiss,23.2001
Hottingen,2042,male,foreign,27.5158
Hottingen,2042,female,Swiss,24.1036
Hottingen,2042,female,foreign,25.1805
Hottingen,2043,male,Swiss,23.2385
Hottingen,2043,male,foreign,27.4879
Hottingen,2043,female,Swiss,24.082
Hottingen,2043,female,foreign,25.1916
Hottingen,2044,male,Swiss,23.277
Hottingen,2044,male,foreign,27.46
Hottingen,2044,female,Swiss,24.0605
Hottingen,2044,female,foreign,25.2026
Hottingen,2045,male,Swiss,23.3154
Hottingen,2045,male,foreign,27.4321
Hottingen,2045,female,Swiss,24.0389
Hottingen,2045,female,foreign,25.2137
Hottingen,2046,male,Swiss,23.3538
Hottingen,2046,male,foreign,27.4041
Hottingen,2046,female,Swiss,24.0173
Hottingen,2046,female,foreign,25.2247
Hottingen,2047,male,Swiss,23.3922
Hottingen,2047,male,foreign,27.3762
Hottingen,2047,female,Swiss,23.9958
Hottingen,2047,female,foreign,25.2358
Hottingen,2048,male,Swiss,23.4307
Hottingen,2048,male,foreign,27.3483
Hottingen,2048,female,Swiss,23.9742
Hottingen,2048,female,foreign,25.2469
Hottingen,2049,male,Swiss,23.4691
Hottingen,2049,male,foreign,27.3204
Hottingen,2049,female,Swiss,23.9526
Hottingen,2049,female,foreign,25.2579
Hottingen,2050,male,Swiss,23.5075
Hottingen,2050,male,foreign,27.2924
Hottingen,2050,female,Swiss,23.9311
Hottingen,2050,female,foreign,25.269
Hirslanden,2021,male,Swiss,25.1623
Hirslanden,2021,male,foreign,24.8664
Hirslanden,2021,female,Swiss,27.3586
Hirslanden,2021,female,foreign,22.6127
Hirslanden,2022,male,Swiss,25.1552
Hirslanden,2022,male,foreign,24.9507
Hirslanden,2022,female,Swiss,27.2027
Hirslanden,2022,female,foreign,22.6913
Hirslanden,2023,male,Swiss,25.1482
Hirslanden,2023,male,foreign,25.0349
Hirslanden,2023,female,Swiss,27.0469
Hirslanden,2023,female,foreign,22.77
Hirslanden,2024,male,Swiss,25.1412
Hirslanden,2024,male,foreign,25.1191
Hirslanden,2024,female,Swiss,26.891
Hirslanden,2024,female,foreign,22.8487
Hirslanden,2025,male,Swiss,25.1342
Hirslanden,2025,male,foreign,25.2034
Hirslanden,2025,female,Swiss,26.7351
Hirslanden,2025,female,foreign,22.9274
Hirslanden,2026,male,Swiss,25.1271
Hirslanden,2026,male,foreign,25.2876
Hirslanden,2026,female,Swiss,26.5792
Hirslanden,2026,female,foreign,23.006
Hirslanden,2027,male,Swiss,25.1201
Hirslanden,2027,male,foreign,25.3718
Hirslanden,2027,female,Swiss,26.4234
Hirslanden,2027,female,foreign,23.0847
Hirslanden,2028,male,Swiss,25.1131
Hirslanden,2028,male,foreign,25.4561
Hirslanden,2028,female,Swiss,26.2675
Hirslanden,2028,female,foreign,23.1634
Hirslanden,2029,male,Swiss,25.1061
Hirslanden,2029,male,foreign,25.5403
Hirslanden,2029,female,Swiss,26.1116
Hirslanden,2029,female,foreign,23.2421
Hirslanden,2030,male,Swiss,25.099
Hirslanden,2030,male,foreign,25.6245
Hirslanden,2030,female,Swiss,25.9557
Hirslanden,2030,female,foreign,23.3207
Hirslanden,2031,male,Swiss,25.092
Hirslanden,2031,male,foreign,25.7088
Hirslanden,2031,female,Swiss,25.7998
Hirslanden,2031,female,foreign,23.3994
Hirslanden,2032,male,Swiss,25.085
Hirslanden,2032,male,foreign,25.793
Hirslanden,2032,female,Swiss,25.644
Hirslanden,2032,female,foreign,23.4781
Hirslanden,2033,male,Swiss,25.0779
Hirslanden,2033,male,foreign,25.8772
Hirslanden,2033,female,Swiss,25.4881
Hirslanden,2033,female,foreign,23.5568
Hirslanden,2034,male,Swiss,25.0709
Hirslanden,2034,male,foreign,25.9615
Hirslanden,2034,female,Swiss,25.3322
Hirslanden,2034,female,foreign,23.6354
Hirslanden,2035,male,Swiss,25.0639
Hirslanden,2035,male,foreign,26.0457
Hirslanden,2035,female,Swiss,25.1763
