district,year,sex,origin,prop
Friesenberg,2033,female,foreign,21.0398
Friesenberg,2034,male,Swiss,26.6636
Friesenberg,2034,male,foreign,23.4314
Friesenberg,2034,female,Swiss,28.8078
Friesenberg,2034,female,foreign,21.0972
Friesenberg,2035,male,Swiss,26.6981
Friesenberg,2035,male,foreign,23.3583
Friesenberg,2035,female,Swiss,28.789
Friesenberg,2035,female,foreign,21.1546
Friesenberg,2036,male,Swiss,26.7327
Friesenberg,2036,male,foreign,23.2851
Friesenberg,2036,female,Swiss,28.7702
Friesenberg,2036,female,foreign,21.212
Friesenberg,2037,male,Swiss,26.7672
Friesenberg,2037,male,foreign,23.212
Friesenberg,2037,female,Swiss,28.7514
Friesenberg,2037,female,foreign,21.2694
Friesenberg,2038,male,Swiss,26.8018
Friesenberg,2038,male,foreign,23.1389
Friesenberg,2038,female,Swiss,28.7326
Friesenberg,2038,female,foreign,21.3268
Friesenberg,2039,male,Swiss,26.8363
Friesenberg,2039,male,foreign,23.0657
Friesenberg,2039,female,Swiss,28.7138
Friesenberg,2039,female,foreign,21.3841
Friesenberg,2040,male,Swiss,26.8709
Friesenberg,2040,male,foreign,22.9926
Friesenberg,2040,female,Swiss,28.695
Friesenberg,2040,female,foreign,21.4415
Friesenberg,2041,male,Swiss,26.9054
Friesenberg,2041,male,foreign,22.9194
Friesenberg,2041,female,Swiss,28.6762
Friesenberg,2041,female,foreign,21.4989
Friesenberg,2042,male,Swiss,26.94
Friesenberg,2042,male,foreign,22.8463
Friesenberg,2042,female,Swiss,28.6574
Friesenberg,2042,female,foreign,21.5563
Friesenberg,2043,male,Swiss,26.9745
Friesenberg,2043,male,foreign,22.7732
Friesenberg,2043,female,Swiss,28.6386
Friesenberg,2043,female,foreign,21.6137
Friesenberg,2044,male,Swiss,27.0091
Friesenberg,2044,male,foreign,22.7
Friesenberg,2044,female,Swiss,28.6199
Friesenberg,2044,female,foreign,21.6711
Friesenberg,2045,male,Swiss,27.0436
Friesenberg,2045,male,foreign,22.6269
Friesenberg,2045,female,Swiss,28.6011
Friesenberg,2045,female,foreign,21.7284
Friesenberg,2046,male,Swiss,27.0782
Friesenberg,2046,male,foreign,22.5537
Friesenberg,2046,female,Swiss,28.5823
Friesenberg,2046,female,foreign,21.7858
Friesenberg,2047,male,Swiss,27.1127
Friesenberg,2047,male,foreign,22.4806
Friesenberg,2047,female,Swiss,28.5635
Friesenberg,2047,female,foreign,21.8432
Friesenberg,2048,male,Swiss,27.1473
Friesenberg,2048,male,foreign,22.4075
Friesenberg,2048,female,Swiss,28.5447
Friesenberg,2048,female,foreign,21.9006
Friesenberg,2049,male,Swiss,27.1818
Friesenberg,2049,male,foreign,22.3343
Friesenberg,2049,female,Swiss,28.5259
Friesenberg,2049,female,foreign,21.958
Friesenberg,2050,male,Swiss,27.2164
Friesenberg,2050,male,foreign,22.2612
Friesenberg,2050,female,Swiss,28.5071
Friesenberg,2050,female,foreign,22.0154
Sihlfeld,2021,male,Swiss,24.2324
Sihlfeld,2021,male,foreign,27.8311
Sihlfeld,2021,female,Swiss,26.2177
Sihlfeld,2021,female,foreign,21.7189
Sihlfeld,2022,male,Swiss,24.2403
Sihlfeld,2022,male,foreign,27.8055
Sihlfeld,2022,female,Swiss,26.2396
Sihlfeld,2022,female,foreign,21.7146
Sihlfeld,2023,male,Swiss,24.2483
Sihlfeld,2023,male,foreign,27.78
Sihlfeld,2023,female,Swiss,26.2614
Sihlfeld,2023,female,foreign,21.7103
Sihlfeld,2024,male,Swiss,24.2562
Sihlfeld,2024,male,foreign,27.7545
Sihlfeld,2024,female,Swiss,26.2833
Sihlfeld,2024,female,foreign,21.706
Sihlfeld,2025,male,Swiss,24.2642
Sihlfeld,2025,male,foreign,27.729
Sihlfeld,2025,female,Swiss,26.3052
Sihlfeld,2025,female,foreign,21.7017
Sihlfeld,2026,male,Swiss,24.2721
Sihlfeld,2026,male,foreign,27.7034
Sihlfeld,2026,female,Swiss,26.3271
Sihlfeld,2026,female,foreign,21.6974
Sihlfeld,2027,male,Swiss,24.2801
Sihlfeld,2027,male,foreign,27.6779
Sihlfeld,2027,female,Swiss,26.3489
Sihlfeld,2027,female,foreign,21.693
Sihlfeld,2028,male,Swiss,24.288
Sihlfeld,2028,male,foreign,27.6524
Sihlfeld,2028,female,Swiss,26.3708
Sihlfeld,2028,female,foreign,21.6887
Sihlfeld,2029,male,Swiss,24.296
Sihlfeld,2029,male,foreign,27.6269
Sihlfeld,2029,female,Swiss,26.3927
Sihlfeld,2029,female,foreign,21.6844
Sihlfeld,2030,male,Swiss,24.3039
Sihlfeld,2030,male,foreign,27.6013
Sihlfeld,2030,female,Swiss,26.4146
Sihlfeld,2030,female,foreign,21.6801
Sihlfeld,2031,male,Swiss,24.3119
Sihlfeld,2031,male,foreign,27.5758
Sihlfeld,2031,female,Swiss,26.4365
Sihlfeld,2031,female,foreign,21.6758
Sihlfeld,2032,male,Swiss,24.3199
Sihlfeld,2032,male,foreign,27.5503
Sihlfeld,2032,female,Swiss,26.4583
Sihlfeld,2032,female,foreign,21.6715
Sihlfeld,2033,male,Swiss,24.3278
Sihlfeld,2033,male,foreign,27.5248
Sihlfeld,2033,female,Swiss,26.4802
Sihlfeld,2033,female,foreign,21.6672
Sihlfeld,2034,male,Swiss,24.3358
Sihlfeld,2034,male,foreign,27.4992
Sihlfeld,2034,female,Swiss,26.5021
Sihlfeld,2034,female,foreign,21.6629
Sihlfeld,2035,male,Swiss,24.3437
Sihlfeld,2035,male,foreign,27.4737
Sihlfeld,2035,female,Swiss,26.524
Sihlfeld,2035,female,foreign,21.6586
Sihlfeld,2036,male,Swiss,24.3517
Sihlfeld,2036,male,foreign,27.4482
Sihlfeld,2036,female,Swiss,26.5458
Sihlfeld,2036,female,foreign,21.6543
Sihlfeld,2037,male,Swiss,24.3596
Sihlfeld,2037,male,foreign,27.4227
Sihlfeld,2037,female,Swiss,26.5677
Sihlfeld,2037,female,foreign,21.65
Sihlfeld,2038,male,Swiss,24.3676
Sihlfeld,2038,male,foreign,27.3971
Sihlfeld,2038,female,Swiss,26.5896
Sihlfeld,2038,female,foreign,21.6457
Sihlfeld,2039,male,Swiss,24.3755
Sihlfeld,2039,male,foreign,27.3716
Sihlfeld,2039,female,Swiss,26.6115
Sihlfeld,2039,female,foreign,21.6414
Sihlfeld,2040,male,Swiss,24.3835
Sihlfeld,2040,male,foreign,27.3461
Sihlfeld,2040,female,Swiss,26.6334
Sihlfeld,2040,female,foreign,21.6371
Sihlfeld,2041,male,Swiss,24.3915
Sihlfeld,2041,male,foreign,27.3206
Sihlfeld,2041,female,Swiss,26.6552
Sihlfeld,2041,female,foreign,21.6328
Sihlfeld,2042,male,Swiss,24.3994
Sihlfeld,2042,male,foreign,27.295
Sihlfeld,2042,female,Swiss,26.6771
Sihlfeld,2042,female,foreign,21.6284
Sihlfeld,2043,male,Swiss,24.4074
Sihlfeld,2043,male,foreign,27.2695
Sihlfeld,2043,female,Swiss,26.699
Sihlfeld,2043,female,foreign,21.6241
Sihlfeld,2044,male,Swiss,24.4153
Sihlfeld,2044,male,foreign,27.244
Sihlfeld,2044,female,Swiss,26.7209
Sihlfeld,2044,female,foreign,21.6198
Sihlfeld,2045,male,Swiss,24.4233
Sihlfeld,2045,male,foreign,27.2185
Sihlfeld,2045,female,Swiss,26.7427
Sihlfeld,2045,female,foreign,21.6155
Sihlfeld,2046,male,Swiss,24.4312
Sihlfeld,2046,male,foreign,27.1929
Sihlfeld,2046,female,Swiss,26.7646
Sihlfeld,2046,female,foreign,21.6112
Sihlfeld,2047,male,Swiss,24.4392
Sihlfeld,2047,male,foreign,27.1674
Sihlfeld,2047,female,Swiss,26.7865
Sihlfeld,2047,female,foreign,21.6069
Sihlfeld,2048,male,Swiss,24.4471
Sihlfeld,2048,male,foreign,27.1419
Sihlfeld,2048,female,Swiss,26.8084
Sihlfeld,2048,female,foreign,21.6026
Sihlfeld,2049,male,Swiss,24.4551
Sihlfeld,2049,male,foreign,27.1164
Sihlfeld,2049,female,Swiss,26.8303
Sihlfeld,2049,female,foreign,21.5983
Sihlfeld,2050,male,Swiss,24.463
Sihlfeld,2050,male,foreign,27.0908
Sihlfeld,2050,female,Swiss,26.8521
Sihlfeld,2050,female,foreign,21.594
Werd,2021,male,Swiss,21.0251
Werd,2021,male,foreign,33.451
Werd,2021,female,Swiss,21.478
Werd,2021,female,foreign,24.046
Werd,2022,male,Swiss,21.0263
Werd,2022,male,foreign,33.4096
Werd,2022,female,Swiss,21.5461
Werd,2022,female,foreign,24.018
Werd,2023,male,Swiss,21.0275
Werd,2023,male,foreign,33.3681
Werd,2023,female,Swiss,21.6143
Werd,2023,female,foreign,23.9901
Werd,2024,male,Swiss,21.0287
Werd,2024,male,foreign,33.3267
Werd,2024,female,Swiss,21.6824
Werd,2024,female,foreign,23.9622
Werd,2025,male,Swiss,21.0299
Werd,2025,male,foreign,33.2852
Werd,2025,female,Swiss,21.7506
Werd,2025,female,foreign,23.9343
Werd,2026,male,Swiss,21.0311
Werd,2026,male,foreign,33.2438
Werd,2026,female,Swiss,21.8188
Werd,2026,female,foreign,23.9063
Werd,2027,male,Swiss,21.0323
Werd,2027,male,foreign,33.2023
Werd,2027,female,Swiss,21.8869
Werd,2027,female,foreign,23.8784
Werd,2028,male,Swiss,21.0336
Werd,2028,male,foreign,33.1609
Werd,2028,female,Swiss,21.9551
Werd,2028,female,foreign,23.8505
Werd,2029,male,Swiss,21.0348
Werd,2029,male,foreign,33.1194
Werd,2029,female,Swiss,22.0233
Werd,2029,female,foreign,23.8225
Werd,2030,male,Swiss,21.036
Werd,2030,male,foreign,33.078
Werd,2030,female,Swiss,22.0914
Werd,2030,female,foreign,23.7946
Werd,2031,male,Swiss,21.0372
Werd,2031,male,foreign,33.0365
Werd,2031,female,Swiss,22.1596
Werd,2031,female,foreign,23.7667
Werd,2032,male,Swiss,21.0384
Werd,2032,male,foreign,32.9951
Werd,2032,female,Swiss,22.2278
Werd,2032,female,foreign,23.7388
Werd,2033,male,Swiss,21.0396
Werd,2033,male,foreign,32.9536
Werd,2033,female,Swiss,22.2959
Werd,2033,female,foreign,23.7108
Werd,2034,male,Swiss,21.0408
Werd,2034,male,foreign,32.9122
Werd,2034,female,Swiss,22.3641
Werd,2034,female,foreign,23.6829
Werd,2035,male,Swiss,21.042
Werd,2035,male,foreign,32.8707
Werd,2035,female,Swiss,22.4322
Werd,2035,female,foreign,23.655
Werd,2036,male,Swiss,21.0433
Werd,2036,male,foreign,32.8293
Werd,2036,female,Swiss,22.5004
Werd,2036,female,foreign,23.627
Werd,2037,male,Swiss,21.0445
Werd,2037,male,foreign,32.7878
Werd,2037,female,Swiss,22.5686
Werd,2037,female,foreign,23.5991
Werd,2038,male,Swiss,21.0457
Werd,2038,male,foreign,32.7464
Werd,2038,female,Swiss,22.6367
Werd,2038,female,foreign,23.5712
Werd,2039,male,Swiss,21.0469
Werd,2039,male,foreign,32.705
Werd,2039,female,Swiss,22.7049
Werd,2039,female,foreign,23.5433
Werd,2040,male,Swiss,21.0481
Werd,2040,male,foreign,32.6635
Werd,2040,female,Swiss,22.7731
Werd,2040,female,foreign,23.5153
Werd,2041,male,Swiss,21.0493
Werd,2041,male,foreign,32.6221
Werd,2041,female,Swiss,22.8412
Werd,2041,female,foreign,23.4874
Werd,2042,male,Swiss,21.0505
Werd,2042,male,foreign,32.5806
Werd,2042,female,Swiss,22.9094
Werd,2042,female,foreign,23.4595
Werd,2043,male,Swiss,21.0517
Werd,2043,male,foreign,32.5392
Werd,2043,female,Swiss,22.9775
Werd,2043,female,foreign,23.4315
Werd,2044,male,Swiss,21.053
Werd,2044,male,foreign,32.4977
Werd,2044,female,Swiss,23.0457
Werd,2044,female,foreign,23.4036
Werd,2045,male,Swiss,21.0542
Werd,2045,male,foreign,32.4563
Werd,2045,female,Swiss,23.1139
Werd,2045,female,foreign,23.3757
Werd,2046,male,Swiss,21.0554
Werd,2046,male,foreign,32.4148
Werd,2046,female,Swiss,23.182
Werd,2046,female,foreign,23.3478
Werd,2047,male,Swiss,21.0566
Werd,2047,male,foreign,32.3734
Werd,2047,female,Swiss,23.2502
Werd,2047,female,foreign,23.3198
Werd,2048,male,Swiss,21.0578
Werd,2048,male,foreign,32.3319
Werd,2048,female,Swiss,23.3184
Werd,2048,female,foreign,23.2919
Werd,2049,male,Swiss,21.059
Werd,2049,male,foreign,32.2905
Werd,2049,female,Swiss,23.3865
Werd,2049,female,foreign,23.264
Werd,2050,male,Swiss,21.0602
Werd,2050,male,foreign,32.249
Werd,2050,female,Swiss,23.4547
Werd,2050,female,foreign,23.236
Langstrasse,2021,male,Swiss,22.7958
Langstrasse,2021,male,foreign,30.3691
Langstrasse,2021,female,Swiss,19.4072
Langstrasse,2021,female,foreign,27.4278
Langstrasse,2022,male,Swiss,22.9823
Langstrasse,2022,male,foreign,30.4612
Langstrasse,2022,female,Swiss,19.5903
Langstrasse,2022,female,foreign,26.9662
Langstrasse,2023,male,Swiss,23.1613
Langstrasse,2023,male,foreign,30.5433
Langstrasse,2023,female,Swiss,19.7669
Langstrasse,2023,female,foreign,26.5285
Langstrasse,2024,male,Swiss,23.3319
Langstrasse,2024,male,foreign,30.6145
Langstrasse,2024,female,Swiss,19.9363
Langstrasse,2024,female,foreign,26.1173
Langstrasse,2025,male,Swiss,23.4939
Langstrasse,2025,male,foreign,30.6747
Langstrasse,2025,female,Swiss,20.0984
Langstrasse,2025,female,foreign,25.733
Langstrasse,2026,male,Swiss,23.6473
Langstrasse,2026,male,foreign,30.7239
Langstrasse,2026,female,Swiss,20.253
Langstrasse,2026,female,foreign,25.3759
Langstrasse,2027,male,Swiss,23.7917
Langstrasse,2027,male,foreign,30.7621
Langstrasse,2027,female,Swiss,20.3999
Langstrasse,2027,female,foreign,25.0463
Langstrasse,2028,male,Swiss,23.9273
Langstrasse,2028,male,foreign,30.7893
Langstrasse,2028,female,Swiss,20.5391
Langstrasse,2028,female,foreign,24.7443
Langstrasse,2029,male,Swiss,24.0538
Langstrasse,2029,male,foreign,30.8056
Langstrasse,2029,female,Swiss,20.6704
Langstrasse,2029,female,foreign,24.4702
Langstrasse,2030,male,Swiss,24.1746
Langstrasse,2030,male,foreign,30.8152
Langstrasse,2030,female,Swiss,20.7828
Langstrasse,2030,female,foreign,24.2273
Langstrasse,2031,male,Swiss,24.2896
Langstrasse,2031,male,foreign,30.8183
Langstrasse,2031,female,Swiss,20.8764
Langstrasse,2031,female,foreign,24.0157
Langstrasse,2032,male,Swiss,24.3988
Langstrasse,2032,male,foreign,30.8149
Langstrasse,2032,female,Swiss,20.9512
Langstrasse,2032,female,foreign,23.8351
Langstrasse,2033,male,Swiss,24.4942
Langstrasse,2033,male,foreign,30.8083
Langstrasse,2033,female,Swiss,21.0095
Langstrasse,2033,female,foreign,23.6879
Langstrasse,2034,male,Swiss,24.5733
Langstrasse,2034,male,foreign,30.7997
Langstrasse,2034,female,Swiss,21.0523
Langstrasse,2034,female,foreign,23.5747
Langstrasse,2035,male,Swiss,24.6363
Langstrasse,2035,male,foreign,30.7889
Langstrasse,2035,female,Swiss,21.0797
Langstrasse,2035,female,foreign,23.495
Langstrasse,2036,male,Swiss,24.691
Langstrasse,2036,male,foreign,30.7859
Langstrasse,2036,female,Swiss,21.0985
Langstrasse,2036,female,foreign,23.4246
Langstrasse,2037,male,Swiss,24.7383
Langstrasse,2037,male,foreign,30.7913
Langstrasse,2037,female,Swiss,21.1094
Langstrasse,2037,female,foreign,23.361
Langstrasse,2038,male,Swiss,24.7784
Langstrasse,2038,male,foreign,30.8051
Langstrasse,2038,female,Swiss,21.1124
Langstrasse,2038,female,foreign,23.3041
Langstrasse,2039,male,Swiss,24.8112
Langstrasse,2039,male,foreign,30.8273
Langstrasse,2039,female,Swiss,21.1076
Langstrasse,2039,female,foreign,23.2539
Langstrasse,2040,male,Swiss,24.8368
Langstrasse,2040,male,foreign,30.8579
Langstrasse,2040,female,Swiss,21.0951
Langstrasse,2040,female,foreign,23.2102
Langstrasse,2041,male,Swiss,24.8554
Langstrasse,2041,male,foreign,30.8967
Langstrasse,2041,female,Swiss,21.0748
Langstrasse,2041,female,foreign,23.173
Langstrasse,2042,male,Swiss,24.867
Langstrasse,2042,male,foreign,30.9439
Langstrasse,2042,female,Swiss,21.0469
Langstrasse,2042,female,foreign,23.1423
Langstrasse,2043,male,Swiss,24.8682
Langstrasse,2043,male,foreign,30.9952
Langstrasse,2043,female,Swiss,21.0219
Langstrasse,2043,female,foreign,23.1148
Langstrasse,2044,male,Swiss,24.8591
Langstrasse,2044,male,foreign,31.0506
Langstrasse,2044,female,Swiss,20.9998
Langstrasse,2044,female,foreign,23.0905
Langstrasse,2045,male,Swiss,24.8398
Langstrasse,2045,male,foreign,31.1102
Langstrasse,2045,female,Swiss,20.9806
Langstrasse,2045,female,foreign,23.0694
Langstrasse,2046,male,Swiss,24.818
Langstrasse,2046,male,foreign,31.1707
Langstrasse,2046,female,Swiss,20.9622
Langstrasse,2046,female,foreign,23.0492
Langstrasse,2047,male,Swiss,24.7962
Langstrasse,2047,male,foreign,31.2311
Langstrasse,2047,female,Swiss,20.9438
Langstrasse,2047,female,foreign,23.0289
Langstrasse,2048,male,Swiss,24.7745
Langstrasse,2048,male,foreign,31.2913
Langstrasse,2048,female,Swiss,20.9254
Langstrasse,2048,female,foreign,23.0087
Langstrasse,2049,male,Swiss,24.7528
Langstrasse,2049,male,foreign,31.3515
Langstrasse,2049,female,Swiss,20.9071
Langstrasse,2049,female,foreign,22.9886
Langstrasse,2050,male,Swiss,24.7311
Langstrasse,2050,male,foreign,31.4116
Langstrasse,2050,female,Swiss,20.8888
Langstrasse,2050,female,foreign,22.9685
Hard,2021,male,Swiss,22.8399
Hard,2021,male,foreign,31.3102
Hard,2021,female,Swiss,23.683
Hard,2021,female,foreign,22.1668
Hard,2022,male,Swiss,22.8492
Hard,2022,male,foreign,31.2634
Hard,2022,female,Swiss,23.7659
Hard,2022,female,foreign,22.1215
Hard,2023,male,Swiss,22.8584
Hard,2023,male,foreign,31.2165
Hard,2023,female,Swiss,23.8489
Hard,2023,female,foreign,22.0762
Hard,2024,male,Swiss,22.8676
Hard,2024,male,foreign,31.1697
Hard,2024,female,Swiss,23.9318
Hard,2024,female,foreign,22.0309
Hard,2025,male,Swiss,22.8769
Hard,2025,male,foreign,31.1228
Hard,2025,female,Swiss,24.0147
Hard,2025,female,foreign,21.9856
Hard,2026,male,Swiss,22.8861
Hard,2026,male,foreign,31.0759
Hard,2026,female,Swiss,24.0976
Hard,2026,female,foreign,21.9403
Hard,2027,male,Swiss,22.8953
Hard,2027,male,foreign,31.0291
Hard,2027,female,Swiss,24.1805
Hard,2027,female,foreign,21.895
Hard,2028,male,Swiss,22.9046
Hard,2028,male,foreign,30.9822
Hard,2028,female,Swiss,24.2634
Hard,2028,female,foreign,21.8497
Hard,2029,male,Swiss,22.9138
Hard,2029,male,foreign,30.9354
Hard,2029,female,Swiss,24.3464
Hard,2029,female,foreign,21.8044
Hard,2030,male,Swiss,22.9231
Hard,2030,male,foreign,30.8885
Hard,2030,female,Swiss,24.4293
Hard,2030,female,foreign,21.7591
Hard,2031,male,Swiss,22.9323
Hard,2031,male,foreign,30.8417
Hard,2031,female,Swiss,24.5122
Hard,2031,female,foreign,21.7138
Hard,2032,male,Swiss,22.9415
Hard,2032,male,foreign,30.7948
Hard,2032,female,Swiss,24.5951
Hard,2032,female,foreign,21.6685
Hard,2033,male,Swiss,22.9508
Hard,2033,male,foreign,30.748
Hard,2033,female,Swiss,24.678
Hard,2033,female,foreign,21.6232
Hard,2034,male,Swiss,22.96
Hard,2034,male,foreign,30.7011
Hard,2034,female,Swiss,24.761
Hard,2034,female,foreign,21.5779
Hard,2035,male,Swiss,22.9692
Hard,2035,male,foreign,30.6543
Hard,2035,female,Swiss,24.8439
Hard,2035,female,foreign,21.5326
Hard,2036,male,Swiss,22.9785
Hard,2036,male,foreign,30.6074
Hard,2036,female,Swiss,24.9268
Hard,2036,female,foreign,21.4873
Hard,2037,male,Swiss,22.9877
Hard,2037,male,foreign,30.5605
Hard,2037,female,Swiss,25.0097
Hard,2037,female,foreign,21.442
Hard,2038,male,Swiss,22.997
Hard,2038,male,foreign,30.5137
Hard,2038,female,Swiss,25.0926
Hard,2038,female,foreign,21.3967
Hard,2039,male,Swiss,23.0062
Hard,2039,male,foreign,30.4668
Hard,2039,female,Swiss,25.1755
Hard,2039,female,foreign,21.3514
Hard,2040,male,Swiss,23.0154
Hard,2040,male,foreign,30.42
Hard,2040,female,Swiss,25.2585
Hard,2040,female,foreign,21.3061
Hard,2041,male,Swiss,23.0247
Hard,2041,male,foreign,30.3731
Hard,2041,female,Swiss,25.3414
Hard,2041,female,foreign,21.2608
Hard,2042,male,Swiss,23.0339
Hard,2042,male,foreign,30.3263
Hard,2042,female,Swiss,25.4243
Hard,2042,female,foreign,21.2155
Hard,2043,male,Swiss,23.0432
Hard,2043,male,foreign,30.2794
Hard,2043,female,Swiss,25.5072
Hard,2043,female,foreign,21.1702
Hard,2044,male,Swiss,23.0524
Hard,2044,male,foreign,30.2326
Hard,2044,female,Swiss,25.5901
Hard,2044,female,foreign,21.1249
Hard,2045,male,Swiss,23.0616
Hard,2045,male,foreign,30.1857
Hard,2045,female,Swiss,25.673
Hard,2045,female,foreign,21.0796
Hard,2046,male,Swiss,23.0709
Hard,2046,male,foreign,30.1388
Hard,2046,female,Swiss,25.756
Hard,2046,female,foreign,21.034300000000002
Hard,2047,male,Swiss,23.0801
Hard,2047,male,foreign,30.092
Hard,2047,female,Swiss,25.8389
Hard,2047,female,foreign,20.989
Hard,2048,male,Swiss,23.0893
Hard,2048,male,foreign,30.0451
Hard,2048,female,Swiss,25.9218
Hard,2048,female,foreign,20.9437
Hard,2049,male,Swiss,23.0986
Hard,2049,male,foreign,29.9983
Hard,2049,female,Swiss,26.0047
Hard,2049,female,foreign,20.8984
Hard,2050,male,Swiss,23.1078
Hard,2050,male,foreign,29.9514
Hard,2050,female,Swiss,26.0876
Hard,2050,female,foreign,20.8531
Gewerbeschule,2021,male,Swiss,25.8244
Gewerbeschule,2021,male,foreign,30.5515
Gewerbeschule,2021,female,Swiss,22.3301
Gewerbeschule,2021,female,foreign,21.294
Gewerbeschule,2022,male,Swiss,25.8584
Gewerbeschule,2022,male,foreign,30.5385
Gewerbeschule,2022,female,Swiss,22.3506
Gewerbeschule,2022,female,foreign,21.2525
Gewerbeschule,2023,male,Swiss,25.8924
Gewerbeschule,2023,male,foreign,30.5255
Gewerbeschule,2023,female,Swiss,22.371
Gewerbeschule,2023,female,foreign,21.211
Gewerbeschule,2024,male,Swiss,25.9264
Gewerbeschule,2024,male,foreign,30.5126
Gewerbeschule,2024,female,Swiss,22.3915
Gewerbeschule,2024,female,foreign,21.1695
Gewerbeschule,2025,male,Swiss,25.9604
Gewerbeschule,2025,male,foreign,30.4996
Gewerbeschule,2025,female,Swiss,22.4119
Gewerbeschule,2025,female,foreign,21.128
Gewerbeschule,2026,male,Swiss,25.9945
Gewerbeschule,2026,male,foreign,30.4867
Gewerbeschule,2026,female,Swiss,22.4324
Gewerbeschule,2026,female,foreign,21.0865
Gewerbeschule,2027,male,Swiss,26.0285
Gewerbeschule,2027,male,foreign,30.4737
Gewerbeschule,2027,female,Swiss,22.4528
Gewerbeschule,2027,female,foreign,21.045
Gewerbeschule,2028,male,Swiss,26.0625
Gewerbeschule,2028,male,foreign,30.4607
Gewerbeschule,2028,female,Swiss,22.4733
Gewerbeschule,2028,female,foreign,21.0035
Gewerbeschule,2029,male,Swiss,26.0965
Gewerbeschule,2029,male,foreign,30.4478
Gewerbeschule,2029,female,Swiss,22.4937
Gewerbeschule,2029,female,foreign,20.962
Gewerbeschule,2030,male,Swiss,26.1305
Gewerbeschule,2030,male,foreign,30.4348
Gewerbeschule,2030,female,Swiss,22.5142
Gewerbeschule,2030,female,foreign,20.9205
Gewerbeschule,2031,male,Swiss,26.1645
Gewerbeschule,2031,male,foreign,30.4219
Gewerbeschule,2031,female,Swiss,22.5347
Gewerbeschule,2031,female,foreign,20.8789
Gewerbeschule,2032,male,Swiss,26.1986
Gewerbeschule,2032,male,foreign,30.4089
Gewerbeschule,2032,female,Swiss,22.5551
Gewerbeschule,2032,female,foreign,20.8374
Gewerbeschule,2033,male,Swiss,26.2326
Gewerbeschule,2033,male,foreign,30.3959
Gewerbeschule,2033,female,Swiss,22.5756
Gewerbeschule,2033,female,foreign,20.7959
Gewerbeschule,2034,male,Swiss,26.2666
Gewerbeschule,2034,male,foreign,30.383
Gewerbeschule,2034,female,Swiss,22.596
Gewerbeschule,2034,female,foreign,20.7544
Gewerbeschule,2035,male,Swiss,26.3006
Gewerbeschule,2035,male,foreign,30.37
Gewerbeschule,2035,female,Swiss,22.6165
Gewerbeschule,2035,female,foreign,20.7129
Gewerbeschule,2036,male,Swiss,26.3346
Gewerbeschule,2036,male,foreign,30.3571
Gewerbeschule,2036,female,Swiss,22.6369
Gewerbeschule,2036,female,foreign,20.6714
Gewerbeschule,2037,male,Swiss,26.3687
Gewerbeschule,2037,male,foreign,30.3441
Gewerbeschule,2037,female,Swiss,22.6574
Gewerbeschule,2037,female,foreign,20.6299
Gewerbeschule,2038,male,Swiss,26.4027
Gewerbeschule,2038,male,foreign,30.3311
Gewerbeschule,2038,female,Swiss,22.6778
Gewerbeschule,2038,female,foreign,20.5884
Gewerbeschule,2039,male,Swiss,26.4367
Gewerbeschule,2039,male,foreign,30.3182
Gewerbeschule,2039,female,Swiss,22.6983
Gewerbeschule,2039,female,foreign,20.5469
Gewerbeschule,2040,male,Swiss,26.4707
Gewerbeschule,2040,male,foreign,30.3052
Gewerbeschule,2040,female,Swiss,22.7187
Gewerbeschule,2040,female,foreign,20.5053
Gewerbeschule,2041,male,Swiss,26.5047
Gewerbeschule,2041,male,foreign,30.2922
Gewerbeschule,2041,female,Swiss,22.7392
Gewerbeschule,2041,female,foreign,20.4638
Gewerbeschule,2042,male,Swiss,26.5387
Gewerbeschule,2042,male,foreign,30.2793
Gewerbeschule,2042,female,Swiss,22.7597
Gewerbeschule,2042,female,foreign,20.4223
Gewerbeschule,2043,male,Swiss,26.5728
Gewerbeschule,2043,male,foreign,30.2663
Gewerbeschule,2043,female,Swiss,22.7801
Gewerbeschule,2043,female,foreign,20.3808
Gewerbeschule,2044,male,Swiss,26.6068
Gewerbeschule,2044,male,foreign,30.2534
Gewerbeschule,2044,female,Swiss,22.8006
Gewerbeschule,2044,female,foreign,20.3393
Gewerbeschule,2045,male,Swiss,26.6408
Gewerbeschule,2045,male,foreign,30.2404
Gewerbeschule,2045,female,Swiss,22.821
Gewerbeschule,2045,female,foreign,20.2978
Gewerbeschule,2046,male,Swiss,26.6748
Gewerbeschule,2046,male,foreign,30.2274
Gewerbeschule,2046,female,Swiss,22.8415
Gewerbeschule,2046,female,foreign,20.2563
Gewerbeschule,2047,male,Swiss,26.7088
Gewerbeschule,2047,male,foreign,30.2145
Gewerbeschule,2047,female,Swiss,22.8619
Gewerbeschule,2047,female,foreign,20.2148
Gewerbeschule,2048,male,Swiss,26.7428
Gewerbeschule,2048,male,foreign,30.2015
Gewerbeschule,2048,female,Swiss,22.8824
Gewerbeschule,2048,female,foreign,20.1733
Gewerbeschule,2049,male,Swiss,26.7769
Gewerbeschule,2049,male,foreign,30.1886
Gewerbeschule,2049,female,Swiss,22.9028
Gewerbeschule,2049,female,foreign,20.1317
Gewerbeschule,2050,male,Swiss,26.8109
Gewerbeschule,2050,male,foreign,30.1756
Gewerbeschule,2050,female,Swiss,22.9233
Gewerbeschule,2050,female,foreign,20.0902
Escher Wyss,2021,male,Swiss,27.2108
