district,year,origin,cha
Unterstrass,2050,Swiss,0
Unterstrass,2050,foreign,25.9321
Oberstrass,2021,Swiss,0
Oberstrass,2021,foreign,30.1278
Oberstrass,2022,Swiss,0
Oberstrass,2022,foreign,30.0787
Oberstrass,2023,Swiss,0
Oberstrass,2023,foreign,30.0297
Oberstrass,2024,Swiss,0
Oberstrass,2024,foreign,29.9807
Oberstrass,2025,Swiss,0
Oberstrass,2025,foreign,29.9317
Oberstrass,2026,Swiss,0
Oberstrass,2026,foreign,29.8827
Oberstrass,2027,Swiss,0
Oberstrass,2027,foreign,29.8336
Oberstrass,2028,Swiss,0
Oberstrass,2028,foreign,29.7846
Oberstrass,2029,Swiss,0
Oberstrass,2029,foreign,29.7356
Oberstrass,2030,Swiss,0
Oberstrass,2030,foreign,29.6866
Oberstrass,2031,Swiss,0
Oberstrass,2031,foreign,29.6376
Oberstrass,2032,Swiss,0
Oberstrass,2032,foreign,29.5885
Oberstrass,2033,Swiss,0
Oberstrass,2033,foreign,29.5395
Oberstrass,2034,Swiss,0
Oberstrass,2034,foreign,29.4905
Oberstrass,2035,Swiss,0
Oberstrass,2035,foreign,29.4415
Oberstrass,2036,Swiss,0
Oberstrass,2036,foreign,29.3924
Oberstrass,2037,Swiss,0
Oberstrass,2037,foreign,29.3434
Oberstrass,2038,Swiss,0
Oberstrass,2038,foreign,29.2944
Oberstrass,2039,Swiss,0
Oberstrass,2039,foreign,29.2454
Oberstrass,2040,Swiss,0
Oberstrass,2040,foreign,29.1964
Oberstrass,2041,Swiss,0
Oberstrass,2041,foreign,29.1473
Oberstrass,2042,Swiss,0
Oberstrass,2042,foreign,29.0983
Oberstrass,2043,Swiss,0
Oberstrass,2043,foreign,29.0493
Oberstrass,2044,Swiss,0
Oberstrass,2044,foreign,29.0003
Oberstrass,2045,Swiss,0
Oberstrass,2045,foreign,28.9513
Oberstrass,2046,Swiss,0
Oberstrass,2046,foreign,28.9022
Oberstrass,2047,Swiss,0
Oberstrass,2047,foreign,28.8532
Oberstrass,2048,Swiss,0
Oberstrass,2048,foreign,28.8042
Oberstrass,2049,Swiss,0
Oberstrass,2049,foreign,28.7552
Oberstrass,2050,Swiss,0
Oberstrass,2050,foreign,28.7061
Fluntern,2021,Swiss,0
Fluntern,2021,foreign,25.0674
Fluntern,2022,Swiss,0
Fluntern,2022,foreign,24.8978
Fluntern,2023,Swiss,0
Fluntern,2023,foreign,24.7282
Fluntern,2024,Swiss,0
Fluntern,2024,foreign,24.5586
Fluntern,2025,Swiss,0
Fluntern,2025,foreign,24.389
Fluntern,2026,Swiss,0
Fluntern,2026,foreign,24.2194
Fluntern,2027,Swiss,0
Fluntern,2027,foreign,24.0498
Fluntern,2028,Swiss,0
Fluntern,2028,foreign,23.8802
Fluntern,2029,Swiss,0
Fluntern,2029,foreign,23.7106
Fluntern,2030,Swiss,0
Fluntern,2030,foreign,23.5411
Fluntern,2031,Swiss,0
Fluntern,2031,foreign,23.3715
Fluntern,2032,Swiss,0
Fluntern,2032,foreign,23.2019
Fluntern,2033,Swiss,0
Fluntern,2033,foreign,23.0323
Fluntern,2034,Swiss,0
Fluntern,2034,foreign,22.8627
Fluntern,2035,Swiss,0
Fluntern,2035,foreign,22.6931
Fluntern,2036,Swiss,0
Fluntern,2036,foreign,22.5235
Fluntern,2037,Swiss,0
Fluntern,2037,foreign,22.3539
Fluntern,2038,Swiss,0
Fluntern,2038,foreign,22.1843
Fluntern,2039,Swiss,0
Fluntern,2039,foreign,22.0204
Fluntern,2040,Swiss,0
Fluntern,2040,foreign,21.8696
Fluntern,2041,Swiss,0
Fluntern,2041,foreign,21.7318
Fluntern,2042,Swiss,0
Fluntern,2042,foreign,21.6071
Fluntern,2043,Swiss,0
Fluntern,2043,foreign,21.4954
Fluntern,2044,Swiss,0
Fluntern,2044,foreign,21.3967
Fluntern,2045,Swiss,0
Fluntern,2045,foreign,21.3111
Fluntern,2046,Swiss,0
Fluntern,2046,foreign,21.2386
Fluntern,2047,Swiss,0
Fluntern,2047,foreign,21.1791
Fluntern,2048,Swiss,0
Fluntern,2048,foreign,21.1326
Fluntern,2049,Swiss,0
Fluntern,2049,foreign,21.0992
Fluntern,2050,Swiss,0
Fluntern,2050,foreign,21.0788
Hottingen,2021,Swiss,0
Hottingen,2021,foreign,29.2615
Hottingen,2022,Swiss,0
Hottingen,2022,foreign,29.2182
Hottingen,2023,Swiss,0
Hottingen,2023,foreign,29.1748
Hottingen,2024,Swiss,0
Hottingen,2024,foreign,29.1315
Hottingen,2025,Swiss,0
Hottingen,2025,foreign,29.0882
Hottingen,2026,Swiss,0
Hottingen,2026,foreign,29.0448
Hottingen,2027,Swiss,0
Hottingen,2027,foreign,29.0015
Hottingen,2028,Swiss,0
Hottingen,2028,foreign,28.9582
Hottingen,2029,Swiss,0
Hottingen,2029,foreign,28.9148
Hottingen,2030,Swiss,0
Hottingen,2030,foreign,28.8715
Hottingen,2031,Swiss,0
Hottingen,2031,foreign,28.8282
Hottingen,2032,Swiss,0
Hottingen,2032,foreign,28.7849
Hottingen,2033,Swiss,0
Hottingen,2033,foreign,28.7415
Hottingen,2034,Swiss,0
Hottingen,2034,foreign,28.6982
Hottingen,2035,Swiss,0
Hottingen,2035,foreign,28.6549
Hottingen,2036,Swiss,0
Hottingen,2036,foreign,28.6115
Hottingen,2037,Swiss,0
Hottingen,2037,foreign,28.5682
Hottingen,2038,Swiss,0
Hottingen,2038,foreign,28.5249
Hottingen,2039,Swiss,0
Hottingen,2039,foreign,28.4816
Hottingen,2040,Swiss,0
Hottingen,2040,foreign,28.4382
Hottingen,2041,Swiss,0
Hottingen,2041,foreign,28.3949
Hottingen,2042,Swiss,0
Hottingen,2042,foreign,28.3516
Hottingen,2043,Swiss,0
Hottingen,2043,foreign,28.3082
Hottingen,2044,Swiss,0
Hottingen,2044,foreign,28.2649
Hottingen,2045,Swiss,0
Hottingen,2045,foreign,28.2216
Hottingen,2046,Swiss,0
Hottingen,2046,foreign,28.1783
Hottingen,2047,Swiss,0
Hottingen,2047,foreign,28.1349
Hottingen,2048,Swiss,0
Hottingen,2048,foreign,28.0916
Hottingen,2049,Swiss,0
Hottingen,2049,foreign,28.0483
Hottingen,2050,Swiss,0
Hottingen,2050,foreign,28.0049
Hirslanden,2021,Swiss,0
Hirslanden,2021,foreign,30.6066
Hirslanden,2022,Swiss,0
Hirslanden,2022,foreign,30.3448
Hirslanden,2023,Swiss,0
Hirslanden,2023,foreign,30.083
Hirslanden,2024,Swiss,0
Hirslanden,2024,foreign,29.8212
Hirslanden,2025,Swiss,0
Hirslanden,2025,foreign,29.5594
Hirslanden,2026,Swiss,0
Hirslanden,2026,foreign,29.2977
Hirslanden,2027,Swiss,0
Hirslanden,2027,foreign,29.0359
Hirslanden,2028,Swiss,0
Hirslanden,2028,foreign,28.7741
Hirslanden,2029,Swiss,0
Hirslanden,2029,foreign,28.5123
Hirslanden,2030,Swiss,0
Hirslanden,2030,foreign,28.2505
Hirslanden,2031,Swiss,0
Hirslanden,2031,foreign,27.9887
Hirslanden,2032,Swiss,0
Hirslanden,2032,foreign,27.7269
Hirslanden,2033,Swiss,0
Hirslanden,2033,foreign,27.4775
Hirslanden,2034,Swiss,0
Hirslanden,2034,foreign,27.2483
Hirslanden,2035,Swiss,0
Hirslanden,2035,foreign,27.0392
Hirslanden,2036,Swiss,0
Hirslanden,2036,foreign,26.8503
Hirslanden,2037,Swiss,0
Hirslanden,2037,foreign,26.6815
Hirslanden,2038,Swiss,0
Hirslanden,2038,foreign,26.5328
Hirslanden,2039,Swiss,0
Hirslanden,2039,foreign,26.4043
Hirslanden,2040,Swiss,0
Hirslanden,2040,foreign,26.2959
Hirslanden,2041,Swiss,0
Hirslanden,2041,foreign,26.2077
Hirslanden,2042,Swiss,0
Hirslanden,2042,foreign,26.1396
Hirslanden,2043,Swiss,0
Hirslanden,2043,foreign,26.0916
Hirslanden,2044,Swiss,0
Hirslanden,2044,foreign,26.0638
Hirslanden,2045,Swiss,0
Hirslanden,2045,foreign,26.0561
Hirslanden,2046,Swiss,0
Hirslanden,2046,foreign,26.0561
Hirslanden,2047,Swiss,0
Hirslanden,2047,foreign,26.0561
Hirslanden,2048,Swiss,0
Hirslanden,2048,foreign,26.0561
Hirslanden,2049,Swiss,0
Hirslanden,2049,foreign,26.0561
Hirslanden,2050,Swiss,0
Hirslanden,2050,foreign,26.0561
Witikon,2021,Swiss,0
Witikon,2021,foreign,25.8424
Witikon,2022,Swiss,0
Witikon,2022,foreign,25.6002
Witikon,2023,Swiss,0
Witikon,2023,foreign,25.3581
Witikon,2024,Swiss,0
Witikon,2024,foreign,25.116
Witikon,2025,Swiss,0
Witikon,2025,foreign,24.8739
Witikon,2026,Swiss,0
Witikon,2026,foreign,24.6318
Witikon,2027,Swiss,0
Witikon,2027,foreign,24.3896
Witikon,2028,Swiss,0
Witikon,2028,foreign,24.1475
Witikon,2029,Swiss,0
Witikon,2029,foreign,23.9054
Witikon,2030,Swiss,0
Witikon,2030,foreign,23.6633
Witikon,2031,Swiss,0
Witikon,2031,foreign,23.4333
Witikon,2032,Swiss,0
Witikon,2032,foreign,23.222
Witikon,2033,Swiss,0
Witikon,2033,foreign,23.0293
Witikon,2034,Swiss,0
Witikon,2034,foreign,22.8552
Witikon,2035,Swiss,0
Witikon,2035,foreign,22.6998
Witikon,2036,Swiss,0
Witikon,2036,foreign,22.5629
Witikon,2037,Swiss,0
Witikon,2037,foreign,22.4447
Witikon,2038,Swiss,0
Witikon,2038,foreign,22.3451
Witikon,2039,Swiss,0
Witikon,2039,foreign,22.2642
Witikon,2040,Swiss,0
Witikon,2040,foreign,22.2019
Witikon,2041,Swiss,0
Witikon,2041,foreign,22.1582
Witikon,2042,Swiss,0
Witikon,2042,foreign,22.1331
Witikon,2043,Swiss,0
Witikon,2043,foreign,22.1266
Witikon,2044,Swiss,0
Witikon,2044,foreign,22.1266
Witikon,2045,Swiss,0
Witikon,2045,foreign,22.1266
Witikon,2046,Swiss,0
Witikon,2046,foreign,22.1266
Witikon,2047,Swiss,0
Witikon,2047,foreign,22.1266
Witikon,2048,Swiss,0
Witikon,2048,foreign,22.1266
Witikon,2049,Swiss,0
Witikon,2049,foreign,22.1266
Witikon,2050,Swiss,0
Witikon,2050,foreign,22.1266
Seefeld,2021,Swiss,0
Seefeld,2021,foreign,21.9152
Seefeld,2022,Swiss,0
Seefeld,2022,foreign,21.6408
Seefeld,2023,Swiss,0
Seefeld,2023,foreign,21.3663
Seefeld,2024,Swiss,0
Seefeld,2024,foreign,21.0918
Seefeld,2025,Swiss,0
Seefeld,2025,foreign,20.818
Seefeld,2026,Swiss,0
Seefeld,2026,foreign,20.5653
Seefeld,2027,Swiss,0
Seefeld,2027,foreign,20.3337
Seefeld,2028,Swiss,0
Seefeld,2028,foreign,20.1232
Seefeld,2029,Swiss,0
Seefeld,2029,foreign,19.9338
Seefeld,2030,Swiss,0
Seefeld,2030,foreign,19.7656
Seefeld,2031,Swiss,0
Seefeld,2031,foreign,19.6185
Seefeld,2032,Swiss,0
Seefeld,2032,foreign,19.4925
Seefeld,2033,Swiss,0
Seefeld,2033,foreign,19.3876
Seefeld,2034,Swiss,0
Seefeld,2034,foreign,19.3038
Seefeld,2035,Swiss,0
Seefeld,2035,foreign,19.2411
Seefeld,2036,Swiss,0
Seefeld,2036,foreign,19.1996
Seefeld,2037,Swiss,0
Seefeld,2037,foreign,19.1792
Seefeld,2038,Swiss,0
Seefeld,2038,foreign,19.1792
Seefeld,2039,Swiss,0
Seefeld,2039,foreign,19.1792
Seefeld,2040,Swiss,0
Seefeld,2040,foreign,19.1792
Seefeld,2041,Swiss,0
Seefeld,2041,foreign,19.1792
Seefeld,2042,Swiss,0
Seefeld,2042,foreign,19.1792
Seefeld,2043,Swiss,0
Seefeld,2043,foreign,19.1792
Seefeld,2044,Swiss,0
Seefeld,2044,foreign,19.1792
Seefeld,2045,Swiss,0
Seefeld,2045,foreign,19.1792
Seefeld,2046,Swiss,0
Seefeld,2046,foreign,19.1792
Seefeld,2047,Swiss,0
Seefeld,2047,foreign,19.1792
Seefeld,2048,Swiss,0
Seefeld,2048,foreign,19.1792
Seefeld,2049,Swiss,0
Seefeld,2049,foreign,19.1792
Seefeld,2050,Swiss,0
Seefeld,2050,foreign,19.1792
Muehlebach,2021,Swiss,0.2096
Muehlebach,2021,foreign,26.3438
Muehlebach,2022,Swiss,0.207
Muehlebach,2022,foreign,26.1136
Muehlebach,2023,Swiss,0.2052
Muehlebach,2023,foreign,25.8834
Muehlebach,2024,Swiss,0.2042
Muehlebach,2024,foreign,25.6532
Muehlebach,2025,Swiss,0.2041
Muehlebach,2025,foreign,25.423
Muehlebach,2026,Swiss,0.2041
Muehlebach,2026,foreign,25.1928
Muehlebach,2027,Swiss,0.2041
Muehlebach,2027,foreign,24.9627
Muehlebach,2028,Swiss,0.2041
Muehlebach,2028,foreign,24.7325
Muehlebach,2029,Swiss,0.2041
Muehlebach,2029,foreign,24.5023
Muehlebach,2030,Swiss,0.2041
Muehlebach,2030,foreign,24.2721
Muehlebach,2031,Swiss,0.2041
Muehlebach,2031,foreign,24.0419
Muehlebach,2032,Swiss,0.2041
Muehlebach,2032,foreign,23.8137
Muehlebach,2033,Swiss,0.2041
Muehlebach,2033,foreign,23.6032
Muehlebach,2034,Swiss,0.2041
Muehlebach,2034,foreign,23.4104
Muehlebach,2035,Swiss,0.2041
Muehlebach,2035,foreign,23.2353
Muehlebach,2036,Swiss,0.2041
Muehlebach,2036,foreign,23.0779
Muehlebach,2037,Swiss,0.2041
Muehlebach,2037,foreign,22.9382
Muehlebach,2038,Swiss,0.2041
Muehlebach,2038,foreign,22.8162
Muehlebach,2039,Swiss,0.2041
Muehlebach,2039,foreign,22.7119
Muehlebach,2040,Swiss,0.2041
Muehlebach,2040,foreign,22.6253
Muehlebach,2041,Swiss,0.2041
Muehlebach,2041,foreign,22.5565
Muehlebach,2042,Swiss,0.2041
Muehlebach,2042,foreign,22.5053
Muehlebach,2043,Swiss,0.2041
Muehlebach,2043,foreign,22.4719
Muehlebach,2044,Swiss,0.2041
Muehlebach,2044,foreign,22.4561
Muehlebach,2045,Swiss,0.2041
Muehlebach,2045,foreign,22.4561
Muehlebach,2046,Swiss,0.2041
Muehlebach,2046,foreign,22.4561
Muehlebach,2047,Swiss,0.2041
Muehlebach,2047,foreign,22.4561
Muehlebach,2048,Swiss,0.2041
Muehlebach,2048,foreign,22.4561
Muehlebach,2049,Swiss,0.2041
Muehlebach,2049,foreign,22.4561
Muehlebach,2050,Swiss,0.2041
Muehlebach,2050,foreign,22.4561
Weinegg,2021,Swiss,0
Weinegg,2021,foreign,33.4588
Weinegg,2022,Swiss,0
Weinegg,2022,foreign,33.4033
Weinegg,2023,Swiss,0
Weinegg,2023,foreign,33.3478
Weinegg,2024,Swiss,0
Weinegg,2024,foreign,33.2923
Weinegg,2025,Swiss,0
Weinegg,2025,foreign,33.2369
Weinegg,2026,Swiss,0
Weinegg,2026,foreign,33.1814
Weinegg,2027,Swiss,0
Weinegg,2027,foreign,33.1259
Weinegg,2028,Swiss,0
Weinegg,2028,foreign,33.0704
Weinegg,2029,Swiss,0
Weinegg,2029,foreign,33.015
Weinegg,2030,Swiss,0
Weinegg,2030,foreign,32.9595
Weinegg,2031,Swiss,0
Weinegg,2031,foreign,32.904
Weinegg,2032,Swiss,0
Weinegg,2032,foreign,32.8485
Weinegg,2033,Swiss,0
Weinegg,2033,foreign,32.793
Weinegg,2034,Swiss,0
Weinegg,2034,foreign,32.7376
Weinegg,2035,Swiss,0
Weinegg,2035,foreign,32.6821
Weinegg,2036,Swiss,0
Weinegg,2036,foreign,32.6266
Weinegg,2037,Swiss,0
Weinegg,2037,foreign,32.5711
Weinegg,2038,Swiss,0
Weinegg,2038,foreign,32.5156
Weinegg,2039,Swiss,0
Weinegg,2039,foreign,32.4602
Weinegg,2040,Swiss,0
Weinegg,2040,foreign,32.4047
Weinegg,2041,Swiss,0
Weinegg,2041,foreign,32.3492
Weinegg,2042,Swiss,0
Weinegg,2042,foreign,32.2937
Weinegg,2043,Swiss,0
Weinegg,2043,foreign,32.2382
Weinegg,2044,Swiss,0
Weinegg,2044,foreign,32.1828
Weinegg,2045,Swiss,0
Weinegg,2045,foreign,32.1273
Weinegg,2046,Swiss,0
Weinegg,2046,foreign,32.0718
Weinegg,2047,Swiss,0
Weinegg,2047,foreign,32.0163
Weinegg,2048,Swiss,0
Weinegg,2048,foreign,31.9609
Weinegg,2049,Swiss,0
Weinegg,2049,foreign,31.9054
Weinegg,2050,Swiss,0
Weinegg,2050,foreign,31.8499
Albisrieden,2021,Swiss,0
Albisrieden,2021,foreign,35.7119
Albisrieden,2022,Swiss,0
Albisrieden,2022,foreign,35.7073
Albisrieden,2023,Swiss,0
Albisrieden,2023,foreign,35.7028
Albisrieden,2024,Swiss,0
Albisrieden,2024,foreign,35.6982
Albisrieden,2025,Swiss,0
Albisrieden,2025,foreign,35.693600000000004
Albisrieden,2026,Swiss,0
Albisrieden,2026,foreign,35.6891
Albisrieden,2027,Swiss,0
Albisrieden,2027,foreign,35.6845
Albisrieden,2028,Swiss,0
Albisrieden,2028,foreign,35.68
Albisrieden,2029,Swiss,0
Albisrieden,2029,foreign,35.6754
Albisrieden,2030,Swiss,0
Albisrieden,2030,foreign,35.6709
Albisrieden,2031,Swiss,0
Albisrieden,2031,foreign,35.6663
Albisrieden,2032,Swiss,0
Albisrieden,2032,foreign,35.6618
Albisrieden,2033,Swiss,0
Albisrieden,2033,foreign,35.6572
Albisrieden,2034,Swiss,0
Albisrieden,2034,foreign,35.6526
Albisrieden,2035,Swiss,0
Albisrieden,2035,foreign,35.6481
Albisrieden,2036,Swiss,0
Albisrieden,2036,foreign,35.6435
Albisrieden,2037,Swiss,0
Albisrieden,2037,foreign,35.639
Albisrieden,2038,Swiss,0
Albisrieden,2038,foreign,35.6344
Albisrieden,2039,Swiss,0
Albisrieden,2039,foreign,35.6299
Albisrieden,2040,Swiss,0
Albisrieden,2040,foreign,35.6253
Albisrieden,2041,Swiss,0
Albisrieden,2041,foreign,35.6208
Albisrieden,2042,Swiss,0
Albisrieden,2042,foreign,35.6162
Albisrieden,2043,Swiss,0
Albisrieden,2043,foreign,35.6116
Albisrieden,2044,Swiss,0
Albisrieden,2044,foreign,35.6071
Albisrieden,2045,Swiss,0
Albisrieden,2045,foreign,35.6025
Albisrieden,2046,Swiss,0
Albisrieden,2046,foreign,35.598
Albisrieden,2047,Swiss,0
Albisrieden,2047,foreign,35.5934
Albisrieden,2048,Swiss,0
Albisrieden,2048,foreign,35.5889
Albisrieden,2049,Swiss,0
Albisrieden,2049,foreign,35.5843
Albisrieden,2050,Swiss,0
Albisrieden,2050,foreign,35.5798
Altstetten,2021,Swiss,0
Altstetten,2021,foreign,28.6522
Altstetten,2022,Swiss,0
Altstetten,2022,foreign,28.6661
Altstetten,2023,Swiss,0
Altstetten,2023,foreign,28.6801
Altstetten,2024,Swiss,0
Altstetten,2024,foreign,28.694
Altstetten,2025,Swiss,0
Altstetten,2025,foreign,28.7079
Altstetten,2026,Swiss,0
Altstetten,2026,foreign,28.7219
Altstetten,2027,Swiss,0
Altstetten,2027,foreign,28.7358
Altstetten,2028,Swiss,0
Altstetten,2028,foreign,28.7497
Altstetten,2029,Swiss,0
Altstetten,2029,foreign,28.7636
Altstetten,2030,Swiss,0
Altstetten,2030,foreign,28.7776
Altstetten,2031,Swiss,0
Altstetten,2031,foreign,28.7915
Altstetten,2032,Swiss,0
Altstetten,2032,foreign,28.8054
Altstetten,2033,Swiss,0
Altstetten,2033,foreign,28.8194
Altstetten,2034,Swiss,0
Altstetten,2034,foreign,28.8333
Altstetten,2035,Swiss,0
Altstetten,2035,foreign,28.8472
Altstetten,2036,Swiss,0
Altstetten,2036,foreign,28.8611
Altstetten,2037,Swiss,0
Altstetten,2037,foreign,28.8751
Altstetten,2038,Swiss,0
Altstetten,2038,foreign,28.889
Altstetten,2039,Swiss,0
Altstetten,2039,foreign,28.9029
Altstetten,2040,Swiss,0
Altstetten,2040,foreign,28.9169
Altstetten,2041,Swiss,0
Altstetten,2041,foreign,28.9308
Altstetten,2042,Swiss,0
Altstetten,2042,foreign,28.9447
Altstetten,2043,Swiss,0
Altstetten,2043,foreign,28.9586
Altstetten,2044,Swiss,0
Altstetten,2044,foreign,28.9726
Altstetten,2045,Swiss,0
Altstetten,2045,foreign,28.9865
Altstetten,2046,Swiss,0
Altstetten,2046,foreign,29.0004
Altstetten,2047,Swiss,0
Altstetten,2047,foreign,29.0144
Altstetten,2048,Swiss,0
Altstetten,2048,foreign,29.0283
Altstetten,2049,Swiss,0
Altstetten,2049,foreign,29.0422
Altstetten,2050,Swiss,0
Altstetten,2050,foreign,29.0561
Hoengg,2021,Swiss,0
Hoengg,2021,foreign,32.3194
Hoengg,2022,Swiss,0
Hoengg,2022,foreign,32.2067
Hoengg,2023,Swiss,0
Hoengg,2023,foreign,32.094
Hoengg,2024,Swiss,0
Hoengg,2024,foreign,31.9812
Hoengg,2025,Swiss,0
Hoengg,2025,foreign,31.8685
Hoengg,2026,Swiss,0
Hoengg,2026,foreign,31.7558
Hoengg,2027,Swiss,0
Hoengg,2027,foreign,31.6431
Hoengg,2028,Swiss,0
Hoengg,2028,foreign,31.5303
Hoengg,2029,Swiss,0
Hoengg,2029,foreign,31.4176
Hoengg,2030,Swiss,0
Hoengg,2030,foreign,31.3049
Hoengg,2031,Swiss,0
Hoengg,2031,foreign,31.1921
Hoengg,2032,Swiss,0
Hoengg,2032,foreign,31.0794
Hoengg,2033,Swiss,0
Hoengg,2033,foreign,30.9667
Hoengg,2034,Swiss,0
Hoengg,2034,foreign,30.854
Hoengg,2035,Swiss,0
Hoengg,2035,foreign,30.7412
Hoengg,2036,Swiss,0
Hoengg,2036,foreign,30.6285
Hoengg,2037,Swiss,0
Hoengg,2037,foreign,30.5158
Hoengg,2038,Swiss,0
Hoengg,2038,foreign,30.403
Hoengg,2039,Swiss,0
Hoengg,2039,foreign,30.2903
Hoengg,2040,Swiss,0
Hoengg,2040,foreign,30.1776
Hoengg,2041,Swiss,0
Hoengg,2041,foreign,30.0649
Hoengg,2042,Swiss,0
Hoengg,2042,foreign,29.9521
Hoengg,2043,Swiss,0
Hoengg,2043,foreign,29.8394
Hoengg,2044,Swiss,0
Hoengg,2044,foreign,29.7267
Hoengg,2045,Swiss,0
Hoengg,2045,foreign,29.614
Hoengg,2046,Swiss,0
Hoengg,2046,foreign,29.5012
Hoengg,2047,Swiss,0
Hoengg,2047,foreign,29.3885
Hoengg,2048,Swiss,0
Hoengg,2048,foreign,29.2758
Hoengg,2049,Swiss,0
Hoengg,2049,foreign,29.163
Hoengg,2050,Swiss,0
Hoengg,2050,foreign,29.0503
Wipkingen,2021,Swiss,0
Wipkingen,2021,foreign,35.5543
Wipkingen,2022,Swiss,0
Wipkingen,2022,foreign,35.5874
Wipkingen,2023,Swiss,0
Wipkingen,2023,foreign,35.6206
Wipkingen,2024,Swiss,0
Wipkingen,2024,foreign,35.6537
Wipkingen,2025,Swiss,0
Wipkingen,2025,foreign,35.6869
Wipkingen,2026,Swiss,0
Wipkingen,2026,foreign,35.72
Wipkingen,2027,Swiss,0
Wipkingen,2027,foreign,35.7531
Wipkingen,2028,Swiss,0
Wipkingen,2028,foreign,35.7863
Wipkingen,2029,Swiss,0
Wipkingen,2029,foreign,35.8194
Wipkingen,2030,Swiss,0
Wipkingen,2030,foreign,35.8525
Wipkingen,2031,Swiss,0
Wipkingen,2031,foreign,35.8857
Wipkingen,2032,Swiss,0
Wipkingen,2032,foreign,35.9188
Wipkingen,2033,Swiss,0
Wipkingen,2033,foreign,35.952
Wipkingen,2034,Swiss,0
Wipkingen,2034,foreign,35.9851
Wipkingen,2035,Swiss,0
Wipkingen,2035,foreign,36.0182
Wipkingen,2036,Swiss,0
Wipkingen,2036,foreign,36.0514
Wipkingen,2037,Swiss,0
Wipkingen,2037,foreign,36.0845
Wipkingen,2038,Swiss,0
Wipkingen,2038,foreign,36.1176
Wipkingen,2039,Swiss,0
Wipkingen,2039,foreign,36.1508
Wipkingen,2040,Swiss,0
Wipkingen,2040,foreign,36.1839
Wipkingen,2041,Swiss,0
Wipkingen,2041,foreign,36.217
Wipkingen,2042,Swiss,0
Wipkingen,2042,foreign,36.2502
Wipkingen,2043,Swiss,0
Wipkingen,2043,foreign,36.2833
Wipkingen,2044,Swiss,0
Wipkingen,2044,foreign,36.3165
Wipkingen,2045,Swiss,0
Wipkingen,2045,foreign,36.3496
Wipkingen,2046,Swiss,0
Wipkingen,2046,foreign,36.3827
Wipkingen,2047,Swiss,0
Wipkingen,2047,foreign,36.4159
Wipkingen,2048,Swiss,0
Wipkingen,2048,foreign,36.449
Wipkingen,2049,Swiss,0
Wipkingen,2049,foreign,36.4821
Wipkingen,2050,Swiss,0
Wipkingen,2050,foreign,36.5153
Affoltern,2021,Swiss,0
Affoltern,2021,foreign,30.5848
Affoltern,2022,Swiss,0
Affoltern,2022,foreign,30.5347
Affoltern,2023,Swiss,0
Affoltern,2023,foreign,30.4846
Affoltern,2024,Swiss,0
Affoltern,2024,foreign,30.4344
Affoltern,2025,Swiss,0
Affoltern,2025,foreign,30.3843
Affoltern,2026,Swiss,0
Affoltern,2026,foreign,30.3342
Affoltern,2027,Swiss,0
Affoltern,2027,foreign,30.2841
Affoltern,2028,Swiss,0
Affoltern,2028,foreign,30.234
Affoltern,2029,Swiss,0
Affoltern,2029,foreign,30.1838
Affoltern,2030,Swiss,0
Affoltern,2030,foreign,30.1337
Affoltern,2031,Swiss,0
Affoltern,2031,foreign,30.0836
Affoltern,2032,Swiss,0
Affoltern,2032,foreign,30.0335
Affoltern,2033,Swiss,0
Affoltern,2033,foreign,29.9834
Affoltern,2034,Swiss,0
Affoltern,2034,foreign,29.9332
Affoltern,2035,Swiss,0
Affoltern,2035,foreign,29.8831
Affoltern,2036,Swiss,0
Affoltern,2036,foreign,29.833
Affoltern,2037,Swiss,0
Affoltern,2037,foreign,29.7829
Affoltern,2038,Swiss,0
Affoltern,2038,foreign,29.7328
Affoltern,2039,Swiss,0
Affoltern,2039,foreign,29.6827
Affoltern,2040,Swiss,0
Affoltern,2040,foreign,29.6325
Affoltern,2041,Swiss,0
Affoltern,2041,foreign,29.5824
Affoltern,2042,Swiss,0
Affoltern,2042,foreign,29.5323
Affoltern,2043,Swiss,0
Affoltern,2043,foreign,29.4822
Affoltern,2044,Swiss,0
Affoltern,2044,foreign,29.4321
Affoltern,2045,Swiss,0
Affoltern,2045,foreign,29.3819
Affoltern,2046,Swiss,0
Affoltern,2046,foreign,29.3318
Affoltern,2047,Swiss,0
Affoltern,2047,foreign,29.2817
Affoltern,2048,Swiss,0
Affoltern,2048,foreign,29.2316
Affoltern,2049,Swiss,0
Affoltern,2049,foreign,29.1815
Affoltern,2050,Swiss,0
Affoltern,2050,foreign,29.1313
Oerlikon,2021,Swiss,0
Oerlikon,2021,foreign,25.2349
Oerlikon,2022,Swiss,0
Oerlikon,2022,foreign,25.1647
Oerlikon,2023,Swiss,0
Oerlikon,2023,foreign,25.0945
Oerlikon,2024,Swiss,0
Oerlikon,2024,foreign,25.0243
Oerlikon,2025,Swiss,0
Oerlikon,2025,foreign,24.9541
Oerlikon,2026,Swiss,0
Oerlikon,2026,foreign,24.884
Oerlikon,2027,Swiss,0
Oerlikon,2027,foreign,24.8138
Oerlikon,2028,Swiss,0
Oerlikon,2028,foreign,24.7436
Oerlikon,2029,Swiss,0
Oerlikon,2029,foreign,24.6734
Oerlikon,2030,Swiss,0
Oerlikon,2030,foreign,24.6033
Oerlikon,2031,Swiss,0
