district,year,pop
Muehlebach,2038,6933.6963152588105
Muehlebach,2039,6953.44102441971
Muehlebach,2040,6972.420721667217
Muehlebach,2041,6990.686348244299
Muehlebach,2042,7008.256363382524
Muehlebach,2043,7025.128124591839
Muehlebach,2044,7041.354334835469
Muehlebach,2045,7056.949295348872
Muehlebach,2046,7071.943285718355
Muehlebach,2047,7086.380849027013
Muehlebach,2048,7100.260994521228
Muehlebach,2049,7113.588779684397
Muehlebach,2050,7126.415522467974
Weinegg,2008,4961
Weinegg,2009,4935
Weinegg,2010,4999
Weinegg,2011,4942
Weinegg,2012,4783
Weinegg,2013,5022
Weinegg,2014,5036
Weinegg,2015,5086
Weinegg,2016,5030
Weinegg,2017,5248
Weinegg,2018,5220.000000000001
Weinegg,2019,5413.999999999999
Weinegg,2020,5562
Weinegg,2021,5633.767295921021
Weinegg,2022,5702.739069825616
Weinegg,2023,5768.9791922354625
Weinegg,2024,5832.623459792332
Weinegg,2025,5900.150869849937
Weinegg,2026,5952.163732800185
Weinegg,2027,6008.613143831106
Weinegg,2028,6062.865322178641
Weinegg,2029,6114.992378640504
Weinegg,2030,6165.100618418169
Weinegg,2031,6213.233058452317
Weinegg,2032,6259.453337434031
Weinegg,2033,6303.875793017716
Weinegg,2034,6346.5724546932015
Weinegg,2035,6387.578193590939
Weinegg,2036,6426.964731322506
Weinegg,2037,6464.824995791055
Weinegg,2038,6501.194019497266
Weinegg,2039,6536.143517688962
Weinegg,2040,6569.716131125203
Weinegg,2041,6601.983786785842
Weinegg,2042,6632.959912457866
Weinegg,2043,6662.737345355922
Weinegg,2044,6691.366933655658
Weinegg,2045,6718.862070205865
Weinegg,2046,6745.294424274743
Weinegg,2047,6770.656497597962
Weinegg,2048,6795.048664164678
Weinegg,2049,6818.484915434712
Weinegg,2050,6840.986388539718
Albisrieden,2008,17555
Albisrieden,2009,17675
Albisrieden,2010,17835
Albisrieden,2011,18432
Albisrieden,2012,18999
Albisrieden,2013,19146
Albisrieden,2014,19199
Albisrieden,2015,19325
Albisrieden,2016,21174
Albisrieden,2017,22113
Albisrieden,2018,22304
Albisrieden,2019,22352
Albisrieden,2020,22364
Albisrieden,2021,22973.92506667216
Albisrieden,2022,23246.993280627183
Albisrieden,2023,23963.296772125366
Albisrieden,2024,24174.06927538934
Albisrieden,2025,24396.027956348058
Albisrieden,2026,24405.00193512978
Albisrieden,2027,24327.255301148434
Albisrieden,2028,24390.496788189877
Albisrieden,2029,24753.538083924865
Albisrieden,2030,24933.72817219526
Albisrieden,2031,25065.96620699155
Albisrieden,2032,25180.24982335155
Albisrieden,2033,25291.277318869084
Albisrieden,2034,25399.160876387425
Albisrieden,2035,25504.019244229177
Albisrieden,2036,25605.96612493167
Albisrieden,2037,25705.108520980735
Albisrieden,2038,25801.552682700712
Albisrieden,2039,25895.39671142047
Albisrieden,2040,25986.74204508945
Albisrieden,2041,26075.67584480285
Albisrieden,2042,26162.300281714
Albisrieden,2043,26246.704841394545
Albisrieden,2044,26328.961887576617
Albisrieden,2045,26409.154768682056
Albisrieden,2046,26487.36023814354
Albisrieden,2047,26563.655333196526
Albisrieden,2048,26638.11171176532
Albisrieden,2049,26710.789207231144
Albisrieden,2050,26781.767609187853
Altstetten,2008,29740
Altstetten,2009,29845
Altstetten,2010,30659
Altstetten,2011,31381
Altstetten,2012,31438
Altstetten,2013,31115
Altstetten,2014,31486
Altstetten,2015,32003
Altstetten,2016,31724.000000000004
Altstetten,2017,32603
Altstetten,2018,33460.99999999999
Altstetten,2019,34285
Altstetten,2020,34098
Altstetten,2021,35187.62252908629
Altstetten,2022,35646.86933479194
Altstetten,2023,36164.21375680885
Altstetten,2024,36574.10175212509
Altstetten,2025,37443.572118529424
Altstetten,2026,37665.43112034068
Altstetten,2027,37678.801303276006
Altstetten,2028,37789.795965624086
Altstetten,2029,37986.27712515899
Altstetten,2030,38444.08220038143
Altstetten,2031,38728.391758818485
Altstetten,2032,38940.84174031387
Altstetten,2033,39105.34223065495
Altstetten,2034,39262.62784418426
Altstetten,2035,39413.01506806204
Altstetten,2036,39556.7616515829
Altstetten,2037,39694.15619568574
Altstetten,2038,39825.43989833229
Altstetten,2039,39950.876934085674
Altstetten,2040,40070.68441855594
Altstetten,2041,40185.08840543395
Altstetten,2042,40294.33626821664
Altstetten,2043,40398.62000184278
Altstetten,2044,40498.14301572982
Altstetten,2045,40593.08840890153
Altstetten,2046,40683.66090877765
Altstetten,2047,40770.02428925619
Altstetten,2048,40852.36090992686
Altstetten,2049,40930.81401935839
Altstetten,2050,41005.538623321445
Hoengg,2008,21186
Hoengg,2009,21294
Hoengg,2010,21179
Hoengg,2011,21323
Hoengg,2012,21537
Hoengg,2013,21581
Hoengg,2014,21826
Hoengg,2015,22320
Hoengg,2016,23423
Hoengg,2017,23797
Hoengg,2018,24020
Hoengg,2019,24358
Hoengg,2020,24439
Hoengg,2021,24681.137906853455
Hoengg,2022,24846.357082649174
Hoengg,2023,25060.32587172762
Hoengg,2024,25224.54088791012
Hoengg,2025,26056.97239441692
Hoengg,2026,26090.964747418446
Hoengg,2027,26203.185064993308
Hoengg,2028,26314.38875260339
Hoengg,2029,26664.423092282173
Hoengg,2030,26827.225032593073
Hoengg,2031,26940.772254343003
Hoengg,2032,27035.639001391482
Hoengg,2033,27126.79163067397
Hoengg,2034,27214.396239390982
Hoengg,2035,27298.54403371284
Hoengg,2036,27379.400371570286
Hoengg,2037,27457.057175782094
Hoengg,2038,27531.66500105943
Hoengg,2039,27603.335828657284
Hoengg,2040,27672.146240900922
Hoengg,2041,27738.264363902777
Hoengg,2042,27801.735311354892
Hoengg,2043,27862.693185841257
Hoengg,2044,27921.197398962977
Hoengg,2045,27977.38451344274
Hoengg,2046,28031.315064740807
Hoengg,2047,28083.093527938196
Hoengg,2048,28132.7623954423
Hoengg,2049,28180.44199010655
Hoengg,2050,28226.176661056328
Wipkingen,2008,15500.000000000002
Wipkingen,2009,15645.000000000002
Wipkingen,2010,15700
Wipkingen,2011,15869.000000000002
Wipkingen,2012,15791
Wipkingen,2013,15835
Wipkingen,2014,15717
Wipkingen,2015,15879
Wipkingen,2016,16141
Wipkingen,2017,16544
Wipkingen,2018,16321
Wipkingen,2019,16474
Wipkingen,2020,16605
Wipkingen,2021,16832.452287852786
Wipkingen,2022,16907.583025365537
Wipkingen,2023,16979.55514970681
Wipkingen,2024,17253.596711044644
Wipkingen,2025,17333.9100070557
Wipkingen,2026,17397.647800774943
Wipkingen,2027,17458.224764165618
Wipkingen,2028,17516.202624266152
Wipkingen,2029,17571.70768481274
Wipkingen,2030,17624.832593700965
Wipkingen,2031,17675.68616008454
Wipkingen,2032,17724.360417847492
Wipkingen,2033,17785.166903134625
Wipkingen,2034,17858.363623101544
Wipkingen,2035,17928.63760994487
Wipkingen,2036,17996.099920621724
Wipkingen,2037,18060.891952279035
Wipkingen,2038,18123.093099143152
Wipkingen,2039,18182.830638312487
Wipkingen,2040,18240.17823420781
Wipkingen,2041,18295.23862355124
Wipkingen,2042,18348.114025425763
Wipkingen,2043,18398.885880599846
Wipkingen,2044,18447.63862736264
Wipkingen,2045,18494.455486776205
Wipkingen,2046,18539.398711843314
Wipkingen,2047,18582.563170244575
Wipkingen,2048,18623.993129848383
Wipkingen,2049,18663.795463516897
Wipkingen,2050,18702.000428654
Affoltern,2008,22044
Affoltern,2009,22383
Affoltern,2010,22972
Affoltern,2011,24437
Affoltern,2012,24855
Affoltern,2013,25082
Affoltern,2014,25902
Affoltern,2015,25874
Affoltern,2016,26054
Affoltern,2017,26177
Affoltern,2018,26562
Affoltern,2019,26710
Affoltern,2020,26584
Affoltern,2021,26909.95722479654
Affoltern,2022,27336.553986146886
Affoltern,2023,27838.406242330795
Affoltern,2024,28382.11406273285
Affoltern,2025,28798.347097966012
Affoltern,2026,29948.7917338167
Affoltern,2027,30168.30461703653
Affoltern,2028,30322.948434889626
Affoltern,2029,30467.850415366825
Affoltern,2030,30607.204543001248
Affoltern,2031,30741.261130093957
Affoltern,2032,30870.222369457995
Affoltern,2033,30994.276636464805
Affoltern,2034,31113.592601861357
Affoltern,2035,31228.39084628361
Affoltern,2036,31338.841733637117
Affoltern,2037,31445.102372488338
Affoltern,2038,31547.346857594966
Affoltern,2039,31645.713003811044
Affoltern,2040,31740.374084521965
Affoltern,2041,31831.46822539451
Affoltern,2042,31919.134839433515
Affoltern,2043,32003.479523173715
Affoltern,2044,32084.67990369369
Affoltern,2045,32162.82201511965
Affoltern,2046,32238.04781093786
Affoltern,2047,32310.457152593746
Affoltern,2048,32380.132910521737
Affoltern,2049,32447.222480627803
Affoltern,2050,32511.828613964564
Oerlikon,2008,20853
Oerlikon,2009,20740
Oerlikon,2010,20787
Oerlikon,2011,21253
Oerlikon,2012,21331
Oerlikon,2013,21658
Oerlikon,2014,21895
Oerlikon,2015,21966
Oerlikon,2016,22161
Oerlikon,2017,22815
Oerlikon,2018,23214
Oerlikon,2019,23288
Oerlikon,2020,23548
Oerlikon,2021,23859.73676946474
Oerlikon,2022,24101.802590386964
Oerlikon,2023,24363.60210875711
Oerlikon,2024,24615.185936228143
Oerlikon,2025,26181.03503790266
Oerlikon,2026,26244.853479629164
Oerlikon,2027,26247.453126608925
Oerlikon,2028,26247.453126608925
Oerlikon,2029,26247.453126608925
Oerlikon,2030,26247.453126608925
Oerlikon,2031,26343.644364185384
Oerlikon,2032,26509.066523677797
Oerlikon,2033,26668.33353071706
Oerlikon,2034,26821.67552144676
Oerlikon,2035,26969.319134569363
Oerlikon,2036,27111.498851699875
Oerlikon,2037,27248.41886482648
Oerlikon,2038,27380.274891215337
Oerlikon,2039,27507.271914823188
Oerlikon,2040,27629.602107704093
Oerlikon,2041,27747.455957738544
Oerlikon,2042,27860.99381577612
Oerlikon,2043,27970.377157875955
Oerlikon,2044,28075.771062131113
Oerlikon,2045,28177.338613066313
Oerlikon,2046,28275.21931106803
Oerlikon,2047,28369.55185300611
Oerlikon,2048,28460.474977399776
Oerlikon,2049,28548.135608722594
Oerlikon,2050,28632.65305499804
Seebach,2008,21386
Seebach,2009,21489
Seebach,2010,22037
Seebach,2011,22255
Seebach,2012,23310
Seebach,2013,24008
Seebach,2014,24431
Seebach,2015,24991
Seebach,2016,25198
Seebach,2017,25817
Seebach,2018,25568
Seebach,2019,25806
Seebach,2020,26055.999999999996
Seebach,2021,27109.679084480842
Seebach,2022,27512.399547948866
Seebach,2023,28164.892100591765
Seebach,2024,30746.6901335929
Seebach,2025,32516.721747752657
Seebach,2026,32820.59864613054
Seebach,2027,32838.31095293319
Seebach,2028,32939.08140464578
Seebach,2029,33332.96868652179
Seebach,2030,33529.620530877895
Seebach,2031,33811.65685282277
Seebach,2032,34083.26590045306
Seebach,2033,34344.866427333654
Seebach,2034,34596.87189857337
Seebach,2035,34839.62784612542
Seebach,2036,35073.49547124237
Seebach,2037,35298.83364782894
Seebach,2038,35515.99832498247
Seebach,2039,35725.28760505797
Seebach,2040,35927.01484147066
Seebach,2041,36121.49560561342
Seebach,2042,36309.02638760817
Seebach,2043,36489.84526573775
Seebach,2044,36664.20875720512
Seebach,2045,36832.387691000426
Seebach,2046,36994.651885658124
Seebach,2047,37151.20848433828
Seebach,2048,37302.279015091546
Seebach,2049,37448.07644468196
Seebach,2050,37588.81505089498
Saatlen,2008,6843
Saatlen,2009,7132.000000000001
Saatlen,2010,7175
Saatlen,2011,7130.999999999999
Saatlen,2012,7118
Saatlen,2013,7280
Saatlen,2014,7563
Saatlen,2015,8508
Saatlen,2016,8283
Saatlen,2017,8388
Saatlen,2018,8582
Saatlen,2019,8841
Saatlen,2020,8799.000000000002
Saatlen,2021,9026.307085326753
Saatlen,2022,9244.505245270651
Saatlen,2023,9454.014901948312
Saatlen,2024,10985.02476187209
Saatlen,2025,11052.339752308795
Saatlen,2026,11079.567014917977
Saatlen,2027,11103.810136459553
Saatlen,2028,11735.977723153863
Saatlen,2029,11852.522708379685
Saatlen,2030,11886.446240213072
Saatlen,2031,11903.62277546713
Saatlen,2032,11919.222621028533
Saatlen,2033,11933.325047127288
Saatlen,2034,11945.99108118374
Saatlen,2035,11957.27997724009
Saatlen,2036,11967.272338211085
Saatlen,2037,11975.993278530437
Saatlen,2038,11983.53068186328
Saatlen,2039,11989.920598203156
Saatlen,2040,11995.226696651447
Saatlen,2041,11999.482584838162
Saatlen,2042,12002.754894602771
Saatlen,2043,12005.071792337672
Saatlen,2044,12006.469072103104
Saatlen,2045,12007.0068794465
Saatlen,2046,12007.0068794465
Saatlen,2047,12007.0068794465
Saatlen,2048,12007.0068794465
Saatlen,2049,12007.0068794465
Saatlen,2050,12007.0068794465
Schwamendingen-Mitte,2008,10864
Schwamendingen-Mitte,2009,10857
Schwamendingen-Mitte,2010,10903
Schwamendingen-Mitte,2011,10863
Schwamendingen-Mitte,2012,10934
Schwamendingen-Mitte,2013,11209
Schwamendingen-Mitte,2014,11301
Schwamendingen-Mitte,2015,11315
Schwamendingen-Mitte,2016,11076
Schwamendingen-Mitte,2017,11012
Schwamendingen-Mitte,2018,11100
Schwamendingen-Mitte,2019,11261
Schwamendingen-Mitte,2020,11083
Schwamendingen-Mitte,2021,11278.909236071864
Schwamendingen-Mitte,2022,11485.524200220363
Schwamendingen-Mitte,2023,11646.253433009886
Schwamendingen-Mitte,2024,12090.685234898858
Schwamendingen-Mitte,2025,12518.809264778596
Schwamendingen-Mitte,2026,12749.392929638867
Schwamendingen-Mitte,2027,12763.708459413741
Schwamendingen-Mitte,2028,13663.249478928396
Schwamendingen-Mitte,2029,13884.133189770695
Schwamendingen-Mitte,2030,13991.75080438338
Schwamendingen-Mitte,2031,14075.475012152194
Schwamendingen-Mitte,2032,14155.879117446784
Schwamendingen-Mitte,2033,14233.088002740016
Schwamendingen-Mitte,2034,14307.227210297235
Schwamendingen-Mitte,2035,14378.43267708473
Schwamendingen-Mitte,2036,14446.817694297824
Schwamendingen-Mitte,2037,14512.484954902244
Schwamendingen-Mitte,2038,14575.553412914473
Schwamendingen-Mitte,2039,14636.136881575021
Schwamendingen-Mitte,2040,14694.333200968405
Schwamendingen-Mitte,2041,14750.23048639762
Schwamendingen-Mitte,2042,14803.918074017427
Schwamendingen-Mitte,2043,14855.482645770568
Schwamendingen-Mitte,2044,14905.022431070243
Schwamendingen-Mitte,2045,14952.60880671239
Schwamendingen-Mitte,2046,14998.318913588548
Schwamendingen-Mitte,2047,15042.226424519824
Schwamendingen-Mitte,2048,15084.40185698531
Schwamendingen-Mitte,2049,15124.928244025683
Schwamendingen-Mitte,2050,15163.867602177557
Hirzenbach,2008,11478
Hirzenbach,2009,11610
Hirzenbach,2010,11459
Hirzenbach,2011,11516
Hirzenbach,2012,11404
Hirzenbach,2013,11153
Hirzenbach,2014,11679
Hirzenbach,2015,11930
Hirzenbach,2016,12463
Hirzenbach,2017,12627
Hirzenbach,2018,12801
Hirzenbach,2019,13129
Hirzenbach,2020,12963
Hirzenbach,2021,13313.412674887217
Hirzenbach,2022,13649.647333061781
Hirzenbach,2023,14598.809227266993
Hirzenbach,2024,15217.108484539825
Hirzenbach,2025,15814.24475480141
Hirzenbach,2026,15838.343891089824
Hirzenbach,2027,15854.417644616704
Hirzenbach,2028,16008.581344729284
Hirzenbach,2029,16157.404617347627
Hirzenbach,2030,16301.10507720721
Hirzenbach,2031,16439.887860161416
Hirzenbach,2032,16573.943723667726
Hirzenbach,2033,16703.44203780464
Hirzenbach,2034,16828.562448254743
Hirzenbach,2035,16949.47892909778
Hirzenbach,2036,17066.35746248265
Hirzenbach,2037,17179.361974375053
Hirzenbach,2038,17288.636405210505
Hirzenbach,2039,17394.338861986875
Hirzenbach,2040,17496.582046743708
Hirzenbach,2041,17595.51200311952
Hirzenbach,2042,17691.259304376836
Hirzenbach,2043,17783.94399461066
Hirzenbach,2044,17873.68916947287
Hirzenbach,2045,17960.603043980933
Hirzenbach,2046,18044.814553869237
Hirzenbach,2047,18126.40330267412
Hirzenbach,2048,18219.67795240238
Hirzenbach,2049,18367.236636986258
Hirzenbach,2050,18508.781593399937
