district,year,age,origin,fer
Kreis 1,2021,15,Swiss,0
Kreis 1,2021,15,foreign,0
Kreis 1,2021,16,Swiss,0.1052
Kreis 1,2021,16,foreign,0.0412
Kreis 1,2021,17,Swiss,0.2098
Kreis 1,2021,17,foreign,0.1758
Kreis 1,2021,18,Swiss,0.2973
Kreis 1,2021,18,foreign,0.3873
Kreis 1,2021,19,Swiss,0.3652
Kreis 1,2021,19,foreign,0.687
Kreis 1,2021,20,Swiss,0.4181
Kreis 1,2021,20,foreign,1.0537
Kreis 1,2021,21,Swiss,0.4654
Kreis 1,2021,21,foreign,1.443
Kreis 1,2021,22,Swiss,0.5174
Kreis 1,2021,22,foreign,1.8079
Kreis 1,2021,23,Swiss,0.5847
Kreis 1,2021,23,foreign,2.1197
Kreis 1,2021,24,Swiss,0.6785
Kreis 1,2021,24,foreign,2.3805
Kreis 1,2021,25,Swiss,0.8152
Kreis 1,2021,25,foreign,2.6209
Kreis 1,2021,26,Swiss,1.0211
Kreis 1,2021,26,foreign,2.8851
Kreis 1,2021,27,Swiss,1.3339
Kreis 1,2021,27,foreign,3.2109
Kreis 1,2021,28,Swiss,1.7977
Kreis 1,2021,28,foreign,3.6122
Kreis 1,2021,29,Swiss,2.4506
Kreis 1,2021,29,foreign,4.0736
Kreis 1,2021,30,Swiss,3.3067
Kreis 1,2021,30,foreign,4.5562
Kreis 1,2021,31,Swiss,4.3378
Kreis 1,2021,31,foreign,5.0133
Kreis 1,2021,32,Swiss,5.4627
Kreis 1,2021,32,foreign,5.4068
Kreis 1,2021,33,Swiss,6.5508
Kreis 1,2021,33,foreign,5.7181
Kreis 1,2021,34,Swiss,7.4426
Kreis 1,2021,34,foreign,5.947
Kreis 1,2021,35,Swiss,7.9837
Kreis 1,2021,35,foreign,6.1023
Kreis 1,2021,36,Swiss,8.0641
Kreis 1,2021,36,foreign,6.1875
Kreis 1,2021,37,Swiss,7.6505
Kreis 1,2021,37,foreign,6.1899
Kreis 1,2021,38,Swiss,6.8
Kreis 1,2021,38,foreign,6.0795
Kreis 1,2021,39,Swiss,5.6489
Kreis 1,2021,39,foreign,5.8186
Kreis 1,2021,40,Swiss,4.3795
Kreis 1,2021,40,foreign,5.3783
Kreis 1,2021,41,Swiss,3.1739
Kreis 1,2021,41,foreign,4.756
Kreis 1,2021,42,Swiss,2.1696
Kreis 1,2021,42,foreign,3.9861
Kreis 1,2021,43,Swiss,1.4316
Kreis 1,2021,43,foreign,3.1374
Kreis 1,2021,44,Swiss,0.9489
Kreis 1,2021,44,foreign,2.2978
Kreis 1,2021,45,Swiss,0.6549
Kreis 1,2021,45,foreign,1.5505
Kreis 1,2021,46,Swiss,0.4617
Kreis 1,2021,46,foreign,0.9502
Kreis 1,2021,47,Swiss,0.2953
Kreis 1,2021,47,foreign,0.5064
Kreis 1,2021,48,Swiss,0.1171
Kreis 1,2021,48,foreign,0.1841
Kreis 1,2021,49,Swiss,0
Kreis 1,2021,49,foreign,0
Kreis 1,2022,15,Swiss,0
Kreis 1,2022,15,foreign,0
Kreis 1,2022,16,Swiss,0.1028
Kreis 1,2022,16,foreign,0.0394
Kreis 1,2022,17,Swiss,0.2043
Kreis 1,2022,17,foreign,0.1705
Kreis 1,2022,18,Swiss,0.2915
Kreis 1,2022,18,foreign,0.3802
Kreis 1,2022,19,Swiss,0.362
Kreis 1,2022,19,foreign,0.6796
Kreis 1,2022,20,Swiss,0.4186
Kreis 1,2022,20,foreign,1.0465
Kreis 1,2022,21,Swiss,0.4679
Kreis 1,2022,21,foreign,1.4354
Kreis 1,2022,22,Swiss,0.5187
Kreis 1,2022,22,foreign,1.798
Kreis 1,2022,23,Swiss,0.5808
Kreis 1,2022,23,foreign,2.1056
Kreis 1,2022,24,Swiss,0.6671
Kreis 1,2022,24,foreign,2.3611
Kreis 1,2022,25,Swiss,0.797
Kreis 1,2022,25,foreign,2.5966
Kreis 1,2022,26,Swiss,0.9997
Kreis 1,2022,26,foreign,2.8583
Kreis 1,2022,27,Swiss,1.3146
Kreis 1,2022,27,foreign,3.1852
Kreis 1,2022,28,Swiss,1.7855
Kreis 1,2022,28,foreign,3.5915
Kreis 1,2022,29,Swiss,2.4475
Kreis 1,2022,29,foreign,4.0608
Kreis 1,2022,30,Swiss,3.311
Kreis 1,2022,30,foreign,4.5527
Kreis 1,2022,31,Swiss,4.3439
Kreis 1,2022,31,foreign,5.0192
Kreis 1,2022,32,Swiss,5.4637
Kreis 1,2022,32,foreign,5.4213
Kreis 1,2022,33,Swiss,6.5406
Kreis 1,2022,33,foreign,5.7401
Kreis 1,2022,34,Swiss,7.4182
Kreis 1,2022,34,foreign,5.9762
Kreis 1,2022,35,Swiss,7.9464
Kreis 1,2022,35,foreign,6.1389
Kreis 1,2022,36,Swiss,8.0191
Kreis 1,2022,36,foreign,6.2318
Kreis 1,2022,37,Swiss,7.605
Kreis 1,2022,37,foreign,6.2418
Kreis 1,2022,38,Swiss,6.7608
Kreis 1,2022,38,foreign,6.1372
Kreis 1,2022,39,Swiss,5.6202
Kreis 1,2022,39,foreign,5.8786
Kreis 1,2022,40,Swiss,4.3621
Kreis 1,2022,40,foreign,5.4356
Kreis 1,2022,41,Swiss,3.1652
Kreis 1,2022,41,foreign,4.8054
Kreis 1,2022,42,Swiss,2.1652
Kreis 1,2022,42,foreign,4.0234
Kreis 1,2022,43,Swiss,1.4272
Kreis 1,2022,43,foreign,3.1605
Kreis 1,2022,44,Swiss,0.9418
Kreis 1,2022,44,foreign,2.3073
Kreis 1,2022,45,Swiss,0.645
Kreis 1,2022,45,foreign,1.5499
Kreis 1,2022,46,Swiss,0.4511
Kreis 1,2022,46,foreign,0.9442
Kreis 1,2022,47,Swiss,0.2872
Kreis 1,2022,47,foreign,0.5001
Kreis 1,2022,48,Swiss,0.1143
Kreis 1,2022,48,foreign,0.1815
Kreis 1,2022,49,Swiss,0
Kreis 1,2022,49,foreign,0
Kreis 1,2023,15,Swiss,0
Kreis 1,2023,15,foreign,0
Kreis 1,2023,16,Swiss,0.1006
Kreis 1,2023,16,foreign,0.0378
Kreis 1,2023,17,Swiss,0.1991
Kreis 1,2023,17,foreign,0.1656
Kreis 1,2023,18,Swiss,0.286
Kreis 1,2023,18,foreign,0.3734
Kreis 1,2023,19,Swiss,0.3589
Kreis 1,2023,19,foreign,0.6724
Kreis 1,2023,20,Swiss,0.419
Kreis 1,2023,20,foreign,1.0395
Kreis 1,2023,21,Swiss,0.4705
Kreis 1,2023,21,foreign,1.4278
Kreis 1,2023,22,Swiss,0.5201
Kreis 1,2023,22,foreign,1.7881
Kreis 1,2023,23,Swiss,0.5774
Kreis 1,2023,23,foreign,2.0914
Kreis 1,2023,24,Swiss,0.6566
Kreis 1,2023,24,foreign,2.3415
Kreis 1,2023,25,Swiss,0.7799
Kreis 1,2023,25,foreign,2.5722
Kreis 1,2023,26,Swiss,0.9796
Kreis 1,2023,26,foreign,2.8315
Kreis 1,2023,27,Swiss,1.2966
Kreis 1,2023,27,foreign,3.1594
Kreis 1,2023,28,Swiss,1.7741
Kreis 1,2023,28,foreign,3.5707
Kreis 1,2023,29,Swiss,2.4448
Kreis 1,2023,29,foreign,4.0479
Kreis 1,2023,30,Swiss,3.3151
Kreis 1,2023,30,foreign,4.5493
Kreis 1,2023,31,Swiss,4.3498
Kreis 1,2023,31,foreign,5.0251
Kreis 1,2023,32,Swiss,5.4644
Kreis 1,2023,32,foreign,5.4357
Kreis 1,2023,33,Swiss,6.5302
Kreis 1,2023,33,foreign,5.7621
Kreis 1,2023,34,Swiss,7.3938
Kreis 1,2023,34,foreign,6.0054
Kreis 1,2023,35,Swiss,7.9092
Kreis 1,2023,35,foreign,6.1755
Kreis 1,2023,36,Swiss,7.9743
Kreis 1,2023,36,foreign,6.2762
Kreis 1,2023,37,Swiss,7.5596
Kreis 1,2023,37,foreign,6.2936
Kreis 1,2023,38,Swiss,6.7215
Kreis 1,2023,38,foreign,6.1949
Kreis 1,2023,39,Swiss,5.5913
Kreis 1,2023,39,foreign,5.9385
Kreis 1,2023,40,Swiss,4.3445
Kreis 1,2023,40,foreign,5.4929
Kreis 1,2023,41,Swiss,3.1564
Kreis 1,2023,41,foreign,4.8549
Kreis 1,2023,42,Swiss,2.1609
Kreis 1,2023,42,foreign,4.0608
Kreis 1,2023,43,Swiss,1.4231
Kreis 1,2023,43,foreign,3.1836
Kreis 1,2023,44,Swiss,0.9353
Kreis 1,2023,44,foreign,2.3169
Kreis 1,2023,45,Swiss,0.6357
Kreis 1,2023,45,foreign,1.5492
Kreis 1,2023,46,Swiss,0.441
Kreis 1,2023,46,foreign,0.9381
Kreis 1,2023,47,Swiss,0.2795
Kreis 1,2023,47,foreign,0.4939
Kreis 1,2023,48,Swiss,0.1118
Kreis 1,2023,48,foreign,0.1789
Kreis 1,2023,49,Swiss,0
Kreis 1,2023,49,foreign,0
Kreis 1,2024,15,Swiss,0
Kreis 1,2024,15,foreign,0
Kreis 1,2024,16,Swiss,0.0985
Kreis 1,2024,16,foreign,0.0365
Kreis 1,2024,17,Swiss,0.1941
Kreis 1,2024,17,foreign,0.161
Kreis 1,2024,18,Swiss,0.2808
Kreis 1,2024,18,foreign,0.367
Kreis 1,2024,19,Swiss,0.356
Kreis 1,2024,19,foreign,0.6655
Kreis 1,2024,20,Swiss,0.4193
Kreis 1,2024,20,foreign,1.0327
Kreis 1,2024,21,Swiss,0.4729
Kreis 1,2024,21,foreign,1.4202
Kreis 1,2024,22,Swiss,0.5216
Kreis 1,2024,22,foreign,1.7781
Kreis 1,2024,23,Swiss,0.5744
Kreis 1,2024,23,foreign,2.0771
Kreis 1,2024,24,Swiss,0.647
Kreis 1,2024,24,foreign,2.3219
Kreis 1,2024,25,Swiss,0.7641
Kreis 1,2024,25,foreign,2.5478
Kreis 1,2024,26,Swiss,0.9609
Kreis 1,2024,26,foreign,2.8047
Kreis 1,2024,27,Swiss,1.2799
Kreis 1,2024,27,foreign,3.1339
Kreis 1,2024,28,Swiss,1.7636
Kreis 1,2024,28,foreign,3.55
Kreis 1,2024,29,Swiss,2.4425
Kreis 1,2024,29,foreign,4.035
Kreis 1,2024,30,Swiss,3.3192
Kreis 1,2024,30,foreign,4.5457
Kreis 1,2024,31,Swiss,4.3554
Kreis 1,2024,31,foreign,5.0309
Kreis 1,2024,32,Swiss,5.4648
Kreis 1,2024,32,foreign,5.4501
Kreis 1,2024,33,Swiss,6.5196
Kreis 1,2024,33,foreign,5.7841
Kreis 1,2024,34,Swiss,7.3694
Kreis 1,2024,34,foreign,6.0346
Kreis 1,2024,35,Swiss,7.8723
Kreis 1,2024,35,foreign,6.2122
Kreis 1,2024,36,Swiss,7.9297
Kreis 1,2024,36,foreign,6.3207
Kreis 1,2024,37,Swiss,7.5143
Kreis 1,2024,37,foreign,6.3455
Kreis 1,2024,38,Swiss,6.6821
Kreis 1,2024,38,foreign,6.2525
Kreis 1,2024,39,Swiss,5.5623
Kreis 1,2024,39,foreign,5.9984
Kreis 1,2024,40,Swiss,4.3266
Kreis 1,2024,40,foreign,5.5502
Kreis 1,2024,41,Swiss,3.1475
Kreis 1,2024,41,foreign,4.9043
Kreis 1,2024,42,Swiss,2.1568
Kreis 1,2024,42,foreign,4.0981
Kreis 1,2024,43,Swiss,1.4194
Kreis 1,2024,43,foreign,3.2067
Kreis 1,2024,44,Swiss,0.9293
Kreis 1,2024,44,foreign,2.3265
Kreis 1,2024,45,Swiss,0.627
Kreis 1,2024,45,foreign,1.5486
Kreis 1,2024,46,Swiss,0.4315
Kreis 1,2024,46,foreign,0.9321
Kreis 1,2024,47,Swiss,0.2722
Kreis 1,2024,47,foreign,0.4876
Kreis 1,2024,48,Swiss,0.1095
Kreis 1,2024,48,foreign,0.1763
Kreis 1,2024,49,Swiss,0
Kreis 1,2024,49,foreign,0
Kreis 1,2025,15,Swiss,8e-4
Kreis 1,2025,15,foreign,0
Kreis 1,2025,16,Swiss,0.0967
Kreis 1,2025,16,foreign,0.0353
Kreis 1,2025,17,Swiss,0.1895
Kreis 1,2025,17,foreign,0.1568
Kreis 1,2025,18,Swiss,0.2759
Kreis 1,2025,18,foreign,0.361
Kreis 1,2025,19,Swiss,0.3532
Kreis 1,2025,19,foreign,0.659
Kreis 1,2025,20,Swiss,0.4197
Kreis 1,2025,20,foreign,1.0261
Kreis 1,2025,21,Swiss,0.4754
Kreis 1,2025,21,foreign,1.4127
Kreis 1,2025,22,Swiss,0.5232
Kreis 1,2025,22,foreign,1.768
Kreis 1,2025,23,Swiss,0.5718
Kreis 1,2025,23,foreign,2.0627
Kreis 1,2025,24,Swiss,0.6382
Kreis 1,2025,24,foreign,2.3021
Kreis 1,2025,25,Swiss,0.7496
Kreis 1,2025,25,foreign,2.5234
Kreis 1,2025,26,Swiss,0.9436
Kreis 1,2025,26,foreign,2.778
Kreis 1,2025,27,Swiss,1.2643
Kreis 1,2025,27,foreign,3.1083
Kreis 1,2025,28,Swiss,1.754
Kreis 1,2025,28,foreign,3.5294
Kreis 1,2025,29,Swiss,2.4405
Kreis 1,2025,29,foreign,4.0222
Kreis 1,2025,30,Swiss,3.3232
Kreis 1,2025,30,foreign,4.5422
Kreis 1,2025,31,Swiss,4.3606
Kreis 1,2025,31,foreign,5.0367
Kreis 1,2025,32,Swiss,5.4649
Kreis 1,2025,32,foreign,5.4644
Kreis 1,2025,33,Swiss,6.509
Kreis 1,2025,33,foreign,5.8061
Kreis 1,2025,34,Swiss,7.3452
Kreis 1,2025,34,foreign,6.0639
Kreis 1,2025,35,Swiss,7.8358
Kreis 1,2025,35,foreign,6.2489
Kreis 1,2025,36,Swiss,7.8855
Kreis 1,2025,36,foreign,6.3651
Kreis 1,2025,37,Swiss,7.4692
Kreis 1,2025,37,foreign,6.3974
Kreis 1,2025,38,Swiss,6.6427
Kreis 1,2025,38,foreign,6.3101
Kreis 1,2025,39,Swiss,5.533
Kreis 1,2025,39,foreign,6.0582
Kreis 1,2025,40,Swiss,4.3085
Kreis 1,2025,40,foreign,5.6074
Kreis 1,2025,41,Swiss,3.1384
Kreis 1,2025,41,foreign,4.9538
Kreis 1,2025,42,Swiss,2.1526
Kreis 1,2025,42,foreign,4.1355
Kreis 1,2025,43,Swiss,1.4159
Kreis 1,2025,43,foreign,3.2299
Kreis 1,2025,44,Swiss,0.9237
Kreis 1,2025,44,foreign,2.3362
Kreis 1,2025,45,Swiss,0.6189
Kreis 1,2025,45,foreign,1.5479
Kreis 1,2025,46,Swiss,0.4226
Kreis 1,2025,46,foreign,0.9261
Kreis 1,2025,47,Swiss,0.2654
Kreis 1,2025,47,foreign,0.4813
Kreis 1,2025,48,Swiss,0.1075
Kreis 1,2025,48,foreign,0.1736
Kreis 1,2025,49,Swiss,0
Kreis 1,2025,49,foreign,0
Kreis 1,2026,15,Swiss,0.0033
Kreis 1,2026,15,foreign,0
Kreis 1,2026,16,Swiss,0.0951
Kreis 1,2026,16,foreign,0.0344
Kreis 1,2026,17,Swiss,0.1851
Kreis 1,2026,17,foreign,0.153
Kreis 1,2026,18,Swiss,0.2712
Kreis 1,2026,18,foreign,0.3556
Kreis 1,2026,19,Swiss,0.3506
Kreis 1,2026,19,foreign,0.6531
Kreis 1,2026,20,Swiss,0.4201
Kreis 1,2026,20,foreign,1.0198
Kreis 1,2026,21,Swiss,0.4777
Kreis 1,2026,21,foreign,1.4054
Kreis 1,2026,22,Swiss,0.5248
Kreis 1,2026,22,foreign,1.7579
Kreis 1,2026,23,Swiss,0.5696
Kreis 1,2026,23,foreign,2.0481
Kreis 1,2026,24,Swiss,0.6302
Kreis 1,2026,24,foreign,2.2823
Kreis 1,2026,25,Swiss,0.7362
Kreis 1,2026,25,foreign,2.499
Kreis 1,2026,26,Swiss,0.9277
Kreis 1,2026,26,foreign,2.7513
Kreis 1,2026,27,Swiss,1.2501
Kreis 1,2026,27,foreign,3.0829
Kreis 1,2026,28,Swiss,1.7452
Kreis 1,2026,28,foreign,3.5088
Kreis 1,2026,29,Swiss,2.439
Kreis 1,2026,29,foreign,4.0094
Kreis 1,2026,30,Swiss,3.3273
Kreis 1,2026,30,foreign,4.5386
Kreis 1,2026,31,Swiss,4.3656
Kreis 1,2026,31,foreign,5.0424
Kreis 1,2026,32,Swiss,5.4647
Kreis 1,2026,32,foreign,5.4787
Kreis 1,2026,33,Swiss,6.4982
Kreis 1,2026,33,foreign,5.8281
Kreis 1,2026,34,Swiss,7.3211
Kreis 1,2026,34,foreign,6.0932
Kreis 1,2026,35,Swiss,7.7993
Kreis 1,2026,35,foreign,6.2856
Kreis 1,2026,36,Swiss,7.8413
Kreis 1,2026,36,foreign,6.4096
Kreis 1,2026,37,Swiss,7.4241
Kreis 1,2026,37,foreign,6.4493
Kreis 1,2026,38,Swiss,6.6032
Kreis 1,2026,38,foreign,6.3677
Kreis 1,2026,39,Swiss,5.5035
Kreis 1,2026,39,foreign,6.118
Kreis 1,2026,40,Swiss,4.2902
Kreis 1,2026,40,foreign,5.6646
Kreis 1,2026,41,Swiss,3.1293
Kreis 1,2026,41,foreign,5.0032
Kreis 1,2026,42,Swiss,2.1486
Kreis 1,2026,42,foreign,4.1729
Kreis 1,2026,43,Swiss,1.4128
Kreis 1,2026,43,foreign,3.2531
Kreis 1,2026,44,Swiss,0.9186
Kreis 1,2026,44,foreign,2.3458
Kreis 1,2026,45,Swiss,0.6113
Kreis 1,2026,45,foreign,1.5473
Kreis 1,2026,46,Swiss,0.4141
Kreis 1,2026,46,foreign,0.9201
Kreis 1,2026,47,Swiss,0.259
Kreis 1,2026,47,foreign,0.475
Kreis 1,2026,48,Swiss,0.1057
Kreis 1,2026,48,foreign,0.171
Kreis 1,2026,49,Swiss,0
Kreis 1,2026,49,foreign,0
Kreis 1,2027,15,Swiss,0.0058
Kreis 1,2027,15,foreign,0
Kreis 1,2027,16,Swiss,0.0936
Kreis 1,2027,16,foreign,0.0336
Kreis 1,2027,17,Swiss,0.1811
Kreis 1,2027,17,foreign,0.1496
Kreis 1,2027,18,Swiss,0.2668
Kreis 1,2027,18,foreign,0.3507
Kreis 1,2027,19,Swiss,0.348
Kreis 1,2027,19,foreign,0.6476
Kreis 1,2027,20,Swiss,0.4204
Kreis 1,2027,20,foreign,1.0139
Kreis 1,2027,21,Swiss,0.48
Kreis 1,2027,21,foreign,1.3981
Kreis 1,2027,22,Swiss,0.5266
Kreis 1,2027,22,foreign,1.7477
Kreis 1,2027,23,Swiss,0.5679
Kreis 1,2027,23,foreign,2.0334
Kreis 1,2027,24,Swiss,0.6231
Kreis 1,2027,24,foreign,2.2624
Kreis 1,2027,25,Swiss,0.7241
Kreis 1,2027,25,foreign,2.4746
Kreis 1,2027,26,Swiss,0.9131
Kreis 1,2027,26,foreign,2.7248
Kreis 1,2027,27,Swiss,1.237
Kreis 1,2027,27,foreign,3.0576
Kreis 1,2027,28,Swiss,1.7374
Kreis 1,2027,28,foreign,3.4883
Kreis 1,2027,29,Swiss,2.4378
Kreis 1,2027,29,foreign,3.9965
Kreis 1,2027,30,Swiss,3.3313
Kreis 1,2027,30,foreign,4.5348
Kreis 1,2027,31,Swiss,4.3703
Kreis 1,2027,31,foreign,5.048
Kreis 1,2027,32,Swiss,5.4643
Kreis 1,2027,32,foreign,5.4929
Kreis 1,2027,33,Swiss,6.4872
Kreis 1,2027,33,foreign,5.8502
Kreis 1,2027,34,Swiss,7.2969
Kreis 1,2027,34,foreign,6.1226
Kreis 1,2027,35,Swiss,7.7629
Kreis 1,2027,35,foreign,6.3225
Kreis 1,2027,36,Swiss,7.7973
Kreis 1,2027,36,foreign,6.4542
Kreis 1,2027,37,Swiss,7.3789
Kreis 1,2027,37,foreign,6.5011
Kreis 1,2027,38,Swiss,6.5635
Kreis 1,2027,38,foreign,6.4247
Kreis 1,2027,39,Swiss,5.4738
Kreis 1,2027,39,foreign,6.1771
Kreis 1,2027,40,Swiss,4.2718
Kreis 1,2027,40,foreign,5.721
Kreis 1,2027,41,Swiss,3.1202
Kreis 1,2027,41,foreign,5.0519
Kreis 1,2027,42,Swiss,2.1449
Kreis 1,2027,42,foreign,4.2097
Kreis 1,2027,43,Swiss,1.4102
Kreis 1,2027,43,foreign,3.2761
Kreis 1,2027,44,Swiss,0.9141
Kreis 1,2027,44,foreign,2.3555
Kreis 1,2027,45,Swiss,0.6043
Kreis 1,2027,45,foreign,1.5468
Kreis 1,2027,46,Swiss,0.4062
Kreis 1,2027,46,foreign,0.9143
Kreis 1,2027,47,Swiss,0.2529
Kreis 1,2027,47,foreign,0.4689
Kreis 1,2027,48,Swiss,0.1042
Kreis 1,2027,48,foreign,0.1684
Kreis 1,2027,49,Swiss,0
Kreis 1,2027,49,foreign,0
Kreis 1,2028,15,Swiss,0.0083
Kreis 1,2028,15,foreign,0
Kreis 1,2028,16,Swiss,0.0924
Kreis 1,2028,16,foreign,0.033
Kreis 1,2028,17,Swiss,0.1773
Kreis 1,2028,17,foreign,0.1468
Kreis 1,2028,18,Swiss,0.2627
Kreis 1,2028,18,foreign,0.3465
Kreis 1,2028,19,Swiss,0.3457
Kreis 1,2028,19,foreign,0.6426
Kreis 1,2028,20,Swiss,0.4208
Kreis 1,2028,20,foreign,1.0081
Kreis 1,2028,21,Swiss,0.4822
Kreis 1,2028,21,foreign,1.3908
Kreis 1,2028,22,Swiss,0.5284
Kreis 1,2028,22,foreign,1.7373
Kreis 1,2028,23,Swiss,0.5666
Kreis 1,2028,23,foreign,2.0186
Kreis 1,2028,24,Swiss,0.6169
Kreis 1,2028,24,foreign,2.2424
Kreis 1,2028,25,Swiss,0.7132
Kreis 1,2028,25,foreign,2.4504
Kreis 1,2028,26,Swiss,0.8999
Kreis 1,2028,26,foreign,2.6985
Kreis 1,2028,27,Swiss,1.2252
Kreis 1,2028,27,foreign,3.0325
Kreis 1,2028,28,Swiss,1.7304
Kreis 1,2028,28,foreign,3.4678
Kreis 1,2028,29,Swiss,2.4371
Kreis 1,2028,29,foreign,3.9834
Kreis 1,2028,30,Swiss,3.3353
Kreis 1,2028,30,foreign,4.5308
Kreis 1,2028,31,Swiss,4.3748
Kreis 1,2028,31,foreign,5.0534
Kreis 1,2028,32,Swiss,5.4635
Kreis 1,2028,32,foreign,5.5073
Kreis 1,2028,33,Swiss,6.4761
Kreis 1,2028,33,foreign,5.8726
Kreis 1,2028,34,Swiss,7.2728
Kreis 1,2028,34,foreign,6.1526
Kreis 1,2028,35,Swiss,7.7268
Kreis 1,2028,35,foreign,6.3598
Kreis 1,2028,36,Swiss,7.7535
Kreis 1,2028,36,foreign,6.4985
Kreis 1,2028,37,Swiss,7.334
Kreis 1,2028,37,foreign,6.5517
Kreis 1,2028,38,Swiss,6.5238
Kreis 1,2028,38,foreign,6.48
Kreis 1,2028,39,Swiss,5.4439
Kreis 1,2028,39,foreign,6.2336
Kreis 1,2028,40,Swiss,4.2531
Kreis 1,2028,40,foreign,5.7745
Kreis 1,2028,41,Swiss,3.1109
Kreis 1,2028,41,foreign,5.0979
Kreis 1,2028,42,Swiss,2.1412
Kreis 1,2028,42,foreign,4.2446
Kreis 1,2028,43,Swiss,1.4078
Kreis 1,2028,43,foreign,3.2979
Kreis 1,2028,44,Swiss,0.9101
Kreis 1,2028,44,foreign,2.3649
Kreis 1,2028,45,Swiss,0.5979
Kreis 1,2028,45,foreign,1.5468
Kreis 1,2028,46,Swiss,0.3989
Kreis 1,2028,46,foreign,0.9092
Kreis 1,2028,47,Swiss,0.2473
Kreis 1,2028,47,foreign,0.4633
Kreis 1,2028,48,Swiss,0.1029
Kreis 1,2028,48,foreign,0.1658
Kreis 1,2028,49,Swiss,0
Kreis 1,2028,49,foreign,0
Kreis 1,2029,15,Swiss,0.0109
Kreis 1,2029,15,foreign,0
Kreis 1,2029,16,Swiss,0.0914
Kreis 1,2029,16,foreign,0.0326
Kreis 1,2029,17,Swiss,0.1738
Kreis 1,2029,17,foreign,0.1445
Kreis 1,2029,18,Swiss,0.2588
Kreis 1,2029,18,foreign,0.3429
Kreis 1,2029,19,Swiss,0.3434
Kreis 1,2029,19,foreign,0.6381
Kreis 1,2029,20,Swiss,0.4211
Kreis 1,2029,20,foreign,1.0026
Kreis 1,2029,21,Swiss,0.4844
Kreis 1,2029,21,foreign,1.3834
Kreis 1,2029,22,Swiss,0.5303
Kreis 1,2029,22,foreign,1.7267
Kreis 1,2029,23,Swiss,0.5657
Kreis 1,2029,23,foreign,2.0035
Kreis 1,2029,24,Swiss,0.6115
Kreis 1,2029,24,foreign,2.2225
Kreis 1,2029,25,Swiss,0.7035
Kreis 1,2029,25,foreign,2.4264
Kreis 1,2029,26,Swiss,0.8881
Kreis 1,2029,26,foreign,2.6725
Kreis 1,2029,27,Swiss,1.2147
Kreis 1,2029,27,foreign,3.0075
Kreis 1,2029,28,Swiss,1.7243
Kreis 1,2029,28,foreign,3.4472
Kreis 1,2029,29,Swiss,2.4367
Kreis 1,2029,29,foreign,3.97
Kreis 1,2029,30,Swiss,3.3392
Kreis 1,2029,30,foreign,4.5264
Kreis 1,2029,31,Swiss,4.3789
Kreis 1,2029,31,foreign,5.0586
Kreis 1,2029,32,Swiss,5.4624
Kreis 1,2029,32,foreign,5.5217
Kreis 1,2029,33,Swiss,6.4648
Kreis 1,2029,33,foreign,5.8955
Kreis 1,2029,34,Swiss,7.2488
Kreis 1,2029,34,foreign,6.1831
Kreis 1,2029,35,Swiss,7.6908
Kreis 1,2029,35,foreign,6.3974
Kreis 1,2029,36,Swiss,7.7099
Kreis 1,2029,36,foreign,6.5425
Kreis 1,2029,37,Swiss,7.2891
Kreis 1,2029,37,foreign,6.6012
Kreis 1,2029,38,Swiss,6.484
Kreis 1,2029,38,foreign,6.533
Kreis 1,2029,39,Swiss,5.4138
Kreis 1,2029,39,foreign,6.2873
Kreis 1,2029,40,Swiss,4.2342
Kreis 1,2029,40,foreign,5.8251
Kreis 1,2029,41,Swiss,3.1015
Kreis 1,2029,41,foreign,5.1413
Kreis 1,2029,42,Swiss,2.1376
Kreis 1,2029,42,foreign,4.2775
Kreis 1,2029,43,Swiss,1.4057
Kreis 1,2029,43,foreign,3.3187
Kreis 1,2029,44,Swiss,0.9065
Kreis 1,2029,44,foreign,2.3742
Kreis 1,2029,45,Swiss,0.592
Kreis 1,2029,45,foreign,1.5472
Kreis 1,2029,46,Swiss,0.392
Kreis 1,2029,46,foreign,0.9047
Kreis 1,2029,47,Swiss,0.2421
Kreis 1,2029,47,foreign,0.4581
Kreis 1,2029,48,Swiss,0.1019
Kreis 1,2029,48,foreign,0.1632
Kreis 1,2029,49,Swiss,0
Kreis 1,2029,49,foreign,0
Kreis 1,2030,15,Swiss,0.0134
Kreis 1,2030,15,foreign,0
Kreis 1,2030,16,Swiss,0.0905
Kreis 1,2030,16,foreign,0.0323
Kreis 1,2030,17,Swiss,0.1707
Kreis 1,2030,17,foreign,0.1427
Kreis 1,2030,18,Swiss,0.2553
Kreis 1,2030,18,foreign,0.3399
Kreis 1,2030,19,Swiss,0.3413
Kreis 1,2030,19,foreign,0.6341
Kreis 1,2030,20,Swiss,0.4213
Kreis 1,2030,20,foreign,0.9973
Kreis 1,2030,21,Swiss,0.4864
Kreis 1,2030,21,foreign,1.3758
Kreis 1,2030,22,Swiss,0.5322
Kreis 1,2030,22,foreign,1.7158
Kreis 1,2030,23,Swiss,0.5652
Kreis 1,2030,23,foreign,1.9883
Kreis 1,2030,24,Swiss,0.607
Kreis 1,2030,24,foreign,2.2026
Kreis 1,2030,25,Swiss,0.695
Kreis 1,2030,25,foreign,2.4026
Kreis 1,2030,26,Swiss,0.8777
Kreis 1,2030,26,foreign,2.6468
Kreis 1,2030,27,Swiss,1.2054
Kreis 1,2030,27,foreign,2.9827
Kreis 1,2030,28,Swiss,1.719
