year,age,sex,mor
2025,118,male,100
2025,118,female,100
2025,119,male,100
2025,119,female,100
2025,120,male,100
2025,120,female,100
2026,0,male,0.3875
2026,0,female,0.4366
2026,1,male,0.0466
2026,1,female,0.0445
2026,2,male,0.0242
2026,2,female,0.0196
2026,3,male,0.0179
2026,3,female,0.0132
2026,4,male,0.0135
2026,4,female,0.0098
2026,5,male,0.0101
2026,5,female,0.0081
2026,6,male,0.0076
2026,6,female,0.0072
2026,7,male,0.0059
2026,7,female,0.0069
2026,8,male,0.0048
2026,8,female,0.0071
2026,9,male,0.0044
2026,9,female,0.0075
2026,10,male,0.0042
2026,10,female,0.0079
2026,11,male,0.0042
2026,11,female,0.0085
2026,12,male,0.0045
2026,12,female,0.0087
2026,13,male,0.0051
2026,13,female,0.0089
2026,14,male,0.0069
2026,14,female,0.0092
2026,15,male,0.0107
2026,15,female,0.0105
2026,16,male,0.0175
2026,16,female,0.0132
2026,17,male,0.028
2026,17,female,0.0172
2026,18,male,0.0414
2026,18,female,0.0222
2026,19,male,0.0551
2026,19,female,0.0271
2026,20,male,0.0631
2026,20,female,0.0296
2026,21,male,0.064
2026,21,female,0.0295
2026,22,male,0.0602
2026,22,female,0.0279
2026,23,male,0.0548
2026,23,female,0.0259
2026,24,male,0.0504
2026,24,female,0.0242
2026,25,male,0.0471
2026,25,female,0.0232
2026,26,male,0.0446
2026,26,female,0.0226
2026,27,male,0.0428
2026,27,female,0.0224
2026,28,male,0.0418
2026,28,female,0.0226
2026,29,male,0.0415
2026,29,female,0.023
2026,30,male,0.0418
2026,30,female,0.0238
2026,31,male,0.0425
2026,31,female,0.0248
2026,32,male,0.0439
2026,32,female,0.0262
2026,33,male,0.0458
2026,33,female,0.0278
2026,34,male,0.0482
2026,34,female,0.0298
2026,35,male,0.0511
2026,35,female,0.0319
2026,36,male,0.0547
2026,36,female,0.0344
2026,37,male,0.0589
2026,37,female,0.0372
2026,38,male,0.064
2026,38,female,0.0407
2026,39,male,0.0701
2026,39,female,0.0446
2026,40,male,0.0773
2026,40,female,0.0493
2026,41,male,0.0858
2026,41,female,0.0548
2026,42,male,0.0958
2026,42,female,0.0611
2026,43,male,0.1072
2026,43,female,0.0683
2026,44,male,0.1202
2026,44,female,0.0765
2026,45,male,0.1346
2026,45,female,0.0854
2026,46,male,0.1504
2026,46,female,0.0953
2026,47,male,0.1675
2026,47,female,0.1058
2026,48,male,0.1858
2026,48,female,0.1169
2026,49,male,0.2054
2026,49,female,0.1286
2026,50,male,0.2264
2026,50,female,0.1414
2026,51,male,0.2491
2026,51,female,0.1549
2026,52,male,0.2736
2026,52,female,0.1698
2026,53,male,0.3004
2026,53,female,0.186
2026,54,male,0.3293
2026,54,female,0.2037
2026,55,male,0.3614
2026,55,female,0.2236
2026,56,male,0.3965
2026,56,female,0.2452
2026,57,male,0.435
2026,57,female,0.2695
2026,58,male,0.4776
2026,58,female,0.2961
2026,59,male,0.5245
2026,59,female,0.3253
2026,60,male,0.5757
2026,60,female,0.3576
2026,61,male,0.6318
2026,61,female,0.3923
2026,62,male,0.6929
2026,62,female,0.4302
2026,63,male,0.7602
2026,63,female,0.4716
2026,64,male,0.8341
2026,64,female,0.5167
2026,65,male,0.9162
2026,65,female,0.567
2026,66,male,1.0066
2026,66,female,0.622
2026,67,male,1.1079
2026,67,female,0.6837
2026,68,male,1.2202
2026,68,female,0.7521
2026,69,male,1.3462
2026,69,female,0.8287
2026,70,male,1.4855
2026,70,female,0.9143
2026,71,male,1.643
2026,71,female,1.0105
2026,72,male,1.8187
2026,72,female,1.1194
2026,73,male,2.0166
2026,73,female,1.2429
2026,74,male,2.2375
2026,74,female,1.3825
2026,75,male,2.4872
2026,75,female,1.5417
2026,76,male,2.7635
2026,76,female,1.7215
2026,77,male,3.0757
2026,77,female,1.9276
2026,78,male,3.4237
2026,78,female,2.1622
2026,79,male,3.8123
2026,79,female,2.4302
2026,80,male,4.247
2026,80,female,2.7372
2026,81,male,4.7275
2026,81,female,3.0899
2026,82,male,5.2716
2026,82,female,3.4925
2026,83,male,5.8776
2026,83,female,3.9563
2026,84,male,6.5526
2026,84,female,4.4901
2026,85,male,7.3118
2026,85,female,5.1059
2026,86,male,8.1601
2026,86,female,5.8154
2026,87,male,9.1134
2026,87,female,6.6432
2026,88,male,10.1857
2026,88,female,7.6057
2026,89,male,11.4001
2026,89,female,8.7256
2026,90,male,12.7799
2026,90,female,10.0388
2026,91,male,14.3491
2026,91,female,11.5672
2026,92,male,16.1458
2026,92,female,13.3565
2026,93,male,18.1958
2026,93,female,15.4566
2026,94,male,20.5654
2026,94,female,17.9089
2026,95,male,23.262
2026,95,female,20.7709
2026,96,male,26.339
2026,96,female,24.1004
2026,97,male,29.8901
2026,97,female,28.0051
2026,98,male,33.9779
2026,98,female,32.4569
2026,99,male,39.0046
2026,99,female,37.1763
2026,100,male,44.7814
2026,100,female,42.5059
2026,101,male,51.289
2026,101,female,48.4144
2026,102,male,58.2883
2026,102,female,54.8779
2026,103,male,65.3533
2026,103,female,61.7244
2026,104,male,75.3336
2026,104,female,68.7085
2026,105,male,81.1956
2026,105,female,76.4028
2026,106,male,93.1014
2026,106,female,79.9015
2026,107,male,100
2026,107,female,98.0083
2026,108,male,100
2026,108,female,100
2026,109,male,100
2026,109,female,100
2026,110,male,100
2026,110,female,100
2026,111,male,100
2026,111,female,100
2026,112,male,100
2026,112,female,100
2026,113,male,100
2026,113,female,100
2026,114,male,100
2026,114,female,100
2026,115,male,100
2026,115,female,100
2026,116,male,100
2026,116,female,100
2026,117,male,100
2026,117,female,100
2026,118,male,100
2026,118,female,100
2026,119,male,100
2026,119,female,100
2026,120,male,100
2026,120,female,100
2027,0,male,0.3796
2027,0,female,0.4288
2027,1,male,0.0466
2027,1,female,0.0442
2027,2,male,0.0242
2027,2,female,0.0195
2027,3,male,0.0178
2027,3,female,0.013
2027,4,male,0.0133
2027,4,female,0.0096
2027,5,male,0.0098
2027,5,female,0.0077
2027,6,male,0.0074
2027,6,female,0.0071
2027,7,male,0.0056
2027,7,female,0.0067
2027,8,male,0.0045
2027,8,female,0.007
2027,9,male,0.0041
2027,9,female,0.0073
2027,10,male,0.0039
2027,10,female,0.0077
2027,11,male,0.0039
2027,11,female,0.0081
2027,12,male,0.0041
2027,12,female,0.0085
2027,13,male,0.0047
2027,13,female,0.0085
2027,14,male,0.0064
2027,14,female,0.0091
2027,15,male,0.0102
2027,15,female,0.0103
2027,16,male,0.017
2027,16,female,0.0128
2027,17,male,0.0272
2027,17,female,0.0169
2027,18,male,0.0409
2027,18,female,0.0219
2027,19,male,0.0545
2027,19,female,0.0268
2027,20,male,0.0624
2027,20,female,0.0293
2027,21,male,0.0633
2027,21,female,0.0292
2027,22,male,0.0595
2027,22,female,0.0275
2027,23,male,0.0541
2027,23,female,0.0255
2027,24,male,0.0496
2027,24,female,0.0239
2027,25,male,0.0463
2027,25,female,0.0227
2027,26,male,0.0436
2027,26,female,0.0222
2027,27,male,0.042
2027,27,female,0.0219
2027,28,male,0.041
2027,28,female,0.022
2027,29,male,0.0406
2027,29,female,0.0224
2027,30,male,0.0409
2027,30,female,0.0232
2027,31,male,0.0417
2027,31,female,0.0243
2027,32,male,0.043
2027,32,female,0.0256
2027,33,male,0.0448
2027,33,female,0.0272
2027,34,male,0.0471
2027,34,female,0.029
2027,35,male,0.05
2027,35,female,0.0312
2027,36,male,0.0535
2027,36,female,0.0337
2027,37,male,0.0577
2027,37,female,0.0365
2027,38,male,0.0627
2027,38,female,0.0398
2027,39,male,0.0688
2027,39,female,0.0438
2027,40,male,0.0759
2027,40,female,0.0483
2027,41,male,0.0842
2027,41,female,0.0538
2027,42,male,0.0939
2027,42,female,0.06
2027,43,male,0.1053
2027,43,female,0.0671
2027,44,male,0.118
2027,44,female,0.0752
2027,45,male,0.1322
2027,45,female,0.0841
2027,46,male,0.1479
2027,46,female,0.0936
2027,47,male,0.1646
2027,47,female,0.1039
2027,48,male,0.1826
2027,48,female,0.1149
2027,49,male,0.2018
2027,49,female,0.1264
2027,50,male,0.2224
2027,50,female,0.1387
2027,51,male,0.2445
2027,51,female,0.1521
2027,52,male,0.2686
2027,52,female,0.1664
2027,53,male,0.2947
2027,53,female,0.1823
2027,54,male,0.3234
2027,54,female,0.1998
2027,55,male,0.3546
2027,55,female,0.2191
2027,56,male,0.3893
2027,56,female,0.2407
2027,57,male,0.4271
2027,57,female,0.2642
2027,58,male,0.4689
2027,58,female,0.2905
2027,59,male,0.515
2027,59,female,0.3191
2027,60,male,0.5656
2027,60,female,0.3507
2027,61,male,0.6206
2027,61,female,0.3851
2027,62,male,0.6808
2027,62,female,0.4221
2027,63,male,0.7468
2027,63,female,0.4628
2027,64,male,0.8196
2027,64,female,0.5076
2027,65,male,0.9
2027,65,female,0.5564
2027,66,male,0.9894
2027,66,female,0.611
2027,67,male,1.0881
2027,67,female,0.6709
2027,68,male,1.1991
2027,68,female,0.7384
2027,69,male,1.3222
2027,69,female,0.8136
2027,70,male,1.4606
2027,70,female,0.8979
2027,71,male,1.6138
2027,71,female,0.9925
2027,72,male,1.7871
2027,72,female,1.0992
2027,73,male,1.9807
2027,73,female,1.2203
2027,74,male,2.1985
2027,74,female,1.3576
2027,75,male,2.4413
2027,75,female,1.5133
2027,76,male,2.7158
2027,76,female,1.6911
2027,77,male,3.0193
2027,77,female,1.8924
2027,78,male,3.3622
2027,78,female,2.1236
2027,79,male,3.744
2027,79,female,2.3867
2027,80,male,4.1705
2027,80,female,2.6883
2027,81,male,4.6472
2027,81,female,3.0341
2027,82,male,5.1746
2027,82,female,3.4319
2027,83,male,5.7719
2027,83,female,3.8871000000000002
2027,84,male,6.4379
2027,84,female,4.4129
2027,85,male,7.181
2027,85,female,5.0186
2027,86,male,8.0176
2027,86,female,5.7187
2027,87,male,8.9546
2027,87,female,6.5274
2027,88,male,10.011
2027,88,female,7.4728
2027,89,male,11.2043
2027,89,female,8.5738
2027,90,male,12.5589
2027,90,female,9.8586
2027,91,male,14.1034
2027,91,female,11.3682
2027,92,male,15.8658
2027,92,female,13.1255
2027,93,male,17.8845
2027,93,female,15.1867
2027,94,male,20.2018
2027,94,female,17.606
2027,95,male,22.875
2027,95,female,20.4283
2027,96,male,25.9246
2027,96,female,23.7134
2027,97,male,29.3898
2027,97,female,27.5265
2027,98,male,33.4019
2027,98,female,31.9686
2027,99,male,38.3807
2027,99,female,36.6029
2027,100,male,44.0934
2027,100,female,41.82
2027,101,male,50.5031
2027,101,female,47.7274
2027,102,male,57.578
2027,102,female,54.1254
2027,103,male,65.1886
2027,103,female,61.0469
2027,104,male,72.8819
2027,104,female,67.999
2027,105,male,81.8203
2027,105,female,74.7606
2027,106,male,83.269
2027,106,female,79.2683
2027,107,male,100
2027,107,female,97.4663
2027,108,male,100
2027,108,female,100
2027,109,male,100
2027,109,female,100
2027,110,male,100
2027,110,female,100
2027,111,male,100
2027,111,female,100
2027,112,male,100
2027,112,female,100
2027,113,male,100
2027,113,female,100
2027,114,male,100
2027,114,female,100
2027,115,male,100
2027,115,female,100
2027,116,male,100
2027,116,female,100
2027,117,male,100
2027,117,female,100
2027,118,male,100
2027,118,female,100
2027,119,male,100
2027,119,female,100
2027,120,male,100
2027,120,female,100
2028,0,male,0.3721
2028,0,female,0.4216
2028,1,male,0.0466
2028,1,female,0.0439
2028,2,male,0.0242
2028,2,female,0.0191
2028,3,male,0.0178
2028,3,female,0.0127
2028,4,male,0.0132
2028,4,female,0.0092
2028,5,male,0.0097
2028,5,female,0.0075
2028,6,male,0.0072
2028,6,female,0.0067
2028,7,male,0.0055
2028,7,female,0.0066
2028,8,male,0.0043
2028,8,female,0.0068
2028,9,male,0.0038
2028,9,female,0.0072
2028,10,male,0.0036
2028,10,female,0.0076
2028,11,male,0.0036
2028,11,female,0.0079
2028,12,male,0.0038
2028,12,female,0.0083
2028,13,male,0.0044
2028,13,female,0.0083
2028,14,male,0.006
2028,14,female,0.0087
2028,15,male,0.0096
2028,15,female,0.0099
2028,16,male,0.0164
2028,16,female,0.0126
2028,17,male,0.0268
2028,17,female,0.0167
2028,18,male,0.0403
2028,18,female,0.0217
2028,19,male,0.053900000000000003
2028,19,female,0.0264
2028,20,male,0.0618
2028,20,female,0.0289
2028,21,male,0.0627
2028,21,female,0.0289
2028,22,male,0.0588
2028,22,female,0.0272
2028,23,male,0.0535
2028,23,female,0.0252
2028,24,male,0.0488
2028,24,female,0.0236
2028,25,male,0.0454
2028,25,female,0.0224
2028,26,male,0.0428
2028,26,female,0.0217
2028,27,male,0.0411
2028,27,female,0.0213
2028,28,male,0.0401
2028,28,female,0.0215
2028,29,male,0.0397
2028,29,female,0.022
2028,30,male,0.0399
2028,30,female,0.0227
2028,31,male,0.0408
2028,31,female,0.0237
2028,32,male,0.0421
2028,32,female,0.0252
2028,33,male,0.0439
2028,33,female,0.0267
2028,34,male,0.0461
2028,34,female,0.0284
2028,35,male,0.0489
2028,35,female,0.0305
2028,36,male,0.0524
2028,36,female,0.0331
2028,37,male,0.0565
2028,37,female,0.0358
2028,38,male,0.0615
2028,38,female,0.0391
2028,39,male,0.0674
2028,39,female,0.043
2028,40,male,0.0744
2028,40,female,0.0475
2028,41,male,0.0827
2028,41,female,0.0528
2028,42,male,0.0924
2028,42,female,0.059
2028,43,male,0.1033
2028,43,female,0.0659
2028,44,male,0.1159
2028,44,female,0.0739
2028,45,male,0.1298
2028,45,female,0.0826
2028,46,male,0.1451
2028,46,female,0.0922
2028,47,male,0.1618
2028,47,female,0.1022
2028,48,male,0.1794
2028,48,female,0.113
2028,49,male,0.1984
2028,49,female,0.1245
2028,50,male,0.2185
2028,50,female,0.1364
2028,51,male,0.2402
2028,51,female,0.1494
2028,52,male,0.2637
2028,52,female,0.1634
2028,53,male,0.2893
2028,53,female,0.1789
2028,54,male,0.3173
2028,54,female,0.1961
2028,55,male,0.3481
2028,55,female,0.215
2028,56,male,0.382
2028,56,female,0.2359
2028,57,male,0.4194
2028,57,female,0.2594
2028,58,male,0.4604
2028,58,female,0.2849
2028,59,male,0.5055
2028,59,female,0.3134
2028,60,male,0.5553
2028,60,female,0.3444
2028,61,male,0.6096
2028,61,female,0.378
2028,62,male,0.6687
2028,62,female,0.4146
2028,63,male,0.7336
2028,63,female,0.4545
2028,64,male,0.8051
2028,64,female,0.4984
2028,65,male,0.8844
2028,65,female,0.5469
2028,66,male,0.9719
2028,66,female,0.6
2028,67,male,1.0696
2028,67,female,0.6595
2028,68,male,1.1778
2028,68,female,0.7252
2028,69,male,1.2994
2028,69,female,0.7993
2028,70,male,1.4348
2028,70,female,0.8822
2028,71,male,1.587
2028,71,female,0.9756
2028,72,male,1.7558
2028,72,female,1.0804
2028,73,male,1.9466
2028,73,female,1.1991
2028,74,male,2.1595
2028,74,female,1.3339
2028,75,male,2.3991
2028,75,female,1.4872
2028,76,male,2.6661
2028,76,female,1.6614
2028,77,male,2.9677
2028,77,female,1.8605
2028,78,male,3.301
2028,78,female,2.0865
2028,79,male,3.6773
2028,79,female,2.3461
2028,80,male,4.0962
2028,80,female,2.6424
2028,81,male,4.5639
2028,81,female,2.9823
2028,82,male,5.0872
2028,82,female,3.3728
2028,83,male,5.667
2028,83,female,3.823
2028,84,male,6.3232
2028,84,female,4.339
2028,85,male,7.0564
2028,85,female,4.9361
2028,86,male,7.8761
2028,86,female,5.6255
2028,87,male,8.8008
2028,87,female,6.4245
2028,88,male,9.8372
2028,88,female,7.3485
2028,89,male,11.0126
2028,89,female,8.431
2028,90,male,12.3442
2028,90,female,9.6955
2028,91,male,13.8598
2028,91,female,11.1726
2028,92,male,15.596
2028,92,female,12.9102
2028,93,male,17.5762
2028,93,female,14.9359
2028,94,male,19.8581
2028,94,female,17.3112
2028,95,male,22.472
2028,95,female,20.0981
2028,96,male,25.4951
2028,96,female,23.3458
2028,97,male,28.9352
2028,97,female,27.112
2028,98,male,32.8554
2028,98,female,31.4492
2028,99,male,37.7848
2028,99,female,36.076
2028,100,male,43.4515
2028,100,female,41.223
2028,101,male,49.7346
2028,101,female,46.9785
2028,102,male,56.919
2028,102,female,53.4479
2028,103,male,64.1639
2028,103,female,60.2922
2028,104,male,72.325
2028,104,female,67.3067
2028,105,male,79.9913
2028,105,female,73.7302
2028,106,male,95.318
2028,106,female,78.892
2028,107,male,100
2028,107,female,88.4397
2028,108,male,100
2028,108,female,100
2028,109,male,100
2028,109,female,100
2028,110,male,100
2028,110,female,100
2028,111,male,100
2028,111,female,100
2028,112,male,100
2028,112,female,100
2028,113,male,100
2028,113,female,100
2028,114,male,100
2028,114,female,100
2028,115,male,100
2028,115,female,100
2028,116,male,100
2028,116,female,100
2028,117,male,100
2028,117,female,100
2028,118,male,100
2028,118,female,100
2028,119,male,100
2028,119,female,100
2028,120,male,100
2028,120,female,100
2029,0,male,0.3648
2029,0,female,0.4146
2029,1,male,0.0466
2029,1,female,0.0435
2029,2,male,0.0241
2029,2,female,0.0188
2029,3,male,0.0176
2029,3,female,0.0123
2029,4,male,0.013
2029,4,female,0.0091
2029,5,male,0.0095
2029,5,female,0.0074
2029,6,male,0.007
2029,6,female,0.0065
2029,7,male,0.0052
2029,7,female,0.0064
2029,8,male,0.004
2029,8,female,0.0064
2029,9,male,0.0035
2029,9,female,0.0068
2029,10,male,0.0033
2029,10,female,0.0074
2029,11,male,0.0034
2029,11,female,0.0078
2029,12,male,0.0035
2029,12,female,0.008
2029,13,male,0.0041
2029,13,female,0.0082
2029,14,male,0.0056
2029,14,female,0.0085
2029,15,male,0.0092
2029,15,female,0.0098
2029,16,male,0.0159
2029,16,female,0.0123
2029,17,male,0.0262
2029,17,female,0.0163
2029,18,male,0.0397
2029,18,female,0.0214
2029,19,male,0.0533
2029,19,female,0.0263
2029,20,male,0.0613
2029,20,female,0.0286
2029,21,male,0.0622
2029,21,female,0.0285
2029,22,male,0.0582
2029,22,female,0.0269
2029,23,male,0.0528
2029,23,female,0.0249
2029,24,male,0.0482
2029,24,female,0.0231
2029,25,male,0.0447
2029,25,female,0.0221
2029,26,male,0.0421
2029,26,female,0.0213
2029,27,male,0.0403
2029,27,female,0.0209
2029,28,male,0.0392
2029,28,female,0.0211
2029,29,male,0.039
2029,29,female,0.0215
2029,30,male,0.0391
2029,30,female,0.0223
2029,31,male,0.0398
2029,31,female,0.0232
2029,32,male,0.0412
2029,32,female,0.0245
2029,33,male,0.0429
2029,33,female,0.0262
2029,34,male,0.0452
2029,34,female,0.0279
2029,35,male,0.0479
2029,35,female,0.0299
2029,36,male,0.0513
2029,36,female,0.0322
2029,37,male,0.0554
2029,37,female,0.035
2029,38,male,0.0603
2029,38,female,0.0384
2029,39,male,0.0661
2029,39,female,0.0421
2029,40,male,0.073
2029,40,female,0.0467
2029,41,male,0.0812
2029,41,female,0.0519
2029,42,male,0.0906
2029,42,female,0.0579
2029,43,male,0.1016
2029,43,female,0.0649
2029,44,male,0.1139
2029,44,female,0.0727
2029,45,male,0.1276
2029,45,female,0.0812
2029,46,male,0.1426
2029,46,female,0.0906
2029,47,male,0.159
2029,47,female,0.1006
2029,48,male,0.1765
2029,48,female,0.111
2029,49,male,0.195
2029,49,female,0.1224
2029,50,male,0.2149
2029,50,female,0.1343
2029,51,male,0.2362
2029,51,female,0.1469
2029,52,male,0.2591
2029,52,female,0.1606
2029,53,male,0.2841
2029,53,female,0.1757
2029,54,male,0.3116
2029,54,female,0.1923
2029,55,male,0.3418
2029,55,female,0.2109
2029,56,male,0.3751
2029,56,female,0.2315
2029,57,male,0.4116
2029,57,female,0.2544
2029,58,male,0.4522
2029,58,female,0.2798
2029,59,male,0.4965
2029,59,female,0.3074
2029,60,male,0.5453
2029,60,female,0.3381
2029,61,male,0.5988
2029,61,female,0.3711
2029,62,male,0.6571
2029,62,female,0.407
2029,63,male,0.7209
2029,63,female,0.4464
2029,64,male,0.7913
2029,64,female,0.4894
2029,65,male,0.8691
2029,65,female,0.5371
2029,66,male,0.9553
2029,66,female,0.5899
2029,67,male,1.0511
2029,67,female,0.6478
2029,68,male,1.1581
2029,68,female,0.713
2029,69,male,1.2768
2029,69,female,0.7852
2029,70,male,1.4105
2029,70,female,0.8669
2029,71,male,1.5594
2029,71,female,0.9587
2029,72,male,1.7269
2029,72,female,1.0621
2029,73,male,1.9127
2029,73,female,1.1787
2029,74,male,2.1228
2029,74,female,1.3109
2029,75,male,2.3572
2029,75,female,1.4615
2029,76,male,2.6205
2029,76,female,1.6329
2029,77,male,2.914
2029,77,female,1.8281
2029,78,male,3.2454
2029,78,female,2.0514
2029,79,male,3.6113
2029,79,female,2.3054
2029,80,male,4.0243
2029,80,female,2.5975
2029,81,male,4.4836
2029,81,female,2.9317
2029,82,male,4.9973
2029,82,female,3.3156
2029,83,male,5.572
2029,83,female,3.7575
2029,84,male,6.2103
2029,84,female,4.268
2029,85,male,6.9329
2029,85,female,4.8543
2029,86,male,7.7417
2029,86,female,5.5341
2029,87,male,8.6485
2029,87,female,6.3208
2029,88,male,9.6732
2029,88,female,7.2339
2029,89,male,10.8243
2029,89,female,8.2919
2029,90,male,12.1349
2029,90,female,9.5352
2029,91,male,13.6256
2029,91,female,10.9893
2029,92,male,15.3292
2029,92,female,12.6902
2029,93,male,17.2805
2029,93,female,14.6946
2029,94,male,19.5161
2029,94,female,17.0297
2029,95,male,22.0941
2029,95,female,19.7668
2029,96,male,25.0499
2029,96,female,22.9742
2029,97,male,28.4657
2029,97,female,26.7011
2029,98,male,32.3606
2029,98,female,30.989
2029,99,male,37.1741
2029,99,female,35.4899
2029,100,male,42.7549
2029,100,female,40.6569
2029,101,male,49.0364
2029,101,female,46.3331
2029,102,male,55.9655
2029,102,female,52.6052
2029,103,male,63.3436
2029,103,female,59.6514
2029,104,male,71.9362
2029,104,female,66.6592
2029,105,male,79.3223
2029,105,female,73.4611
2029,106,male,89.097
2029,106,female,78.472
2029,107,male,100
2029,107,female,90.8267
2029,108,male,100
2029,108,female,100
2029,109,male,100
2029,109,female,100
2029,110,male,100
2029,110,female,100
2029,111,male,100
2029,111,female,100
2029,112,male,100
2029,112,female,100
2029,113,male,100
2029,113,female,100
2029,114,male,100
2029,114,female,100
2029,115,male,100
2029,115,female,100
2029,116,male,100
2029,116,female,100
2029,117,male,100
2029,117,female,100
2029,118,male,100
2029,118,female,100
2029,119,male,100
2029,119,female,100
2029,120,male,100
2029,120,female,100
2030,0,male,0.3578
2030,0,female,0.408
2030,1,male,0.0466
2030,1,female,0.0432
2030,2,male,0.0241
2030,2,female,0.0184
2030,3,male,0.0175
2030,3,female,0.0121
2030,4,male,0.0129
2030,4,female,0.0089
2030,5,male,0.0094
2030,5,female,0.0072
2030,6,male,0.0069
2030,6,female,0.0063
2030,7,male,0.005
2030,7,female,0.0062
2030,8,male,0.0039
2030,8,female,0.0062
2030,9,male,0.0033
2030,9,female,0.0066
2030,10,male,0.0032
2030,10,female,0.0072
2030,11,male,0.0031
2030,11,female,0.0076
2030,12,male,0.0032
2030,12,female,0.0078
2030,13,male,0.0037
2030,13,female,0.008
2030,14,male,0.0051
2030,14,female,0.0083
2030,15,male,0.0091
2030,15,female,0.0096
2030,16,male,0.0154
2030,16,female,0.0121
2030,17,male,0.0256
2030,17,female,0.0161
2030,18,male,0.0391
2030,18,female,0.0212
2030,19,male,0.0528
2030,19,female,0.0259
2030,20,male,0.0607
2030,20,female,0.0284
2030,21,male,0.0616
2030,21,female,0.0283
2030,22,male,0.0576
2030,22,female,0.0265
2030,23,male,0.0521
2030,23,female,0.0245
2030,24,male,0.0476
2030,24,female,0.0229
2030,25,male,0.044
2030,25,female,0.0216
2030,26,male,0.0413
2030,26,female,0.0209
2030,27,male,0.0395
2030,27,female,0.0206
2030,28,male,0.0385
2030,28,female,0.0206
2030,29,male,0.038
2030,29,female,0.021
2030,30,male,0.0383
2030,30,female,0.0217
2030,31,male,0.039
2030,31,female,0.0226
2030,32,male,0.0403
2030,32,female,0.024
2030,33,male,0.0421
2030,33,female,0.0255
2030,34,male,0.0442
2030,34,female,0.0273
2030,35,male,0.0469
2030,35,female,0.0292
2030,36,male,0.0503
2030,36,female,0.0316
2030,37,male,0.0543
2030,37,female,0.0343
2030,38,male,0.0591
2030,38,female,0.0377
2030,39,male,0.0648
2030,39,female,0.0414
2030,40,male,0.0717
2030,40,female,0.0459
2030,41,male,0.0798
2030,41,female,0.051
2030,42,male,0.0891
2030,42,female,0.0571
2030,43,male,0.0998
2030,43,female,0.0638
2030,44,male,0.112
2030,44,female,0.0715
2030,45,male,0.1254
2030,45,female,0.08
2030,46,male,0.1403
2030,46,female,0.0891
2030,47,male,0.1563
2030,47,female,0.0989
2030,48,male,0.1735
2030,48,female,0.1094
2030,49,male,0.1918
2030,49,female,0.1203
2030,50,male,0.2113
2030,50,female,0.1321
2030,51,male,0.2322
2030,51,female,0.1445
2030,52,male,0.2548
2030,52,female,0.1579
2030,53,male,0.2792
2030,53,female,0.1727
2030,54,male,0.3061
2030,54,female,0.1889
2030,55,male,0.3358
2030,55,female,0.207
2030,56,male,0.3683
2030,56,female,0.2273
2030,57,male,0.4043
2030,57,female,0.2497
2030,58,male,0.444
2030,58,female,0.2745
2030,59,male,0.4878
2030,59,female,0.3021
2030,60,male,0.5358
2030,60,female,0.3319
2030,61,male,0.5882
2030,61,female,0.3647
2030,62,male,0.6456
2030,62,female,0.3999
2030,63,male,0.7086
2030,63,female,0.4385
2030,64,male,0.7777
2030,64,female,0.4812
2030,65,male,0.8542
2030,65,female,0.5278
2030,66,male,0.9392
2030,66,female,0.5797
2030,67,male,1.0333
2030,67,female,0.6372
2030,68,male,1.1384
2030,68,female,0.7007
2030,69,male,1.2557
2030,69,female,0.7723
2030,70,male,1.3863
2030,70,female,0.852
2030,71,male,1.5334
2030,71,female,0.9424
2030,72,male,1.6974
2030,72,female,1.0441
2030,73,male,1.8818
2030,73,female,1.1593
2030,74,male,2.0865
2030,74,female,1.2892
2030,75,male,2.3178
2030,75,female,1.437
2030,76,male,2.5755
2030,76,female,1.6054
2030,77,male,2.865
2030,77,female,1.7975
2030,78,male,3.1875
2030,78,female,2.0165
2030,79,male,3.5512
2030,79,female,2.2676
2030,80,male,3.9529
2030,80,female,2.5536
2030,81,male,4.406
2030,81,female,2.883
2030,82,male,4.9103
2030,82,female,3.2605
2030,83,male,5.4748
2030,83,female,3.6952
2030,84,male,6.107
2030,84,female,4.1964
2030,85,male,6.8107
2030,85,female,4.7768
2030,86,male,7.6081
2030,86,female,5.4446
2030,87,male,8.5035
2030,87,female,6.2208
2030,88,male,9.5099
2030,88,female,7.1205
2030,89,male,10.6486
2030,89,female,8.1673
2030,90,male,11.9308
2030,90,female,9.3817
2030,91,male,13.3989
2030,91,female,10.812
2030,92,male,15.0741
2030,92,female,12.4876
2030,93,male,16.9886
2030,93,female,14.4482
2030,94,male,19.1929
2030,94,female,16.761
2030,95,male,21.7186
2030,95,female,19.4533
2030,96,male,24.6317
2030,96,female,22.6039
2030,97,male,27.9707
2030,97,female,26.2865
2030,98,male,31.8451
2030,98,female,30.5313
2030,99,male,36.6546
2030,99,female,34.9822
2030,100,male,42.117
2030,100,female,40.0067
2030,101,male,48.3293
2030,101,female,45.7252
2030,102,male,55.1842
2030,102,female,51.9216
2030,103,male,62.7166
2030,103,female,58.6202
2030,104,male,70.5845
2030,104,female,65.951
2030,105,male,77.9715
2030,105,female,72.8615
2030,106,male,85.2324
2030,106,female,78.7493
2030,107,male,100
2030,107,female,83.3697
2030,108,male,100
2030,108,female,100
2030,109,male,100
2030,109,female,100
2030,110,male,100
2030,110,female,100
2030,111,male,100
2030,111,female,100
2030,112,male,100
2030,112,female,100
2030,113,male,100
2030,113,female,100
2030,114,male,100
2030,114,female,100
2030,115,male,100
2030,115,female,100
