district,year,sex,origin,bir
Alt-Wiedikon,2044,male,foreign,39.003041493999284
Alt-Wiedikon,2044,female,Swiss,89.18943428071856
Alt-Wiedikon,2044,female,foreign,36.68399082378246
Alt-Wiedikon,2045,male,Swiss,95.98189453818424
Alt-Wiedikon,2045,male,foreign,39.35039775181728
Alt-Wiedikon,2045,female,Swiss,90.2749837863214
Alt-Wiedikon,2045,female,foreign,37.01069390349842
Alt-Wiedikon,2046,male,Swiss,97.12561743929585
Alt-Wiedikon,2046,male,foreign,39.78814032204536
Alt-Wiedikon,2046,female,Swiss,91.35070298159964
Alt-Wiedikon,2046,female,foreign,37.42240908811795
Alt-Wiedikon,2047,male,Swiss,98.110602575765
Alt-Wiedikon,2047,male,foreign,40.251396213855806
Alt-Wiedikon,2047,female,Swiss,92.27712267410888
Alt-Wiedikon,2047,female,foreign,37.858120618123955
Alt-Wiedikon,2048,male,Swiss,98.88579776161667
Alt-Wiedikon,2048,male,foreign,40.72628730822059
Alt-Wiedikon,2048,female,Swiss,93.00622614899551
Alt-Wiedikon,2048,female,foreign,38.30477554247527
Alt-Wiedikon,2049,male,Swiss,99.43375584057776
Alt-Wiedikon,2049,male,foreign,41.19761199947886
Alt-Wiedikon,2049,female,Swiss,93.5216036265063
Alt-Wiedikon,2049,female,foreign,38.74807611563187
Alt-Wiedikon,2050,male,Swiss,99.77444474844874
Alt-Wiedikon,2050,male,foreign,41.656176010856115
Alt-Wiedikon,2050,female,Swiss,93.84203578490674
Alt-Wiedikon,2050,female,foreign,39.17937473597327
Friesenberg,2021,male,Swiss,37.32304093143189
Friesenberg,2021,male,foreign,10.604352353768107
Friesenberg,2021,female,Swiss,35.10388007189012
Friesenberg,2021,female,foreign,9.973836642909895
Friesenberg,2022,male,Swiss,37.70219966790826
Friesenberg,2022,male,foreign,11.105704232185495
Friesenberg,2022,female,Swiss,35.460494712104676
Friesenberg,2022,female,foreign,10.445379040704154
Friesenberg,2023,male,Swiss,37.936576949946364
Friesenberg,2023,male,foreign,11.485876565503505
Friesenberg,2023,female,Swiss,35.68093634266088
Friesenberg,2023,female,foreign,10.802947011115885
Friesenberg,2024,male,Swiss,38.24342515839728
Friesenberg,2024,male,foreign,11.865300372835822
Friesenberg,2024,female,Swiss,35.969539908740195
Friesenberg,2024,female,foreign,11.159810961550235
Friesenberg,2025,male,Swiss,38.49345342936799
Friesenberg,2025,male,foreign,12.198908439042016
Friesenberg,2025,female,Swiss,36.20470194858744
Friesenberg,2025,female,foreign,11.473583292390911
Friesenberg,2026,male,Swiss,38.98449433806164
Friesenberg,2026,male,foreign,12.634342352965835
Friesenberg,2026,female,Swiss,36.66654644836551
Friesenberg,2026,female,foreign,11.883127089256153
Friesenberg,2027,male,Swiss,38.85720647543363
Friesenberg,2027,male,foreign,12.76826026721395
Friesenberg,2027,female,Swiss,36.54682689302409
Friesenberg,2027,female,foreign,12.00908248527761
Friesenberg,2028,male,Swiss,38.673232647226406
Friesenberg,2028,male,foreign,12.884557206213724
Friesenberg,2028,female,Swiss,36.373791817623406
Friesenberg,2028,female,foreign,12.11846461753409
Friesenberg,2029,male,Swiss,38.51725128649593
Friesenberg,2029,male,foreign,13.024148829330779
Friesenberg,2029,female,Swiss,36.227084827949334
Friesenberg,2029,female,foreign,12.249756373903677
Friesenberg,2030,male,Swiss,38.285747130714256
Friesenberg,2030,male,foreign,13.13074824246738
Friesenberg,2030,female,Swiss,36.00934549273187
Friesenberg,2030,female,foreign,12.350017577736342
Friesenberg,2031,male,Swiss,38.022754461152324
Friesenberg,2031,male,foreign,13.212537514120559
Friesenberg,2031,female,Swiss,35.76198989410718
Friesenberg,2031,female,foreign,12.42694380645803
Friesenberg,2032,male,Swiss,37.77631776306168
Friesenberg,2032,male,foreign,13.278565770801771
Friesenberg,2032,female,Swiss,35.530205878678764
Friesenberg,2032,female,foreign,12.489046141799667
Friesenberg,2033,male,Swiss,37.60237518732368
Friesenberg,2033,male,foreign,13.334463688320112
Friesenberg,2033,female,Swiss,35.36660561552443
Friesenberg,2033,female,foreign,12.541620469717829
Friesenberg,2034,male,Swiss,37.53714770382719
Friesenberg,2034,male,foreign,13.386018913746586
Friesenberg,2034,female,Swiss,35.305256440834754
Friesenberg,2034,female,foreign,12.590110314202239
Friesenberg,2035,male,Swiss,37.62080047331321
Friesenberg,2035,male,foreign,13.439027422773918
Friesenberg,2035,female,Swiss,35.38393536716109
Friesenberg,2035,female,foreign,12.639967032659442
Friesenberg,2036,male,Swiss,37.86435299508639
Friesenberg,2036,male,foreign,13.494265780779779
Friesenberg,2036,female,Swiss,35.61300669420646
Friesenberg,2036,female,foreign,12.691921017287013
Friesenberg,2037,male,Swiss,38.25585624050579
Friesenberg,2037,male,foreign,13.549554128131492
Friesenberg,2037,female,Swiss,35.98123186107341
Friesenberg,2037,female,foreign,12.743922018983879
Friesenberg,2038,male,Swiss,38.76982150032284
Friesenberg,2038,male,foreign,13.603480007735762
Friesenberg,2038,female,Swiss,36.464637671304196
Friesenberg,2038,female,foreign,12.794641562814114
Friesenberg,2039,male,Swiss,39.366230640107
Friesenberg,2039,male,foreign,13.655776101327435
Friesenberg,2039,female,Swiss,37.02558539673807
Friesenberg,2039,female,foreign,12.84382822477564
Friesenberg,2040,male,Swiss,39.99385145914738
Friesenberg,2040,male,foreign,13.703955591108333
Friesenberg,2040,female,Swiss,37.61588901113784
Friesenberg,2040,female,foreign,12.889143048782092
Friesenberg,2041,male,Swiss,40.6003529915345
Friesenberg,2041,male,foreign,13.748616620779096
Friesenberg,2041,female,Swiss,38.18632905366946
Friesenberg,2041,female,foreign,12.931148613985897
Friesenberg,2042,male,Swiss,41.13386995757281
Friesenberg,2042,male,foreign,13.791491214674842
Friesenberg,2042,female,Swiss,38.688124060848395
Friesenberg,2042,female,foreign,12.971473961671592
Friesenberg,2043,male,Swiss,41.549683998089705
Friesenberg,2043,male,foreign,13.832835984744541
Friesenberg,2043,female,Swiss,39.07921454667803
Friesenberg,2043,female,foreign,13.010360446103363
Friesenberg,2044,male,Swiss,41.81702610649017
Friesenberg,2044,male,foreign,13.874100756217524
Friesenberg,2044,female,Swiss,39.33066097433373
Friesenberg,2044,female,foreign,13.049171688511043
Friesenberg,2045,male,Swiss,41.9249406289252
Friesenberg,2045,male,foreign,13.918798591039241
Friesenberg,2045,female,Swiss,39.43215909343216
Friesenberg,2045,female,foreign,13.091211870497752
Friesenberg,2046,male,Swiss,41.880005838242994
Friesenberg,2046,male,foreign,13.967849002665655
Friesenberg,2046,female,Swiss,39.389896044554106
Friesenberg,2046,female,foreign,13.137345832903808
Friesenberg,2047,male,Swiss,41.70198770655483
Friesenberg,2047,male,foreign,14.02316843291037
Friesenberg,2047,female,Swiss,39.222462550673356
Friesenberg,2047,female,foreign,13.189376069360783
Friesenberg,2048,male,Swiss,41.419886295545794
Friesenberg,2048,male,foreign,14.086799750814912
Friesenberg,2048,female,Swiss,38.95713438198622
Friesenberg,2048,female,foreign,13.249223983592668
Friesenberg,2049,male,Swiss,41.06188396526353
Friesenberg,2049,male,foreign,14.161638003942656
Friesenberg,2049,female,Swiss,38.620418226119554
Friesenberg,2049,female,foreign,13.319612488843681
Friesenberg,2050,male,Swiss,40.64980038123707
Friesenberg,2050,male,foreign,14.250173818928879
Friesenberg,2050,female,Swiss,38.23283639054954
Friesenberg,2050,female,foreign,13.402884123570693
Sihlfeld,2021,male,Swiss,118.45094597494989
Sihlfeld,2021,male,foreign,41.974667179610115
Sihlfeld,2021,female,Swiss,111.40806585255513
Sihlfeld,2021,female,foreign,39.47892899288488
Sihlfeld,2022,male,Swiss,119.44544460637044
Sihlfeld,2022,male,foreign,41.83987842646589
Sihlfeld,2022,female,Swiss,112.34343338472334
Sihlfeld,2022,female,foreign,39.352154536481194
Sihlfeld,2023,male,Swiss,119.84826124727158
Sihlfeld,2023,male,foreign,41.28743558593643
Sihlfeld,2023,female,Swiss,112.72229927293256
Sihlfeld,2023,female,foreign,38.83255895325559
Sihlfeld,2024,male,Swiss,120.47567224995163
Sihlfeld,2024,male,foreign,40.77063879706046
Sihlfeld,2024,female,Swiss,113.31240554627524
Sihlfeld,2024,female,foreign,38.34648997158905
Sihlfeld,2025,male,Swiss,121.00739583778797
Sihlfeld,2025,male,foreign,40.15718530927746
Sihlfeld,2025,female,Swiss,113.81251380629332
Sihlfeld,2025,female,foreign,37.76951132442094
Sihlfeld,2026,male,Swiss,121.37389465447794
Sihlfeld,2026,male,foreign,39.47078282900329
Sihlfeld,2026,female,Swiss,114.15722126277336
Sihlfeld,2026,female,foreign,37.12392110060025
Sihlfeld,2027,male,Swiss,126.89364998705216
Sihlfeld,2027,male,foreign,41.428252000356395
Sihlfeld,2027,female,Swiss,119.34878187480487
Sihlfeld,2027,female,foreign,38.96500267704096
Sihlfeld,2028,male,Swiss,127.09889978086625
Sihlfeld,2028,male,foreign,40.71570721487243
Sihlfeld,2028,female,Swiss,119.54182788517866
Sihlfeld,2028,female,foreign,38.294824522441154
Sihlfeld,2029,male,Swiss,126.73014004949114
Sihlfeld,2029,male,foreign,39.83562781497631
Sihlfeld,2029,female,Swiss,119.19499394393266
Sihlfeld,2029,female,foreign,37.46707306016207
Sihlfeld,2030,male,Swiss,126.10321667328664
Sihlfeld,2030,male,foreign,38.984134631676504
Sihlfeld,2030,female,Swiss,118.60534630367262
Sihlfeld,2030,female,foreign,36.66620812947483
Sihlfeld,2031,male,Swiss,125.26445412377424
Sihlfeld,2031,male,foreign,38.18564996550686
Sihlfeld,2031,female,Swiss,117.81645506619364
Sihlfeld,2031,female,foreign,35.91519992486585
Sihlfeld,2032,male,Swiss,124.22373493874497
Sihlfeld,2032,male,foreign,37.45374872918094
Sihlfeld,2032,female,Swiss,116.83761517137103
Sihlfeld,2032,female,foreign,35.22681621916366
Sihlfeld,2033,male,Swiss,123.02539915776065
Sihlfeld,2033,male,foreign,36.80004520751945
Sihlfeld,2033,female,Swiss,115.71053027979399
Sihlfeld,2033,female,foreign,34.6119807327108
Sihlfeld,2034,male,Swiss,121.72351978194975
Sihlfeld,2034,male,foreign,36.2214870122731
Sihlfeld,2034,female,Swiss,114.48605830923582
Sihlfeld,2034,female,foreign,34.067822566771184
Sihlfeld,2035,male,Swiss,120.38719750813794
Sihlfeld,2035,male,foreign,35.71873361359311
Sihlfeld,2035,female,Swiss,113.22919135341982
Sihlfeld,2035,female,foreign,33.59496198058742
Sihlfeld,2036,male,Swiss,119.08384054764579
Sihlfeld,2036,male,foreign,35.28503618662125
Sihlfeld,2036,female,Swiss,112.00332965270701
Sihlfeld,2036,female,foreign,33.18705142228439
Sihlfeld,2037,male,Swiss,117.84582995171345
Sihlfeld,2037,male,foreign,34.93010272431844
Sihlfeld,2037,female,Swiss,110.83892893929306
Sihlfeld,2037,female,foreign,32.85322166502885
Sihlfeld,2038,male,Swiss,116.76581036774894
Sihlfeld,2038,male,foreign,34.65608650311459
Sihlfeld,2038,female,Swiss,109.82312537654383
Sihlfeld,2038,female,foreign,32.59549795530851
Sihlfeld,2039,male,Swiss,115.91086370454396
Sihlfeld,2039,male,foreign,34.46004460238794
Sihlfeld,2039,female,Swiss,109.01901230365281
Sihlfeld,2039,female,foreign,32.41111235326669
Sihlfeld,2040,male,Swiss,115.28225680209891
Sihlfeld,2040,male,foreign,34.3255759298435
Sihlfeld,2040,female,Swiss,108.4277812365934
Sihlfeld,2040,female,foreign,32.28463894604625
Sihlfeld,2041,male,Swiss,114.8978431522164
Sihlfeld,2041,male,foreign,34.24983973609863
Sihlfeld,2041,female,Swiss,108.0662241306688
Sihlfeld,2041,female,foreign,32.21340589011155
Sihlfeld,2042,male,Swiss,114.74470443832621
Sihlfeld,2042,male,foreign,34.23343142117701
Sihlfeld,2042,female,Swiss,107.9221907691686
Sihlfeld,2042,female,foreign,32.197973184072175
Sihlfeld,2043,male,Swiss,114.7805968058864
Sihlfeld,2043,male,foreign,34.26397034261364
Sihlfeld,2043,female,Swiss,107.95594904113372
Sihlfeld,2043,female,foreign,32.22669631618796
Sihlfeld,2044,male,Swiss,114.95551418186915
Sihlfeld,2044,male,foreign,34.33249126874367
Sihlfeld,2044,female,Swiss,108.12046614466419
Sihlfeld,2044,female,foreign,32.29114311133797
Sihlfeld,2045,male,Swiss,115.20353950319291
Sihlfeld,2045,male,foreign,34.43107982778024
Sihlfeld,2045,female,Swiss,108.35374432664663
Sihlfeld,2045,female,foreign,32.38386977204169
Sihlfeld,2046,male,Swiss,115.43185874371711
Sihlfeld,2046,male,foreign,34.54588816978302
Sihlfeld,2046,female,Swiss,108.56848811593731
Sihlfeld,2046,female,foreign,32.49185181660024
Sihlfeld,2047,male,Swiss,115.58956641333307
Sihlfeld,2047,male,foreign,34.66661069566035
Sihlfeld,2047,female,Swiss,108.71681877127665
Sihlfeld,2047,female,foreign,32.605396398301366
Sihlfeld,2048,male,Swiss,115.6194095591273
Sihlfeld,2048,male,foreign,34.7833353191607
Sihlfeld,2048,female,Swiss,108.74488749731783
Sihlfeld,2048,female,foreign,32.715180785707545
Sihlfeld,2049,male,Swiss,115.49249259658691
Sihlfeld,2049,male,foreign,34.891723689559285
Sihlfeld,2049,female,Swiss,108.62551678901215
Sihlfeld,2049,female,foreign,32.81712457862221
Sihlfeld,2050,male,Swiss,115.22807190279505
Sihlfeld,2050,male,foreign,34.99255874907507
Sihlfeld,2050,female,Swiss,108.37681807390888
Sihlfeld,2050,female,foreign,32.911964166928726
Werd,2021,male,Swiss,28.30425259648827
Werd,2021,male,foreign,9.83819042011173
Werd,2021,female,Swiss,26.621332664103733
Werd,2021,female,foreign,9.25322931929627
Werd,2022,male,Swiss,29.52997218091799
Werd,2022,male,foreign,10.454233565645104
Werd,2022,female,Swiss,27.77417316744417
Werd,2022,female,foreign,9.832643647824401
Werd,2023,male,Swiss,29.497643143321298
Werd,2023,male,foreign,10.377944988807341
Werd,2023,female,Swiss,27.743766356254305
Werd,2023,female,foreign,9.760891052501636
Werd,2024,male,Swiss,30.281187962473673
Werd,2024,male,foreign,10.725219439081439
Werd,2024,female,Swiss,28.480723010268846
Werd,2024,female,foreign,10.087517188803059
Werd,2025,male,Swiss,30.234150791908082
Werd,2025,male,foreign,10.61962951520795
Werd,2025,female,Swiss,28.4364825852325
Werd,2025,female,foreign,9.98820545181827
Werd,2026,male,Swiss,30.12153946852068
Werd,2026,male,foreign,10.47466134117629
Werd,2026,female,Swiss,28.330566928515502
Werd,2026,female,foreign,9.851856824577592
Werd,2027,male,Swiss,29.978531259174474
Werd,2027,male,foreign,10.310518223326842
Werd,2027,female,Swiss,28.19606172998658
Werd,2027,female,foreign,9.697473361177625
Werd,2028,male,Swiss,29.80546124313072
Werd,2028,male,foreign,10.129428473953645
Werd,2028,female,Swiss,28.03328214569704
Werd,2028,female,foreign,9.527150882472743
Werd,2029,male,Swiss,29.603202094484228
Werd,2029,male,foreign,9.935768773031652
Werd,2029,female,Swiss,27.843048962110178
Werd,2029,female,foreign,9.345005838921411
Werd,2030,male,Swiss,29.37225527140316
Werd,2030,male,foreign,9.729289735204752
Werd,2030,female,Swiss,27.62583382159374
Werd,2030,female,foreign,9.150803673172085
Werd,2031,male,Swiss,29.115955306060286
Werd,2031,male,foreign,9.51082179139574
Werd,2031,female,Swiss,27.384772991037224
Werd,2031,female,foreign,8.945325440219063
Werd,2032,male,Swiss,28.839569528991678
Werd,2032,male,foreign,9.281555925760095
Werd,2032,female,Swiss,27.124820614980376
Werd,2032,female,foreign,8.729691310442838
Werd,2033,male,Swiss,28.54993182323033
Werd,2033,male,foreign,9.043296896174414
Werd,2033,female,Swiss,26.852404246067067
Werd,2033,female,foreign,8.505598734063913
Werd,2034,male,Swiss,28.24710314776605
Werd,2034,male,foreign,8.803689283280463
Werd,2034,female,Swiss,26.567581218775235
Werd,2034,female,foreign,8.28023775871376
Werd,2035,male,Swiss,27.937205078188967
Werd,2035,male,foreign,8.57255528546705
Werd,2035,female,Swiss,26.276109130824793
Werd,2035,female,foreign,8.062846572537783
Werd,2036,male,Swiss,27.64160877130164
Werd,2036,male,foreign,8.362704271569818
Werd,2036,female,Swiss,25.99808844848731
Werd,2036,female,foreign,7.865472922348172
Werd,2037,male,Swiss,27.370642395407163
Werd,2037,male,foreign,8.182232279107145
Werd,2037,female,Swiss,25.743233245761747
Werd,2037,female,foreign,7.695731469839423
Werd,2038,male,Swiss,27.14076388613684
Werd,2038,male,foreign,8.038341513774151
Werd,2038,female,Swiss,25.527022899039054
Werd,2038,female,foreign,7.560396190514739
Werd,2039,male,Swiss,26.961129060830995
Werd,2039,male,foreign,7.934584903950082
Werd,2039,female,Swiss,25.358068837234274
Werd,2039,female,foreign,7.462808762024618
Werd,2040,male,Swiss,26.946080568990688
Werd,2040,male,foreign,7.918282218055232
Werd,2040,female,Swiss,25.343915101642494
Werd,2040,female,foreign,7.447475404500137
Werd,2041,male,Swiss,26.981956850198785
Werd,2041,male,foreign,7.926887761103902
Werd,2041,female,Swiss,25.377658243721086
Werd,2041,female,foreign,7.455569277442832
Werd,2042,male,Swiss,27.084361936714405
Werd,2042,male,foreign,7.9569384376664525
Werd,2042,female,Swiss,25.47397450804692
Werd,2042,female,foreign,7.483833194846265
Werd,2043,male,Swiss,27.25968752846159
Werd,2043,male,foreign,7.998751301754714
Werd,2043,female,Swiss,25.638875555566962
Werd,2043,female,foreign,7.523159941268485
Werd,2044,male,Swiss,27.512650694427542
Werd,2044,male,foreign,8.050332607801133
Werd,2044,female,Swiss,25.876797986833708
Werd,2044,female,foreign,7.571674315666099
Werd,2045,male,Swiss,27.834313000376028
Werd,2045,male,foreign,8.108230498959493
Werd,2045,female,Swiss,26.17933483082794
Werd,2045,female,foreign,7.626129702390141
Werd,2046,male,Swiss,28.192882951228675
Werd,2046,male,foreign,8.166166044787097
Werd,2046,female,Swiss,26.516584857567175
Werd,2046,female,foreign,7.680620504904546
Werd,2047,male,Swiss,28.563039943965283
Werd,2047,male,foreign,8.220686728926626
Werd,2047,female,Swiss,26.864732981528167
Werd,2047,female,foreign,7.731899487262588
Werd,2048,male,Swiss,28.91402436287703
Werd,2048,male,foreign,8.268287490753536
Werd,2048,female,Swiss,27.194848498407282
Werd,2048,female,foreign,7.776669993437913
Werd,2049,male,Swiss,29.214973189172714
Werd,2049,male,foreign,8.306353143566522
Werd,2049,female,Swiss,27.477903448979728
Werd,2049,female,foreign,7.812472331025038
Werd,2050,male,Swiss,29.447556794598277
Werd,2050,male,foreign,8.33162320656985
Werd,2050,female,Swiss,27.696658051707473
Werd,2050,female,foreign,7.836239881549863
Langstrasse,2021,male,Swiss,51.52207878676809
Langstrasse,2021,male,foreign,19.374771799871915
Langstrasse,2021,female,Swiss,48.45866868425591
Langstrasse,2021,female,foreign,18.22278272910409
Langstrasse,2022,male,Swiss,52.76164168857843
Langstrasse,2022,male,foreign,19.199068834385297
Langstrasse,2022,female,Swiss,49.6245294062334
Langstrasse,2022,female,foreign,18.057526745808172
Langstrasse,2023,male,Swiss,53.726945976729475
Langstrasse,2023,male,foreign,18.730415039919784
Langstrasse,2023,female,Swiss,50.53243843825438
Langstrasse,2023,female,foreign,17.6167382627267
Langstrasse,2024,male,Swiss,54.80130359441331
Langstrasse,2024,male,foreign,18.31860579666815
Langstrasse,2024,female,Swiss,51.54291668505054
Langstrasse,2024,female,foreign,17.229414456122647
Langstrasse,2025,male,Swiss,55.91114128488696
Langstrasse,2025,male,foreign,17.94892864065647
Langstrasse,2025,female,Swiss,52.5867654233467
Langstrasse,2025,female,foreign,16.881717638658266
Langstrasse,2026,male,Swiss,56.851750335993074
Langstrasse,2026,male,foreign,17.51677144495102
Langstrasse,2026,female,Swiss,53.47144755268401
Langstrasse,2026,female,foreign,16.475255732241834
Langstrasse,2027,male,Swiss,57.64490380496907
Langstrasse,2027,male,foreign,17.082933242757544
Langstrasse,2027,female,Swiss,54.217441543492235
Langstrasse,2027,female,foreign,16.067212768958566
Langstrasse,2028,male,Swiss,58.22883519188255
Langstrasse,2028,male,foreign,16.632476678789125
Langstrasse,2028,female,Swiss,54.76665342079026
Langstrasse,2028,female,foreign,15.643539541790567
Langstrasse,2029,male,Swiss,58.57821607205801
Langstrasse,2029,male,foreign,16.16484601490535
Langstrasse,2029,female,Swiss,55.09526074246115
Langstrasse,2029,female,foreign,15.203713355787329
Langstrasse,2030,male,Swiss,58.71324973749844
Langstrasse,2030,male,foreign,15.684597502670638
Langstrasse,2030,female,Swiss,55.222265549116564
Langstrasse,2030,female,foreign,14.75201955599318
Langstrasse,2031,male,Swiss,58.66214910120418
Langstrasse,2031,male,foreign,15.200630696571565
Langstrasse,2031,female,Swiss,55.17420326471249
Langstrasse,2031,female,foreign,14.296828545397634
Langstrasse,2032,male,Swiss,58.4568925083528
Langstrasse,2032,male,foreign,14.713736236296596
Langstrasse,2032,female,Swiss,54.98115085955997
Langstrasse,2032,female,foreign,13.838883953675841
Langstrasse,2033,male,Swiss,58.146807285574944
Langstrasse,2033,male,foreign,14.224079049011639
Langstrasse,2033,female,Swiss,54.68950274620132
Langstrasse,2033,female,foreign,13.378340901721188
Langstrasse,2034,male,Swiss,57.773566614790546
Langstrasse,2034,male,foreign,13.734718307441526
Langstrasse,2034,female,Swiss,54.338454294140895
Langstrasse,2034,female,foreign,12.918076669352558
Langstrasse,2035,male,Swiss,57.362251950173366
Langstrasse,2035,male,foreign,13.254434076873435
Langstrasse,2035,female,Swiss,53.95159565941557
Langstrasse,2035,female,foreign,12.466349274972865
Langstrasse,2036,male,Swiss,56.9149672331919
Langstrasse,2036,male,foreign,12.784653879175998
Langstrasse,2036,female,Swiss,53.53090568691968
Langstrasse,2036,female,foreign,12.024501362568934
Langstrasse,2037,male,Swiss,56.43277317540365
Langstrasse,2037,male,foreign,12.336084756552516
Langstrasse,2037,female,Swiss,53.07738202021007
Langstrasse,2037,female,foreign,11.60260335287952
Langstrasse,2038,male,Swiss,55.935550115250905
Langstrasse,2038,male,foreign,11.923756743104413
Langstrasse,2038,female,Swiss,52.60972294857528
Langstrasse,2038,female,foreign,11.214791621221472
Langstrasse,2039,male,Swiss,55.432195967515526
Langstrasse,2039,male,foreign,11.550570012744968
Langstrasse,2039,female,Swiss,52.136297332794044
Langstrasse,2039,female,foreign,10.863793902385376
Langstrasse,2040,male,Swiss,54.93523427036258
Langstrasse,2040,male,foreign,11.228590880499398
Langstrasse,2040,female,Swiss,51.66888408398537
Langstrasse,2040,female,foreign,10.560959070015619
Langstrasse,2041,male,Swiss,54.44498988102812
Langstrasse,2041,male,foreign,10.952797532448333
Langstrasse,2041,female,Swiss,51.207788743958545
Langstrasse,2041,female,foreign,10.301563898212873
Langstrasse,2042,male,Swiss,53.9773156074126
Langstrasse,2042,male,foreign,10.719023008341637
Langstrasse,2042,female,Swiss,50.76792154117974
Langstrasse,2042,female,foreign,10.081689186685992
Langstrasse,2043,male,Swiss,53.54565405061517
Langstrasse,2043,male,foreign,10.5201352627289
Langstrasse,2043,female,Swiss,50.36192580387363
Langstrasse,2043,female,foreign,9.894626948574565
Langstrasse,2044,male,Swiss,53.15750691410952
Langstrasse,2044,male,foreign,10.347533784427021
Langstrasse,2044,female,Swiss,49.996857197722974
Langstrasse,2044,female,foreign,9.732288043615789
Langstrasse,2045,male,Swiss,52.813608576272856
Langstrasse,2045,male,foreign,10.195920737373928
Langstrasse,2045,female,Swiss,49.673406436288005
Langstrasse,2045,female,foreign,9.589689635547614
Langstrasse,2046,male,Swiss,52.52178823302015
Langstrasse,2046,male,foreign,10.06497433719193
Langstrasse,2046,female,Swiss,49.3989372055814
Langstrasse,2046,female,foreign,9.466529072712461
Langstrasse,2047,male,Swiss,52.29587968310544
Langstrasse,2047,male,foreign,9.957132786336848
Langstrasse,2047,female,Swiss,49.18646077157406
Langstrasse,2047,female,foreign,9.365099586435116
Langstrasse,2048,male,Swiss,52.128583579558935
Langstrasse,2048,male,foreign,9.870999148392729
Langstrasse,2048,female,Swiss,49.02911179333353
Langstrasse,2048,female,foreign,9.284087299625453
Langstrasse,2049,male,Swiss,52.0070500902199
Langstrasse,2049,male,foreign,9.80129048068968
Langstrasse,2049,female,Swiss,48.91480446659897
Langstrasse,2049,female,foreign,9.218523383879287
Langstrasse,2050,male,Swiss,51.930054355119125
Langstrasse,2050,male,foreign,9.746445934376407
Langstrasse,2050,female,Swiss,48.84238675937115
Langstrasse,2050,female,foreign,9.166939795609636
Hard,2021,male,Swiss,48.79533352041126
Hard,2021,male,foreign,20.76657699898874
Hard,2021,female,Swiss,45.89405078528473
Hard,2021,female,foreign,19.531833695315264
Hard,2022,male,Swiss,50.39838285910853
Hard,2022,male,foreign,20.912237386849593
Hard,2022,female,Swiss,47.40178569462223
Hard,2022,female,foreign,19.66883337859633
Hard,2023,male,Swiss,52.62470677183773
Hard,2023,male,foreign,21.362456299308516
Hard,2023,female,Swiss,49.49573639325917
Hard,2023,female,foreign,20.09228308458599
Hard,2024,male,Swiss,55.00879951743962
Hard,2024,male,foreign,21.77030889366166
Hard,2024,female,Swiss,51.73807527383497
Hard,2024,female,foreign,20.47588549751598
Hard,2025,male,Swiss,56.51052733326036
Hard,2025,male,foreign,21.450282640129913
Hard,2025,female,Swiss,53.15051305574135
Hard,2025,female,foreign,20.174887429205477
Hard,2026,male,Swiss,57.635996296313834
Hard,2026,male,foreign,20.833383314291833
Hard,2026,female,Swiss,54.209063659274605
Hard,2026,female,foreign,19.594667827313064
Hard,2027,male,Swiss,59.436735434448565
Hard,2027,male,foreign,20.67765242221722
Hard,2027,female,Swiss,55.902734088272396
Hard,2027,female,foreign,19.44819641387923
Hard,2028,male,Swiss,60.601850911144936
Hard,2028,male,foreign,20.130226356954125
Hard,2028,female,Swiss,56.998573895082146
Hard,2028,female,foreign,18.933319317489186
Hard,2029,male,Swiss,61.59488123979548
Hard,2029,male,foreign,19.55914804234831
Hard,2029,female,Swiss,57.93256042712117
Hard,2029,female,foreign,18.396196291945547
Hard,2030,male,Swiss,62.397454493007835
Hard,2030,male,foreign,18.99668609007284
Hard,2030,female,Swiss,58.68741411874377
Hard,2030,female,foreign,17.867177315331258
Hard,2031,male,Swiss,62.975694314901965
Hard,2031,male,foreign,18.451025254518928
Hard,2031,female,Swiss,59.231272841237846
Hard,2031,female,foreign,17.353960491268023
Hard,2032,male,Swiss,63.4526933414563
Hard,2032,male,foreign,18.02635992445489
Hard,2032,female,Swiss,59.679910363923476
Hard,2032,female,foreign,16.95454499764185
Hard,2033,male,Swiss,63.65031097657927
Hard,2033,male,foreign,17.609137871301538
Hard,2033,female,Swiss,59.86577801002958
Hard,2033,female,foreign,16.562130217073726
Hard,2034,male,Swiss,63.585696208844304
Hard,2034,male,foreign,17.20330720946194
Hard,2034,female,Swiss,59.8050051201247
Hard,2034,female,foreign,16.180429516188028
Hard,2035,male,Swiss,63.29735926981772
Hard,2035,male,foreign,16.8231223688631
Hard,2035,female,Swiss,59.53381217669653
Hard,2035,female,foreign,15.822849782155881
Hard,2036,male,Swiss,62.85881121255024
Hard,2036,male,foreign,16.476898937163977
Hard,2036,female,Swiss,59.121339397847656
Hard,2036,female,foreign,15.49721217275603
Hard,2037,male,Swiss,62.35594772439702
Hard,2037,male,foreign,16.170183395406415
Hard,2037,female,Swiss,58.64837526791266
Hard,2037,female,foreign,15.208733385247193
Hard,2038,male,Swiss,61.887054722281285
Hard,2038,male,foreign,15.912874451368065
Hard,2038,female,Swiss,58.20736180003744
Hard,2038,female,foreign,14.966723568053006
Hard,2039,male,Swiss,61.52826073002856
Hard,2039,male,foreign,15.704777701417235
Hard,2039,female,Swiss,57.86990105299667
Hard,2039,female,foreign,14.77099987643194
Hard,2040,male,Swiss,61.32808639689279
Hard,2040,male,foreign,15.54083114688105
Hard,2040,female,Swiss,57.68162872554142
